Episode no = 100; won: False; iter_time_steps = 8; Q(s,a) = nan; score = -507.0; mean_score/100_episodes = -509.71; reward = -507.0; mean_reward/100_episodes = -509.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-12 13:43:26
Episode no = 2700; won: False; iter_time_steps = 11; Q(s,a) = -13.537372479289118; score = -510.0; mean_score/100_episodes = -510.1; reward = -510.0; mean_reward/100_episodes = -510.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-12 13:46:36
Episode no = 2800; won: False; iter_time_steps = 9; Q(s,a) = -13.933869013989902; score = -508.0; mean_score/100_episodes = -509.36; reward = -508.0; mean_reward/100_episodes = -509.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-12 13:46:43
Episode no = 2900; won: False; iter_time_steps = 22; Q(s,a) = -14.32791430190085; score = -521.0; mean_score/100_episodes = -510.14; reward = -521.0; mean_reward/100_episodes = -510.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-12 13:46:51
Episode no = 3000; won: False; iter_time_steps = 6; Q(s,a) = -14.635405570031894; score = -505.0; mean_score/100_episodes = -509.82; reward = -505.0; mean_reward/100_episodes = -509.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-12 13:46:58
Episode no = 3100; won: False; iter_time_steps = 9; Q(s,a) = -14.989442440033548; score = -508.0; mean_score/100_episodes = -510.57; reward = -508.0; mean_reward/100_episodes = -510.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-12 13:47:07
Episode no = 3200; won: False; iter_time_steps = 14; Q(s,a) = -15.337853281697686; score = -513.0; mean_score/100_episodes = -509.79; reward = -513.0; mean_reward/100_episodes = -509.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-12 13:47:15
Episode no = 3300; won: False; iter_time_steps = 8; Q(s,a) = -15.623546322260486; score = -507.0; mean_score/100_episodes = -510.6; reward = -507.0; mean_reward/100_episodes = -510.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-12 13:47:24
Episode no = 3400; won: False; iter_time_steps = 10; Q(s,a) = -15.90719297769821; score = -509.0; mean_score/100_episodes = -510.64; reward = -509.0; mean_reward/100_episodes = -510.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-12 13:47:32
Episode no = 3500; won: False; iter_time_steps = 10; Q(s,a) = -16.13688924053383; score = -509.0; mean_score/100_episodes = -511.17; reward = -509.0; mean_reward/100_episodes = -511.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-12 13:47:43
Episode no = 3600; won: False; iter_time_steps = 11; Q(s,a) = -16.420156921412715; score = -510.0; mean_score/100_episodes = -509.75; reward = -510.0; mean_reward/100_episodes = -509.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-12 13:47:52
Episode no = 3700; won: False; iter_time_steps = 8; Q(s,a) = -16.508201830769703; score = -507.0; mean_score/100_episodes = -510.57; reward = -507.0; mean_reward/100_episodes = -510.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-12 13:48:03
Episode no = 3800; won: False; iter_time_steps = 8; Q(s,a) = -16.72534470775255; score = -507.0; mean_score/100_episodes = -510.52; reward = -507.0; mean_reward/100_episodes = -510.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-12 13:48:13
Episode no = 3900; won: False; iter_time_steps = 22; Q(s,a) = -16.749259717417424; score = -521.0; mean_score/100_episodes = -509.84; reward = -521.0; mean_reward/100_episodes = -509.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-12 13:48:22
Episode no = 4000; won: False; iter_time_steps = 15; Q(s,a) = -17.011447136472402; score = -504.0; mean_score/100_episodes = -510.01; reward = -503.0; mean_reward/100_episodes = -509.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-12 13:48:32
Episode no = 4100; won: False; iter_time_steps = 8; Q(s,a) = -17.45778787907504; score = -507.0; mean_score/100_episodes = -509.1; reward = -507.0; mean_reward/100_episodes = -508.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-12 13:48:41
Episode no = 4200; won: False; iter_time_steps = 9; Q(s,a) = -17.491337264671284; score = -508.0; mean_score/100_episodes = -508.38; reward = -508.0; mean_reward/100_episodes = -508.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-12 13:48:48
Episode no = 4300; won: False; iter_time_steps = 6; Q(s,a) = -17.73197410931955; score = -505.0; mean_score/100_episodes = -508.25; reward = -505.0; mean_reward/100_episodes = -508.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-12 13:48:57
Episode no = 4400; won: False; iter_time_steps = 9; Q(s,a) = -17.8574730594396; score = -508.0; mean_score/100_episodes = -507.91; reward = -508.0; mean_reward/100_episodes = -507.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-12 13:49:07
Episode no = 4500; won: False; iter_time_steps = 15; Q(s,a) = -17.651327803735327; score = -504.0; mean_score/100_episodes = -507.45; reward = -503.0; mean_reward/100_episodes = -507.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-12 13:49:16
Episode no = 4600; won: False; iter_time_steps = 15; Q(s,a) = -17.804299851879478; score = -504.0; mean_score/100_episodes = -507.44; reward = -503.0; mean_reward/100_episodes = -507.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-12 13:49:23
Episode no = 4700; won: False; iter_time_steps = 8; Q(s,a) = -18.097929363706086; score = -507.0; mean_score/100_episodes = -506.84; reward = -507.0; mean_reward/100_episodes = -506.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-12 13:49:32
Episode no = 4800; won: False; iter_time_steps = 5; Q(s,a) = -18.838443190765368; score = -504.0; mean_score/100_episodes = -508.6; reward = -504.0; mean_reward/100_episodes = -508.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-12 13:49:41
Episode no = 4900; won: False; iter_time_steps = 11; Q(s,a) = -18.261792104022323; score = -510.0; mean_score/100_episodes = -509.67; reward = -510.0; mean_reward/100_episodes = -509.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-12 13:49:48
Episode no = 5000; won: False; iter_time_steps = 13; Q(s,a) = -18.159547722749362; score = -512.0; mean_score/100_episodes = -509.77; reward = -512.0; mean_reward/100_episodes = -509.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-12 13:49:56
Episode no = 5100; won: False; iter_time_steps = 10; Q(s,a) = -18.42942742850478; score = -509.0; mean_score/100_episodes = -510.25; reward = -509.0; mean_reward/100_episodes = -510.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-12 13:50:03
Episode no = 5200; won: False; iter_time_steps = 13; Q(s,a) = -18.50272030606463; score = -512.0; mean_score/100_episodes = -510.56; reward = -512.0; mean_reward/100_episodes = -510.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-12 13:50:11
Episode no = 5300; won: False; iter_time_steps = 12; Q(s,a) = -18.363809912892037; score = -511.0; mean_score/100_episodes = -510.72; reward = -511.0; mean_reward/100_episodes = -510.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-12 13:50:19
Episode no = 5400; won: False; iter_time_steps = 13; Q(s,a) = -18.20865344424241; score = -512.0; mean_score/100_episodes = -510.82; reward = -512.0; mean_reward/100_episodes = -510.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-12 13:50:27
Episode no = 5500; won: False; iter_time_steps = 24; Q(s,a) = -18.374667372700188; score = -523.0; mean_score/100_episodes = -509.63; reward = -523.0; mean_reward/100_episodes = -509.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-12 13:50:34
Episode no = 5600; won: False; iter_time_steps = 12; Q(s,a) = -18.80314642316941; score = -511.0; mean_score/100_episodes = -509.99; reward = -511.0; mean_reward/100_episodes = -509.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-12 13:50:41
Episode no = 5700; won: False; iter_time_steps = 11; Q(s,a) = -18.67494576476531; score = -510.0; mean_score/100_episodes = -509.88; reward = -510.0; mean_reward/100_episodes = -509.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-12 13:50:48
Episode no = 5800; won: False; iter_time_steps = 9; Q(s,a) = -18.733566783545946; score = -508.0; mean_score/100_episodes = -511.43; reward = -508.0; mean_reward/100_episodes = -511.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-12 13:50:56
Episode no = 5900; won: False; iter_time_steps = 15; Q(s,a) = -18.311471772081596; score = -504.0; mean_score/100_episodes = -508.93; reward = -492.0; mean_reward/100_episodes = -508.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-12 13:51:04
Episode no = 6000; won: False; iter_time_steps = 22; Q(s,a) = -18.46670822590525; score = -521.0; mean_score/100_episodes = -509.75; reward = -521.0; mean_reward/100_episodes = -509.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-12 13:51:11
Episode no = 6100; won: False; iter_time_steps = 12; Q(s,a) = -18.528541000498915; score = -511.0; mean_score/100_episodes = -509.1; reward = -511.0; mean_reward/100_episodes = -508.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-12 13:51:18
Episode no = 6200; won: False; iter_time_steps = 10; Q(s,a) = -18.82726254688034; score = -509.0; mean_score/100_episodes = -510.78; reward = -509.0; mean_reward/100_episodes = -510.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-12 13:51:25
Episode no = 6300; won: False; iter_time_steps = 17; Q(s,a) = -18.791959318856957; score = -516.0; mean_score/100_episodes = -510.79; reward = -516.0; mean_reward/100_episodes = -510.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-12 13:51:33
Episode no = 6400; won: False; iter_time_steps = 9; Q(s,a) = -19.085571722659644; score = -508.0; mean_score/100_episodes = -510.45; reward = -508.0; mean_reward/100_episodes = -510.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-12 13:51:42
Episode no = 6500; won: False; iter_time_steps = 10; Q(s,a) = -18.841606270581725; score = -509.0; mean_score/100_episodes = -510.38; reward = -509.0; mean_reward/100_episodes = -510.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-12 13:51:49
Episode no = 6600; won: False; iter_time_steps = 15; Q(s,a) = -18.588646739312367; score = -504.0; mean_score/100_episodes = -510.66; reward = -503.0; mean_reward/100_episodes = -510.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-12 13:51:57
Episode no = 6700; won: False; iter_time_steps = 13; Q(s,a) = -19.260789998639957; score = -512.0; mean_score/100_episodes = -510.04; reward = -512.0; mean_reward/100_episodes = -509.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-12 13:52:04
Episode no = 6800; won: False; iter_time_steps = 8; Q(s,a) = -19.42159808910345; score = -507.0; mean_score/100_episodes = -511.67; reward = -507.0; mean_reward/100_episodes = -511.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:52:13
Episode no = 6900; won: False; iter_time_steps = 10; Q(s,a) = -18.796526871042637; score = -509.0; mean_score/100_episodes = -509.82; reward = -509.0; mean_reward/100_episodes = -509.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:52:20
Episode no = 7000; won: False; iter_time_steps = 6; Q(s,a) = -18.821923273018214; score = -505.0; mean_score/100_episodes = -499.57; reward = -505.0; mean_reward/100_episodes = -503.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-12 13:52:27
Episode no = 7100; won: False; iter_time_steps = 14; Q(s,a) = -18.92185550965108; score = -503.0; mean_score/100_episodes = -509.65; reward = -502.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:52:35
Episode no = 7200; won: False; iter_time_steps = 14; Q(s,a) = -19.142338791854353; score = -513.0; mean_score/100_episodes = -500.42; reward = -513.0; mean_reward/100_episodes = -504.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-12 13:52:43
Episode no = 7300; won: False; iter_time_steps = 27; Q(s,a) = -18.325739938522414; score = -526.0; mean_score/100_episodes = -509.34; reward = -526.0; mean_reward/100_episodes = -509.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:52:51
Episode no = 7400; won: False; iter_time_steps = 21; Q(s,a) = -19.048504540441865; score = -520.0; mean_score/100_episodes = -510.71; reward = -520.0; mean_reward/100_episodes = -510.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:52:59
Episode no = 7500; won: False; iter_time_steps = 32; Q(s,a) = -18.746900119898477; score = -531.0; mean_score/100_episodes = -511.08; reward = -531.0; mean_reward/100_episodes = -510.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:09
Episode no = 7600; won: False; iter_time_steps = 9; Q(s,a) = -19.78278448660088; score = -508.0; mean_score/100_episodes = -512.57; reward = -508.0; mean_reward/100_episodes = -511.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:21
Episode no = 7700; won: False; iter_time_steps = 11; Q(s,a) = -18.613899733516284; score = -510.0; mean_score/100_episodes = -512.17; reward = -510.0; mean_reward/100_episodes = -512.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:31
Episode no = 7800; won: False; iter_time_steps = 31; Q(s,a) = -18.1601231945388; score = -520.0; mean_score/100_episodes = -512.04; reward = -519.0; mean_reward/100_episodes = -511.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:42
Episode no = 7900; won: False; iter_time_steps = 12; Q(s,a) = -19.089653621996007; score = -511.0; mean_score/100_episodes = -512.48; reward = -511.0; mean_reward/100_episodes = -511.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:53
Episode no = 8000; won: False; iter_time_steps = 18; Q(s,a) = -17.584570945961076; score = -507.0; mean_score/100_episodes = -508.92; reward = -506.0; mean_reward/100_episodes = -508.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:54:04
Episode no = 8100; won: False; iter_time_steps = 14; Q(s,a) = -17.15105669451004; score = -503.0; mean_score/100_episodes = -507.26; reward = -502.0; mean_reward/100_episodes = -506.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:54:14
