Episode no = 100; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -508.69; reward = -506.0; mean_reward/100_episodes = -508.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-15 08:46:25
Episode no = 3600; won: False; iter_time_steps = 6; Q(s,a) = -16.676852122247375; score = -505.0; mean_score/100_episodes = -509.9; reward = -505.0; mean_reward/100_episodes = -509.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-15 08:51:03
Episode no = 3700; won: False; iter_time_steps = 8; Q(s,a) = -16.58193635238061; score = -507.0; mean_score/100_episodes = -510.68; reward = -507.0; mean_reward/100_episodes = -510.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-15 08:51:12
Episode no = 3800; won: False; iter_time_steps = 10; Q(s,a) = -17.874278728339384; score = -509.0; mean_score/100_episodes = -510.14; reward = -509.0; mean_reward/100_episodes = -510.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-15 08:51:21
Episode no = 3900; won: False; iter_time_steps = 10; Q(s,a) = -16.979514340977477; score = -509.0; mean_score/100_episodes = -510.72; reward = -509.0; mean_reward/100_episodes = -510.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-15 08:51:29
Episode no = 4000; won: False; iter_time_steps = 5; Q(s,a) = -17.27438861461067; score = -504.0; mean_score/100_episodes = -510.42; reward = -504.0; mean_reward/100_episodes = -510.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-15 08:51:39
Episode no = 4100; won: False; iter_time_steps = 7; Q(s,a) = -17.929555767773145; score = -506.0; mean_score/100_episodes = -510.31; reward = -506.0; mean_reward/100_episodes = -510.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-15 08:51:49
Episode no = 4200; won: False; iter_time_steps = 14; Q(s,a) = -17.02935296347514; score = -513.0; mean_score/100_episodes = -510.56; reward = -513.0; mean_reward/100_episodes = -510.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-15 08:51:58
Episode no = 4300; won: False; iter_time_steps = 20; Q(s,a) = -17.107012443831003; score = -519.0; mean_score/100_episodes = -510.7; reward = -519.0; mean_reward/100_episodes = -510.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-15 08:52:07
Episode no = 4400; won: False; iter_time_steps = 6; Q(s,a) = -17.98291472212545; score = -505.0; mean_score/100_episodes = -510.32; reward = -505.0; mean_reward/100_episodes = -509.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-15 08:52:18
Episode no = 4500; won: False; iter_time_steps = 10; Q(s,a) = -17.40189988749973; score = -509.0; mean_score/100_episodes = -510.1; reward = -509.0; mean_reward/100_episodes = -510.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-15 08:52:27
Episode no = 4600; won: False; iter_time_steps = 12; Q(s,a) = -17.419135379776943; score = -511.0; mean_score/100_episodes = -510.4; reward = -511.0; mean_reward/100_episodes = -510.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-15 08:52:36
Episode no = 4700; won: False; iter_time_steps = 11; Q(s,a) = -18.281942007130038; score = -510.0; mean_score/100_episodes = -510.72; reward = -510.0; mean_reward/100_episodes = -510.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-15 08:52:46
Episode no = 4800; won: False; iter_time_steps = 7; Q(s,a) = -18.727594110007367; score = -506.0; mean_score/100_episodes = -509.3; reward = -506.0; mean_reward/100_episodes = -508.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-15 08:52:54
Episode no = 4900; won: False; iter_time_steps = 6; Q(s,a) = -18.714352082025158; score = -505.0; mean_score/100_episodes = -509.69; reward = -505.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-15 08:53:03
Episode no = 5000; won: False; iter_time_steps = 22; Q(s,a) = -18.75283269928889; score = -521.0; mean_score/100_episodes = -510.97; reward = -521.0; mean_reward/100_episodes = -510.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-15 08:53:13
Episode no = 5100; won: False; iter_time_steps = 13; Q(s,a) = -17.720150919230576; score = -512.0; mean_score/100_episodes = -511.04; reward = -512.0; mean_reward/100_episodes = -510.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-15 08:53:23
Episode no = 5200; won: False; iter_time_steps = 52; Q(s,a) = -18.258029921852717; score = -541.0; mean_score/100_episodes = -511.46; reward = -540.0; mean_reward/100_episodes = -511.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-15 08:53:33
Episode no = 5300; won: False; iter_time_steps = 9; Q(s,a) = -18.786031017520994; score = -508.0; mean_score/100_episodes = -511.28; reward = -508.0; mean_reward/100_episodes = -511.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-15 08:53:43
Episode no = 5400; won: False; iter_time_steps = 11; Q(s,a) = -19.06254053828893; score = -510.0; mean_score/100_episodes = -512.31; reward = -510.0; mean_reward/100_episodes = -511.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-15 08:53:54
Episode no = 5500; won: False; iter_time_steps = 7; Q(s,a) = -19.008356422709817; score = -506.0; mean_score/100_episodes = -503.7; reward = -506.0; mean_reward/100_episodes = -507.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.01, 2024-12-15 08:54:07
Episode no = 5600; won: False; iter_time_steps = 13; Q(s,a) = -18.620323678844102; score = -512.0; mean_score/100_episodes = -503.97; reward = -512.0; mean_reward/100_episodes = -507.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.01, 2024-12-15 08:54:21
Episode no = 5700; won: False; iter_time_steps = 12; Q(s,a) = -18.869688250559793; score = -511.0; mean_score/100_episodes = -502.62; reward = -511.0; mean_reward/100_episodes = -506.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.01, 2024-12-15 08:54:33
Episode no = 5800; won: True; iter_time_steps = 32; Q(s,a) = -18.408354384048444; score = 489.0; mean_score/100_episodes = -492.33; reward = 80.0; mean_reward/100_episodes = -499.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.02, 2024-12-15 08:54:46
Episode no = 5900; won: False; iter_time_steps = 9; Q(s,a) = -19.14876082236947; score = -508.0; mean_score/100_episodes = -503.35; reward = -508.0; mean_reward/100_episodes = -506.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.01, 2024-12-15 08:55:01
Episode no = 6000; won: False; iter_time_steps = 9; Q(s,a) = -18.99230314042439; score = -508.0; mean_score/100_episodes = -503.93; reward = -508.0; mean_reward/100_episodes = -507.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.01, 2024-12-15 08:55:15
Episode no = 6100; won: False; iter_time_steps = 6; Q(s,a) = -19.995442494826214; score = -505.0; mean_score/100_episodes = -502.68; reward = -505.0; mean_reward/100_episodes = -505.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.01, 2024-12-15 08:55:29
Episode no = 6200; won: False; iter_time_steps = 20; Q(s,a) = -17.40997624031519; score = -509.0; mean_score/100_episodes = -511.29; reward = -508.0; mean_reward/100_episodes = -509.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-15 08:55:42
Episode no = 6300; won: False; iter_time_steps = 6; Q(s,a) = -18.446370323139394; score = -505.0; mean_score/100_episodes = -471.82; reward = -505.0; mean_reward/100_episodes = -487.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.04, 2024-12-15 08:55:57
Episode no = 6400; won: False; iter_time_steps = 6; Q(s,a) = -19.139835701304147; score = -505.0; mean_score/100_episodes = -510.11; reward = -505.0; mean_reward/100_episodes = -509.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-15 08:56:09
Episode no = 6500; won: False; iter_time_steps = 8; Q(s,a) = -17.943708442023425; score = -507.0; mean_score/100_episodes = -508.88; reward = -507.0; mean_reward/100_episodes = -508.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-15 08:56:20
Episode no = 6600; won: False; iter_time_steps = 14; Q(s,a) = -17.61317775412079; score = -503.0; mean_score/100_episodes = -501.75; reward = -502.0; mean_reward/100_episodes = -504.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.01, 2024-12-15 08:56:37
Episode no = 6700; won: False; iter_time_steps = 15; Q(s,a) = -17.556942200871784; score = -504.0; mean_score/100_episodes = -509.25; reward = -492.0; mean_reward/100_episodes = -508.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-15 08:56:51
Episode no = 6800; won: False; iter_time_steps = 19; Q(s,a) = -15.036844328766994; score = -508.0; mean_score/100_episodes = -509.25; reward = -507.0; mean_reward/100_episodes = -508.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 08:57:05
Episode no = 6900; won: False; iter_time_steps = 16; Q(s,a) = -14.50673277259257; score = -505.0; mean_score/100_episodes = -491.32; reward = -504.0; mean_reward/100_episodes = -498.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-15 08:57:22
Episode no = 7000; won: False; iter_time_steps = 15; Q(s,a) = -15.816906063216496; score = -504.0; mean_score/100_episodes = -480.11; reward = -503.0; mean_reward/100_episodes = -491.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-15 08:57:38
Episode no = 7100; won: False; iter_time_steps = 15; Q(s,a) = -13.51934539661566; score = -504.0; mean_score/100_episodes = -501.75; reward = -503.0; mean_reward/100_episodes = -504.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-15 08:57:58
Episode no = 7200; won: False; iter_time_steps = 15; Q(s,a) = -12.063688550723924; score = -504.0; mean_score/100_episodes = -471.06; reward = -503.0; mean_reward/100_episodes = -485.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.04, 2024-12-15 08:58:15
Episode no = 7300; won: False; iter_time_steps = 16; Q(s,a) = -6.63523529874557; score = -505.0; mean_score/100_episodes = -483.32; reward = -504.0; mean_reward/100_episodes = -493.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-15 08:58:34
Episode no = 7400; won: False; iter_time_steps = 31; Q(s,a) = -9.677129989703232; score = -520.0; mean_score/100_episodes = -453.43; reward = -519.0; mean_reward/100_episodes = -476.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.06, 2024-12-15 08:58:55
Episode no = 7500; won: False; iter_time_steps = 47; Q(s,a) = -8.515376176220315; score = -536.0; mean_score/100_episodes = -412.93; reward = -535.0; mean_reward/100_episodes = -451.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.1, 2024-12-15 08:59:15
Episode no = 7600; won: False; iter_time_steps = 31; Q(s,a) = -6.986850716582035; score = -520.0; mean_score/100_episodes = -351.86; reward = -519.0; mean_reward/100_episodes = -414.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.16, 2024-12-15 08:59:34
Episode no = 7700; won: True; iter_time_steps = 22; Q(s,a) = -3.288205395868273; score = 499.0; mean_score/100_episodes = -363.35; reward = 90.0; mean_reward/100_episodes = -421.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-15 08:59:53
Episode no = 7800; won: False; iter_time_steps = 10; Q(s,a) = -9.189392368069258; score = -509.0; mean_score/100_episodes = -334.31; reward = -509.0; mean_reward/100_episodes = -406.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-15 09:00:12
Episode no = 7900; won: False; iter_time_steps = 29; Q(s,a) = -5.26966550050747; score = -518.0; mean_score/100_episodes = -381.49; reward = -517.0; mean_reward/100_episodes = -432.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.13, 2024-12-15 09:00:29
Episode no = 8000; won: False; iter_time_steps = 23; Q(s,a) = -2.257689109715162; score = -512.0; mean_score/100_episodes = -280.59; reward = -511.0; mean_reward/100_episodes = -372.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.23, 2024-12-15 09:00:47
Episode no = 8100; won: True; iter_time_steps = 26; Q(s,a) = -2.4804618851778115; score = 495.0; mean_score/100_episodes = -252.04; reward = 86.0; mean_reward/100_episodes = -355.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.26, 2024-12-15 09:01:06
