Episode no = 100; won: False; iter_time_steps = 9; Q(s,a) = nan; score = -508.0; mean_score/100_episodes = -509.13; reward = -508.0; mean_reward/100_episodes = -509.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-20 09:22:08
Episode no = 1200; won: False; iter_time_steps = 6; Q(s,a) = -176.7058551443511; score = -505.0; mean_score/100_episodes = -509.8; reward = -505.0; mean_reward/100_episodes = -509.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.84, win percentage = 0.0, 2024-12-20 09:23:35
Episode no = 1300; won: False; iter_time_steps = 9; Q(s,a) = -9.18546243038591; score = -508.0; mean_score/100_episodes = -509.7; reward = -508.0; mean_reward/100_episodes = -509.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8266666666666667, win percentage = 0.0, 2024-12-20 09:23:43
Episode no = 1400; won: False; iter_time_steps = 18; Q(s,a) = nan; score = -517.0; mean_score/100_episodes = -509.09; reward = -517.0; mean_reward/100_episodes = -509.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8133333333333334, win percentage = 0.0, 2024-12-20 09:23:51
Episode no = 1500; won: False; iter_time_steps = 17; Q(s,a) = -5.498307765208453; score = -506.0; mean_score/100_episodes = -508.42; reward = -505.0; mean_reward/100_episodes = -508.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8, win percentage = 0.0, 2024-12-20 09:23:58
Episode no = 1600; won: False; iter_time_steps = 6; Q(s,a) = -8.773598905504128; score = -505.0; mean_score/100_episodes = -508.35; reward = -505.0; mean_reward/100_episodes = -508.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7866666666666666, win percentage = 0.0, 2024-12-20 09:24:06
Episode no = 1700; won: False; iter_time_steps = 16; Q(s,a) = -0.10550247166696834; score = -505.0; mean_score/100_episodes = -507.56; reward = -504.0; mean_reward/100_episodes = -507.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7733333333333333, win percentage = 0.0, 2024-12-20 09:24:14
Episode no = 1800; won: False; iter_time_steps = 19; Q(s,a) = 1.5980779764245698; score = -508.0; mean_score/100_episodes = -507.99; reward = -507.0; mean_reward/100_episodes = -507.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.76, win percentage = 0.0, 2024-12-20 09:24:22
Episode no = 1900; won: False; iter_time_steps = 6; Q(s,a) = -4.813530116467859; score = -505.0; mean_score/100_episodes = -497.58; reward = -505.0; mean_reward/100_episodes = -501.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7466666666666666, win percentage = 0.01, 2024-12-20 09:24:29
Episode no = 2000; won: False; iter_time_steps = 15; Q(s,a) = -6.371650141882763; score = -514.0; mean_score/100_episodes = -508.01; reward = -514.0; mean_reward/100_episodes = -507.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-12-20 09:24:37
Episode no = 2100; won: False; iter_time_steps = 8; Q(s,a) = -6.3278101591395925; score = -507.0; mean_score/100_episodes = -507.41; reward = -507.0; mean_reward/100_episodes = -507.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.0, 2024-12-20 09:24:45
Episode no = 2200; won: False; iter_time_steps = 15; Q(s,a) = 2.183037314622431; score = -504.0; mean_score/100_episodes = -507.05; reward = -492.0; mean_reward/100_episodes = -506.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-20 09:24:53
Episode no = 2300; won: False; iter_time_steps = 8; Q(s,a) = -4.088695507615511; score = -507.0; mean_score/100_episodes = -507.01; reward = -507.0; mean_reward/100_episodes = -506.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-20 09:25:02
Episode no = 2400; won: False; iter_time_steps = 17; Q(s,a) = 0.386779508960948; score = -516.0; mean_score/100_episodes = -507.23; reward = -516.0; mean_reward/100_episodes = -506.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-20 09:25:10
Episode no = 2500; won: False; iter_time_steps = 8; Q(s,a) = -0.9008287068788884; score = -507.0; mean_score/100_episodes = -507.38; reward = -507.0; mean_reward/100_episodes = -507.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-20 09:25:17
Episode no = 2600; won: False; iter_time_steps = 10; Q(s,a) = -3.3598760115825423; score = -509.0; mean_score/100_episodes = -507.87; reward = -509.0; mean_reward/100_episodes = -507.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-20 09:25:25
Episode no = 2700; won: False; iter_time_steps = 7; Q(s,a) = -3.039691783780655; score = -506.0; mean_score/100_episodes = -507.0; reward = -506.0; mean_reward/100_episodes = -506.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-20 09:25:32
Episode no = 2800; won: False; iter_time_steps = 13; Q(s,a) = -2.3015379293523073; score = -512.0; mean_score/100_episodes = -506.88; reward = -512.0; mean_reward/100_episodes = -506.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-20 09:25:41
Episode no = 2900; won: False; iter_time_steps = 5; Q(s,a) = -0.6363594485229174; score = -504.0; mean_score/100_episodes = -507.28; reward = -504.0; mean_reward/100_episodes = -507.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-20 09:25:49
Episode no = 3000; won: False; iter_time_steps = 6; Q(s,a) = -3.1260748438137194; score = -505.0; mean_score/100_episodes = -506.41; reward = -505.0; mean_reward/100_episodes = -505.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-20 09:25:57
Episode no = 3100; won: False; iter_time_steps = 17; Q(s,a) = 1.702408396147852; score = -516.0; mean_score/100_episodes = -506.44; reward = -516.0; mean_reward/100_episodes = -506.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-20 09:26:05
Episode no = 3200; won: False; iter_time_steps = 6; Q(s,a) = -2.6702255683445446; score = -505.0; mean_score/100_episodes = -507.01; reward = -505.0; mean_reward/100_episodes = -506.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-20 09:26:16
Episode no = 3300; won: False; iter_time_steps = 15; Q(s,a) = 6.355674877494506; score = -504.0; mean_score/100_episodes = -506.5; reward = -503.0; mean_reward/100_episodes = -506.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-20 09:26:24
Episode no = 3400; won: False; iter_time_steps = 16; Q(s,a) = 6.308508869061336; score = -505.0; mean_score/100_episodes = -506.93; reward = -504.0; mean_reward/100_episodes = -506.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-20 09:26:33
Episode no = 3500; won: False; iter_time_steps = 6; Q(s,a) = 1.1467431232694874; score = -505.0; mean_score/100_episodes = -506.47; reward = -505.0; mean_reward/100_episodes = -506.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-20 09:26:42
Episode no = 3600; won: False; iter_time_steps = 16; Q(s,a) = 4.862335346086923; score = -505.0; mean_score/100_episodes = -506.58; reward = -504.0; mean_reward/100_episodes = -506.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-20 09:26:51
Episode no = 3700; won: False; iter_time_steps = 17; Q(s,a) = 6.2572202485414214; score = -506.0; mean_score/100_episodes = -506.58; reward = -505.0; mean_reward/100_episodes = -505.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-20 09:27:00
Episode no = 3800; won: False; iter_time_steps = 14; Q(s,a) = 4.878929156998076; score = -503.0; mean_score/100_episodes = -505.61; reward = -502.0; mean_reward/100_episodes = -505.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-20 09:27:08
Episode no = 3900; won: False; iter_time_steps = 16; Q(s,a) = 6.107500364418407; score = -505.0; mean_score/100_episodes = -506.45; reward = -504.0; mean_reward/100_episodes = -505.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-20 09:27:17
Episode no = 4000; won: False; iter_time_steps = 6; Q(s,a) = 2.018566765770478; score = -505.0; mean_score/100_episodes = -505.99; reward = -505.0; mean_reward/100_episodes = -505.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-20 09:27:26
Episode no = 4100; won: False; iter_time_steps = 6; Q(s,a) = 2.191643869578999; score = -505.0; mean_score/100_episodes = -506.02; reward = -505.0; mean_reward/100_episodes = -505.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-20 09:27:36
Episode no = 4200; won: False; iter_time_steps = 13; Q(s,a) = 5.901328360135198; score = -502.0; mean_score/100_episodes = -506.03; reward = -501.0; mean_reward/100_episodes = -505.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-20 09:27:45
Episode no = 4300; won: False; iter_time_steps = 5; Q(s,a) = 3.993327627903809; score = -504.0; mean_score/100_episodes = -505.76; reward = -504.0; mean_reward/100_episodes = -505.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-20 09:27:53
Episode no = 4400; won: False; iter_time_steps = 5; Q(s,a) = 4.271379071358349; score = -504.0; mean_score/100_episodes = -505.83; reward = -504.0; mean_reward/100_episodes = -505.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-20 09:28:02
Episode no = 4500; won: False; iter_time_steps = 13; Q(s,a) = 7.184066048059518; score = -502.0; mean_score/100_episodes = -505.91; reward = -501.0; mean_reward/100_episodes = -505.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-20 09:28:11
Episode no = 4600; won: False; iter_time_steps = 5; Q(s,a) = 4.385137199467348; score = -504.0; mean_score/100_episodes = -505.67; reward = -504.0; mean_reward/100_episodes = -505.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-20 09:28:21
Episode no = 4700; won: False; iter_time_steps = 22; Q(s,a) = 6.711261594207044; score = -511.0; mean_score/100_episodes = -495.57; reward = -510.0; mean_reward/100_episodes = -499.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.01, 2024-12-20 09:28:29
Episode no = 4800; won: False; iter_time_steps = 6; Q(s,a) = 2.557295589608679; score = -505.0; mean_score/100_episodes = -506.35; reward = -505.0; mean_reward/100_episodes = -505.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-20 09:28:39
Episode no = 4900; won: False; iter_time_steps = 6; Q(s,a) = 3.705562420040132; score = -505.0; mean_score/100_episodes = -505.58; reward = -505.0; mean_reward/100_episodes = -505.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-20 09:28:47
Episode no = 5000; won: False; iter_time_steps = 17; Q(s,a) = 5.755770536860063; score = -506.0; mean_score/100_episodes = -505.63; reward = -505.0; mean_reward/100_episodes = -505.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-20 09:28:56
Episode no = 5100; won: False; iter_time_steps = 15; Q(s,a) = 5.343929504271504; score = -504.0; mean_score/100_episodes = -505.29; reward = -503.0; mean_reward/100_episodes = -504.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-20 09:29:05
Episode no = 5200; won: False; iter_time_steps = 5; Q(s,a) = 3.1148939039477725; score = -504.0; mean_score/100_episodes = -505.65; reward = -504.0; mean_reward/100_episodes = -505.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-20 09:29:14
Episode no = 5300; won: False; iter_time_steps = 15; Q(s,a) = 4.421270298309051; score = -504.0; mean_score/100_episodes = -505.66; reward = -503.0; mean_reward/100_episodes = -505.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-20 09:29:23
Episode no = 5400; won: False; iter_time_steps = 11; Q(s,a) = -6.182504931380506; score = -510.0; mean_score/100_episodes = -506.83; reward = -510.0; mean_reward/100_episodes = -506.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-20 09:29:34
Episode no = 5500; won: False; iter_time_steps = 6; Q(s,a) = 0.6317360048152126; score = -505.0; mean_score/100_episodes = -505.01; reward = -505.0; mean_reward/100_episodes = -504.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-20 09:29:43
Episode no = 5600; won: False; iter_time_steps = 15; Q(s,a) = 2.454865167106891; score = -504.0; mean_score/100_episodes = -505.73; reward = -503.0; mean_reward/100_episodes = -505.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-20 09:29:53
Episode no = 5700; won: False; iter_time_steps = 20; Q(s,a) = 3.192179580016649; score = -509.0; mean_score/100_episodes = -505.49; reward = -508.0; mean_reward/100_episodes = -504.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-20 09:30:01
Episode no = 5800; won: False; iter_time_steps = 15; Q(s,a) = 2.56413862009757; score = -504.0; mean_score/100_episodes = -505.51; reward = -503.0; mean_reward/100_episodes = -504.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-20 09:30:10
Episode no = 5900; won: False; iter_time_steps = 5; Q(s,a) = 0.3191336102209726; score = -504.0; mean_score/100_episodes = -505.7; reward = -504.0; mean_reward/100_episodes = -505.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-20 09:30:20
Episode no = 6000; won: False; iter_time_steps = 14; Q(s,a) = 1.3496321815187682; score = -503.0; mean_score/100_episodes = -506.03; reward = -502.0; mean_reward/100_episodes = -505.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-20 09:30:31
Episode no = 6100; won: False; iter_time_steps = 14; Q(s,a) = 0.22673164412206492; score = -513.0; mean_score/100_episodes = -506.63; reward = -513.0; mean_reward/100_episodes = -506.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-20 09:30:41
Episode no = 6200; won: False; iter_time_steps = 7; Q(s,a) = -1.663789621739843; score = -506.0; mean_score/100_episodes = -506.15; reward = -506.0; mean_reward/100_episodes = -505.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-20 09:30:51
Episode no = 6300; won: False; iter_time_steps = 5; Q(s,a) = -1.8408225177186988; score = -504.0; mean_score/100_episodes = -496.09; reward = -504.0; mean_reward/100_episodes = -499.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.01, 2024-12-20 09:31:01
Episode no = 6400; won: False; iter_time_steps = 5; Q(s,a) = -1.9824077267373748; score = -504.0; mean_score/100_episodes = -507.59; reward = -504.0; mean_reward/100_episodes = -507.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-20 09:31:11
Episode no = 6500; won: False; iter_time_steps = 11; Q(s,a) = -2.018557030713333; score = -510.0; mean_score/100_episodes = -508.49; reward = -510.0; mean_reward/100_episodes = -507.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-20 09:31:23
Episode no = 6600; won: False; iter_time_steps = 17; Q(s,a) = 0.001737945141262607; score = -506.0; mean_score/100_episodes = -501.82; reward = -505.0; mean_reward/100_episodes = -505.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.01, 2024-12-20 09:31:39
Episode no = 6700; won: False; iter_time_steps = 27; Q(s,a) = -0.4512532330881844; score = -516.0; mean_score/100_episodes = -490.72; reward = -515.0; mean_reward/100_episodes = -498.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.02, 2024-12-20 09:31:54
Episode no = 6800; won: False; iter_time_steps = 11; Q(s,a) = -2.790635728374265; score = -510.0; mean_score/100_episodes = -508.51; reward = -510.0; mean_reward/100_episodes = -508.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:32:06
Episode no = 6900; won: False; iter_time_steps = 13; Q(s,a) = -0.7649832697434314; score = -502.0; mean_score/100_episodes = -507.32; reward = -501.0; mean_reward/100_episodes = -506.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:32:16
Episode no = 7000; won: False; iter_time_steps = 8; Q(s,a) = -4.120398899158516; score = -507.0; mean_score/100_episodes = -509.19; reward = -507.0; mean_reward/100_episodes = -508.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:32:27
Episode no = 7100; won: False; iter_time_steps = 13; Q(s,a) = 0.06284806856387684; score = -502.0; mean_score/100_episodes = -506.94; reward = -501.0; mean_reward/100_episodes = -506.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:32:38
Episode no = 7200; won: False; iter_time_steps = 18; Q(s,a) = 0.6592936246246341; score = -507.0; mean_score/100_episodes = -507.37; reward = -506.0; mean_reward/100_episodes = -506.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:32:49
Episode no = 7300; won: False; iter_time_steps = 6; Q(s,a) = -2.8672993836917566; score = -505.0; mean_score/100_episodes = -507.38; reward = -505.0; mean_reward/100_episodes = -506.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:33:01
Episode no = 7400; won: False; iter_time_steps = 20; Q(s,a) = 2.807477703131837; score = -509.0; mean_score/100_episodes = -511.22; reward = -508.0; mean_reward/100_episodes = -510.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:33:16
Episode no = 7500; won: False; iter_time_steps = 22; Q(s,a) = 5.657659148659632; score = -511.0; mean_score/100_episodes = -500.88; reward = -510.0; mean_reward/100_episodes = -504.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 09:33:33
Episode no = 7600; won: False; iter_time_steps = 20; Q(s,a) = 6.915291587196783; score = -509.0; mean_score/100_episodes = -500.4; reward = -508.0; mean_reward/100_episodes = -504.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 09:33:48
Episode no = 7700; won: False; iter_time_steps = 21; Q(s,a) = 8.299155379980139; score = -510.0; mean_score/100_episodes = -481.16; reward = -509.0; mean_reward/100_episodes = -492.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-20 09:34:04
Episode no = 7800; won: False; iter_time_steps = 13; Q(s,a) = 9.53470111101059; score = -502.0; mean_score/100_episodes = -489.88; reward = -501.0; mean_reward/100_episodes = -497.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-20 09:34:18
Episode no = 7900; won: False; iter_time_steps = 15; Q(s,a) = 3.9890969238739955; score = -514.0; mean_score/100_episodes = -502.3; reward = -514.0; mean_reward/100_episodes = -505.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-20 09:34:35
Episode no = 8000; won: False; iter_time_steps = 35; Q(s,a) = 10.265798866421354; score = -524.0; mean_score/100_episodes = -510.66; reward = -523.0; mean_reward/100_episodes = -510.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 09:34:50
Episode no = 8100; won: False; iter_time_steps = 15; Q(s,a) = 6.698691135630846; score = -514.0; mean_score/100_episodes = -482.09; reward = -514.0; mean_reward/100_episodes = -493.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-20 09:35:08
