Episode no = 100; won: False; iter_time_steps = 10; Q(s,a) = nan; score = -509.0; mean_score/100_episodes = -509.46; reward = -509.0; mean_reward/100_episodes = -509.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-10 14:15:41
Episode no = 1900; won: False; iter_time_steps = 14; Q(s,a) = -10.28021653554238; score = -513.0; mean_score/100_episodes = -509.74; reward = -513.0; mean_reward/100_episodes = -509.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7466666666666666, win percentage = 0.0, 2024-12-10 14:18:39
Episode no = 2000; won: False; iter_time_steps = 6; Q(s,a) = -10.552120641981748; score = -505.0; mean_score/100_episodes = -510.0; reward = -505.0; mean_reward/100_episodes = -509.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-12-10 14:18:46
Episode no = 2100; won: False; iter_time_steps = 14; Q(s,a) = -11.385599253942363; score = -513.0; mean_score/100_episodes = -509.59; reward = -513.0; mean_reward/100_episodes = -509.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.0, 2024-12-10 14:18:53
Episode no = 2200; won: False; iter_time_steps = 17; Q(s,a) = -11.437966827207813; score = -516.0; mean_score/100_episodes = -509.22; reward = -516.0; mean_reward/100_episodes = -508.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-10 14:19:00
Episode no = 2300; won: False; iter_time_steps = 12; Q(s,a) = -11.912096680496; score = -511.0; mean_score/100_episodes = -509.71; reward = -511.0; mean_reward/100_episodes = -509.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-10 14:19:07
Episode no = 2400; won: False; iter_time_steps = 13; Q(s,a) = -12.926150254657765; score = -512.0; mean_score/100_episodes = -509.42; reward = -512.0; mean_reward/100_episodes = -509.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-10 14:19:14
Episode no = 2500; won: False; iter_time_steps = 8; Q(s,a) = -13.009307635696484; score = -507.0; mean_score/100_episodes = -509.43; reward = -507.0; mean_reward/100_episodes = -509.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-10 14:19:22
Episode no = 2600; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -509.25; reward = -506.0; mean_reward/100_episodes = -509.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-10 14:19:30
Episode no = 2700; won: False; iter_time_steps = 12; Q(s,a) = -13.552073655582353; score = -511.0; mean_score/100_episodes = -509.25; reward = -511.0; mean_reward/100_episodes = -509.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-10 14:19:36
Episode no = 2800; won: False; iter_time_steps = 16; Q(s,a) = -14.172976541016007; score = -505.0; mean_score/100_episodes = -510.07; reward = -504.0; mean_reward/100_episodes = -510.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-10 14:19:44
Episode no = 2900; won: False; iter_time_steps = 6; Q(s,a) = -14.6425545550871; score = -505.0; mean_score/100_episodes = -509.82; reward = -505.0; mean_reward/100_episodes = -509.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-10 14:19:52
Episode no = 3000; won: False; iter_time_steps = 16; Q(s,a) = -14.670636842451328; score = -515.0; mean_score/100_episodes = -509.48; reward = -515.0; mean_reward/100_episodes = -509.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-10 14:19:59
Episode no = 3100; won: False; iter_time_steps = 6; Q(s,a) = -14.99592198567298; score = -505.0; mean_score/100_episodes = -510.06; reward = -505.0; mean_reward/100_episodes = -510.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-10 14:20:06
Episode no = 3200; won: False; iter_time_steps = 8; Q(s,a) = -15.745440106400109; score = -507.0; mean_score/100_episodes = -509.73; reward = -507.0; mean_reward/100_episodes = -509.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-10 14:20:14
Episode no = 3300; won: False; iter_time_steps = 11; Q(s,a) = -15.839062544571647; score = -510.0; mean_score/100_episodes = -510.0; reward = -510.0; mean_reward/100_episodes = -509.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-10 14:20:22
Episode no = 3400; won: False; iter_time_steps = 16; Q(s,a) = -15.333074270628622; score = -505.0; mean_score/100_episodes = -510.12; reward = -504.0; mean_reward/100_episodes = -510.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-10 14:20:30
Episode no = 3500; won: False; iter_time_steps = 8; Q(s,a) = -16.51591124592525; score = -507.0; mean_score/100_episodes = -511.17; reward = -507.0; mean_reward/100_episodes = -511.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-10 14:20:38
Episode no = 3600; won: False; iter_time_steps = 10; Q(s,a) = -16.035930425353612; score = -509.0; mean_score/100_episodes = -509.67; reward = -509.0; mean_reward/100_episodes = -509.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-10 14:20:45
Episode no = 3700; won: False; iter_time_steps = 13; Q(s,a) = -16.31250656775149; score = -512.0; mean_score/100_episodes = -510.96; reward = -512.0; mean_reward/100_episodes = -510.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-10 14:20:54
Episode no = 3800; won: False; iter_time_steps = 10; Q(s,a) = -16.65221305789216; score = -509.0; mean_score/100_episodes = -510.09; reward = -509.0; mean_reward/100_episodes = -509.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-10 14:21:02
Episode no = 3900; won: False; iter_time_steps = 8; Q(s,a) = -16.93922559545054; score = -507.0; mean_score/100_episodes = -510.52; reward = -507.0; mean_reward/100_episodes = -510.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-10 14:21:11
Episode no = 4000; won: False; iter_time_steps = 10; Q(s,a) = -17.185223191986456; score = -509.0; mean_score/100_episodes = -511.1; reward = -509.0; mean_reward/100_episodes = -510.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-10 14:21:19
Episode no = 4100; won: False; iter_time_steps = 10; Q(s,a) = -17.224844431136138; score = -509.0; mean_score/100_episodes = -511.71; reward = -509.0; mean_reward/100_episodes = -511.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-10 14:21:28
Episode no = 4200; won: False; iter_time_steps = 7; Q(s,a) = -17.448961044887014; score = -506.0; mean_score/100_episodes = -510.6; reward = -506.0; mean_reward/100_episodes = -510.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-10 14:21:37
Episode no = 4300; won: False; iter_time_steps = 7; Q(s,a) = -17.606645001125024; score = -506.0; mean_score/100_episodes = -510.38; reward = -506.0; mean_reward/100_episodes = -510.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-10 14:21:45
Episode no = 4400; won: False; iter_time_steps = 11; Q(s,a) = -18.4522211282446; score = -510.0; mean_score/100_episodes = -510.68; reward = -510.0; mean_reward/100_episodes = -510.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-10 14:21:53
Episode no = 4500; won: False; iter_time_steps = 14; Q(s,a) = -17.97323980351461; score = -513.0; mean_score/100_episodes = -511.26; reward = -513.0; mean_reward/100_episodes = -511.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-10 14:22:02
Episode no = 4600; won: False; iter_time_steps = 8; Q(s,a) = -18.071159440925825; score = -507.0; mean_score/100_episodes = -511.16; reward = -507.0; mean_reward/100_episodes = -510.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-10 14:22:11
Episode no = 4700; won: False; iter_time_steps = 13; Q(s,a) = -18.232226672529233; score = -512.0; mean_score/100_episodes = -510.15; reward = -512.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-10 14:22:20
Episode no = 4800; won: False; iter_time_steps = 9; Q(s,a) = -19.23163746432305; score = -508.0; mean_score/100_episodes = -510.79; reward = -508.0; mean_reward/100_episodes = -510.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-10 14:22:29
Episode no = 4900; won: False; iter_time_steps = 24; Q(s,a) = -18.71438529632279; score = -523.0; mean_score/100_episodes = -511.07; reward = -523.0; mean_reward/100_episodes = -511.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-10 14:22:38
Episode no = 5000; won: False; iter_time_steps = 6; Q(s,a) = -18.564034054419928; score = -505.0; mean_score/100_episodes = -511.41; reward = -505.0; mean_reward/100_episodes = -511.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-10 14:22:47
Episode no = 5100; won: False; iter_time_steps = 12; Q(s,a) = -19.34149111899457; score = -511.0; mean_score/100_episodes = -511.99; reward = -511.0; mean_reward/100_episodes = -511.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-10 14:22:57
Episode no = 5200; won: False; iter_time_steps = 9; Q(s,a) = -19.126818143667133; score = -508.0; mean_score/100_episodes = -511.67; reward = -508.0; mean_reward/100_episodes = -511.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-10 14:23:07
Episode no = 5300; won: False; iter_time_steps = 14; Q(s,a) = -19.130611341688176; score = -513.0; mean_score/100_episodes = -512.21; reward = -513.0; mean_reward/100_episodes = -512.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-10 14:23:17
Episode no = 5400; won: False; iter_time_steps = 12; Q(s,a) = -19.226685901073527; score = -511.0; mean_score/100_episodes = -502.58; reward = -511.0; mean_reward/100_episodes = -506.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.01, 2024-12-10 14:23:27
Episode no = 5500; won: False; iter_time_steps = 14; Q(s,a) = -19.176522849393418; score = -513.0; mean_score/100_episodes = -512.17; reward = -513.0; mean_reward/100_episodes = -511.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-10 14:23:37
Episode no = 5600; won: False; iter_time_steps = 17; Q(s,a) = -19.24189921604701; score = -516.0; mean_score/100_episodes = -501.72; reward = -516.0; mean_reward/100_episodes = -505.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.01, 2024-12-10 14:23:48
Episode no = 5700; won: False; iter_time_steps = 10; Q(s,a) = -19.491105917802315; score = -509.0; mean_score/100_episodes = -512.1; reward = -509.0; mean_reward/100_episodes = -511.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-10 14:23:59
Episode no = 5800; won: False; iter_time_steps = 15; Q(s,a) = -19.69270726938946; score = -504.0; mean_score/100_episodes = -512.99; reward = -503.0; mean_reward/100_episodes = -512.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-10 14:24:11
Episode no = 5900; won: False; iter_time_steps = 19; Q(s,a) = -19.746078090298674; score = -508.0; mean_score/100_episodes = -512.92; reward = -507.0; mean_reward/100_episodes = -512.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-10 14:24:23
Episode no = 6000; won: False; iter_time_steps = 20; Q(s,a) = -19.58041022085678; score = -519.0; mean_score/100_episodes = -502.18; reward = -519.0; mean_reward/100_episodes = -505.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.01, 2024-12-10 14:24:36
Episode no = 6100; won: False; iter_time_steps = 12; Q(s,a) = -19.723969382452637; score = -511.0; mean_score/100_episodes = -481.98; reward = -511.0; mean_reward/100_episodes = -493.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.03, 2024-12-10 14:24:49
Episode no = 6200; won: False; iter_time_steps = 18; Q(s,a) = -19.16067642218612; score = -507.0; mean_score/100_episodes = -490.91; reward = -506.0; mean_reward/100_episodes = -498.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.02, 2024-12-10 14:25:02
Episode no = 6300; won: False; iter_time_steps = 49; Q(s,a) = -18.617216996824006; score = -538.0; mean_score/100_episodes = -501.79; reward = -537.0; mean_reward/100_episodes = -505.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.01, 2024-12-10 14:25:16
Episode no = 6400; won: False; iter_time_steps = 31; Q(s,a) = -17.77078260863125; score = -520.0; mean_score/100_episodes = -513.8; reward = -519.0; mean_reward/100_episodes = -513.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-10 14:25:29
Episode no = 6500; won: False; iter_time_steps = 14; Q(s,a) = -19.147097222809183; score = -503.0; mean_score/100_episodes = -514.16; reward = -491.0; mean_reward/100_episodes = -513.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-10 14:25:42
Episode no = 6600; won: False; iter_time_steps = 17; Q(s,a) = -18.709609650008247; score = -516.0; mean_score/100_episodes = -506.07; reward = -516.0; mean_reward/100_episodes = -509.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.01, 2024-12-10 14:25:57
Episode no = 6700; won: False; iter_time_steps = 15; Q(s,a) = -18.406275396004222; score = -514.0; mean_score/100_episodes = -503.99; reward = -514.0; mean_reward/100_episodes = -507.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.01, 2024-12-10 14:26:11
Episode no = 6800; won: True; iter_time_steps = 35; Q(s,a) = -17.506663095114494; score = 486.0; mean_score/100_episodes = -464.53; reward = 77.0; mean_reward/100_episodes = -484.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.05, 2024-12-10 14:26:26
Episode no = 6900; won: False; iter_time_steps = 10; Q(s,a) = -18.341800478298573; score = -509.0; mean_score/100_episodes = -474.04; reward = -509.0; mean_reward/100_episodes = -489.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.04, 2024-12-10 14:26:41
Episode no = 7000; won: False; iter_time_steps = 24; Q(s,a) = -16.62026466839702; score = -513.0; mean_score/100_episodes = -463.42; reward = -512.0; mean_reward/100_episodes = -482.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.05, 2024-12-10 14:26:58
Episode no = 7100; won: False; iter_time_steps = 17; Q(s,a) = -12.479987203503436; score = -506.0; mean_score/100_episodes = -484.08; reward = -505.0; mean_reward/100_episodes = -494.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-10 14:27:16
Episode no = 7200; won: False; iter_time_steps = 31; Q(s,a) = -12.223971749127582; score = -520.0; mean_score/100_episodes = -464.79; reward = -519.0; mean_reward/100_episodes = -483.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.05, 2024-12-10 14:27:35
Episode no = 7300; won: False; iter_time_steps = 19; Q(s,a) = -7.001979209341346; score = -508.0; mean_score/100_episodes = -393.39; reward = -507.0; mean_reward/100_episodes = -440.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.12, 2024-12-10 14:27:53
Episode no = 7400; won: False; iter_time_steps = 15; Q(s,a) = -10.944489487443832; score = -504.0; mean_score/100_episodes = -493.23; reward = -503.0; mean_reward/100_episodes = -498.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-10 14:28:11
Episode no = 7500; won: False; iter_time_steps = 47; Q(s,a) = -13.098338284317428; score = -536.0; mean_score/100_episodes = -424.75; reward = -535.0; mean_reward/100_episodes = -460.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.09, 2024-12-10 14:28:30
Episode no = 7600; won: False; iter_time_steps = 15; Q(s,a) = -10.520673400575308; score = -504.0; mean_score/100_episodes = -360.99; reward = -503.0; mean_reward/100_episodes = -420.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.15, 2024-12-10 14:28:47
Episode no = 7700; won: False; iter_time_steps = 13; Q(s,a) = -7.208173048997046; score = -502.0; mean_score/100_episodes = -381.96; reward = -501.0; mean_reward/100_episodes = -433.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.13, 2024-12-10 14:29:04
Episode no = 7800; won: False; iter_time_steps = 14; Q(s,a) = -5.058277385691761; score = -503.0; mean_score/100_episodes = -331.99; reward = -491.0; mean_reward/100_episodes = -403.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.18, 2024-12-10 14:29:22
Episode no = 7900; won: True; iter_time_steps = 22; Q(s,a) = -6.208750225112116; score = 499.0; mean_score/100_episodes = -241.99; reward = 90.0; mean_reward/100_episodes = -350.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.27, 2024-12-10 14:29:41
