Episode no = 100; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -508.97; reward = -506.0; mean_reward/100_episodes = -508.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-11 03:10:19
Episode no = 1200; won: False; iter_time_steps = 23; Q(s,a) = -5.7956739824500545; score = -522.0; mean_score/100_episodes = -510.14; reward = -522.0; mean_reward/100_episodes = -510.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.84, win percentage = 0.0, 2024-12-11 03:11:28
Episode no = 1300; won: False; iter_time_steps = 8; Q(s,a) = -6.4621357055832025; score = -507.0; mean_score/100_episodes = -509.42; reward = -507.0; mean_reward/100_episodes = -509.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8266666666666667, win percentage = 0.0, 2024-12-11 03:11:34
Episode no = 1400; won: False; iter_time_steps = 12; Q(s,a) = -7.064691890553304; score = -511.0; mean_score/100_episodes = -511.32; reward = -511.0; mean_reward/100_episodes = -511.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8133333333333334, win percentage = 0.0, 2024-12-11 03:11:41
Episode no = 1500; won: False; iter_time_steps = 7; Q(s,a) = -7.730607181166075; score = -506.0; mean_score/100_episodes = -499.83; reward = -506.0; mean_reward/100_episodes = -503.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8, win percentage = 0.01, 2024-12-11 03:11:47
Episode no = 1600; won: False; iter_time_steps = 22; Q(s,a) = -8.24517305926279; score = -521.0; mean_score/100_episodes = -509.17; reward = -521.0; mean_reward/100_episodes = -509.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7866666666666666, win percentage = 0.0, 2024-12-11 03:11:53
Episode no = 1700; won: False; iter_time_steps = 9; Q(s,a) = -9.042403662287239; score = -508.0; mean_score/100_episodes = -510.0; reward = -508.0; mean_reward/100_episodes = -509.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7733333333333333, win percentage = 0.0, 2024-12-11 03:12:00
Episode no = 1800; won: False; iter_time_steps = 6; Q(s,a) = -9.63726643209495; score = -505.0; mean_score/100_episodes = -509.77; reward = -505.0; mean_reward/100_episodes = -509.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.76, win percentage = 0.0, 2024-12-11 03:12:06
Episode no = 1900; won: False; iter_time_steps = 8; Q(s,a) = -10.032582481035481; score = -507.0; mean_score/100_episodes = -510.14; reward = -507.0; mean_reward/100_episodes = -510.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7466666666666666, win percentage = 0.0, 2024-12-11 03:12:13
Episode no = 2000; won: False; iter_time_steps = 11; Q(s,a) = -11.140995805376221; score = -510.0; mean_score/100_episodes = -510.23; reward = -510.0; mean_reward/100_episodes = -510.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-12-11 03:12:21
Episode no = 2100; won: False; iter_time_steps = 10; Q(s,a) = -11.202394183352276; score = -509.0; mean_score/100_episodes = -509.78; reward = -509.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.0, 2024-12-11 03:12:27
Episode no = 2200; won: False; iter_time_steps = 27; Q(s,a) = -12.04664462634924; score = -516.0; mean_score/100_episodes = -509.26; reward = -515.0; mean_reward/100_episodes = -509.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-11 03:12:34
Episode no = 2300; won: False; iter_time_steps = 7; Q(s,a) = -12.216135404244984; score = -506.0; mean_score/100_episodes = -509.64; reward = -506.0; mean_reward/100_episodes = -509.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-11 03:12:40
Episode no = 2400; won: False; iter_time_steps = 6; Q(s,a) = -13.191938439934594; score = -505.0; mean_score/100_episodes = -510.99; reward = -505.0; mean_reward/100_episodes = -510.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-11 03:12:48
Episode no = 2500; won: False; iter_time_steps = 8; Q(s,a) = -13.123247383518146; score = -507.0; mean_score/100_episodes = -509.83; reward = -507.0; mean_reward/100_episodes = -509.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-11 03:12:55
Episode no = 2600; won: False; iter_time_steps = 9; Q(s,a) = -13.606556115527532; score = -508.0; mean_score/100_episodes = -509.16; reward = -508.0; mean_reward/100_episodes = -509.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-11 03:13:02
Episode no = 2700; won: False; iter_time_steps = 14; Q(s,a) = -13.38886673439937; score = -513.0; mean_score/100_episodes = -509.91; reward = -513.0; mean_reward/100_episodes = -510.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-11 03:13:10
Episode no = 2800; won: False; iter_time_steps = 9; Q(s,a) = nan; score = -508.0; mean_score/100_episodes = -509.3; reward = -508.0; mean_reward/100_episodes = -509.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-11 03:13:17
Episode no = 2900; won: False; iter_time_steps = 17; Q(s,a) = -14.09653021790743; score = -516.0; mean_score/100_episodes = -509.6; reward = -516.0; mean_reward/100_episodes = -509.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-11 03:13:26
Episode no = 3000; won: False; iter_time_steps = 7; Q(s,a) = -15.302671502714231; score = -506.0; mean_score/100_episodes = -510.1; reward = -506.0; mean_reward/100_episodes = -510.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-11 03:13:35
Episode no = 3100; won: False; iter_time_steps = 10; Q(s,a) = -14.861485510337202; score = -509.0; mean_score/100_episodes = -509.95; reward = -509.0; mean_reward/100_episodes = -510.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-11 03:13:44
Episode no = 3200; won: False; iter_time_steps = 9; Q(s,a) = -15.267264096492111; score = -508.0; mean_score/100_episodes = -510.69; reward = -508.0; mean_reward/100_episodes = -510.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-11 03:13:53
Episode no = 3300; won: False; iter_time_steps = 9; Q(s,a) = -15.685879902038202; score = -508.0; mean_score/100_episodes = -510.22; reward = -508.0; mean_reward/100_episodes = -509.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-11 03:14:01
Episode no = 3400; won: False; iter_time_steps = 16; Q(s,a) = -15.90442141589576; score = -505.0; mean_score/100_episodes = -510.75; reward = -504.0; mean_reward/100_episodes = -510.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-11 03:14:10
Episode no = 3500; won: False; iter_time_steps = 10; Q(s,a) = -16.730158741320693; score = -509.0; mean_score/100_episodes = -510.24; reward = -509.0; mean_reward/100_episodes = -510.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-11 03:14:18
Episode no = 3600; won: False; iter_time_steps = 31; Q(s,a) = -16.02955087413696; score = -520.0; mean_score/100_episodes = -510.72; reward = -519.0; mean_reward/100_episodes = -510.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-11 03:14:27
Episode no = 3700; won: False; iter_time_steps = 12; Q(s,a) = -17.226954469587398; score = -511.0; mean_score/100_episodes = -510.83; reward = -511.0; mean_reward/100_episodes = -510.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-11 03:14:35
Episode no = 3800; won: False; iter_time_steps = 8; Q(s,a) = -16.39223114499997; score = -507.0; mean_score/100_episodes = -510.72; reward = -507.0; mean_reward/100_episodes = -510.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-11 03:14:45
Episode no = 3900; won: False; iter_time_steps = 14; Q(s,a) = -16.976962809310237; score = -513.0; mean_score/100_episodes = -511.8; reward = -513.0; mean_reward/100_episodes = -511.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-11 03:14:54
Episode no = 4000; won: False; iter_time_steps = 10; Q(s,a) = -17.26907667008178; score = -509.0; mean_score/100_episodes = -510.72; reward = -509.0; mean_reward/100_episodes = -510.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-11 03:15:05
Episode no = 4100; won: False; iter_time_steps = 11; Q(s,a) = -18.213640275565897; score = -510.0; mean_score/100_episodes = -511.12; reward = -510.0; mean_reward/100_episodes = -511.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-11 03:15:14
Episode no = 4200; won: False; iter_time_steps = 14; Q(s,a) = -18.565307916623507; score = -513.0; mean_score/100_episodes = -511.51; reward = -513.0; mean_reward/100_episodes = -511.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-11 03:15:25
Episode no = 4300; won: False; iter_time_steps = 23; Q(s,a) = -17.48849595845378; score = -522.0; mean_score/100_episodes = -511.39; reward = -522.0; mean_reward/100_episodes = -511.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-11 03:15:34
Episode no = 4400; won: False; iter_time_steps = 13; Q(s,a) = -17.68614361812314; score = -512.0; mean_score/100_episodes = -511.19; reward = -512.0; mean_reward/100_episodes = -511.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-11 03:15:44
Episode no = 4500; won: False; iter_time_steps = 9; Q(s,a) = -18.338770293084885; score = -508.0; mean_score/100_episodes = -512.39; reward = -508.0; mean_reward/100_episodes = -512.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-11 03:15:57
Episode no = 4600; won: False; iter_time_steps = 10; Q(s,a) = -17.901032465030084; score = -509.0; mean_score/100_episodes = -511.5; reward = -509.0; mean_reward/100_episodes = -511.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-11 03:16:06
Episode no = 4700; won: False; iter_time_steps = 10; Q(s,a) = -18.663275548300362; score = -509.0; mean_score/100_episodes = -512.27; reward = -509.0; mean_reward/100_episodes = -511.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-11 03:16:17
Episode no = 4800; won: False; iter_time_steps = 10; Q(s,a) = -19.255727756009; score = -509.0; mean_score/100_episodes = -512.07; reward = -509.0; mean_reward/100_episodes = -511.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-11 03:16:28
Episode no = 4900; won: False; iter_time_steps = 9; Q(s,a) = -18.93637062920204; score = -508.0; mean_score/100_episodes = -511.63; reward = -508.0; mean_reward/100_episodes = -511.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-11 03:16:38
Episode no = 5000; won: False; iter_time_steps = 6; Q(s,a) = -19.030832163591544; score = -505.0; mean_score/100_episodes = -512.73; reward = -505.0; mean_reward/100_episodes = -512.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-11 03:16:50
Episode no = 5100; won: False; iter_time_steps = 6; Q(s,a) = -18.34845903850558; score = -505.0; mean_score/100_episodes = -513.33; reward = -505.0; mean_reward/100_episodes = -513.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-11 03:17:01
Episode no = 5200; won: False; iter_time_steps = 9; Q(s,a) = -19.571626754920253; score = -508.0; mean_score/100_episodes = -511.51; reward = -508.0; mean_reward/100_episodes = -511.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-11 03:17:10
Episode no = 5300; won: False; iter_time_steps = 11; Q(s,a) = -18.408405404655504; score = -510.0; mean_score/100_episodes = -510.9; reward = -510.0; mean_reward/100_episodes = -510.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-11 03:17:21
Episode no = 5400; won: False; iter_time_steps = 14; Q(s,a) = -19.09217748714714; score = -513.0; mean_score/100_episodes = -512.79; reward = -513.0; mean_reward/100_episodes = -512.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-11 03:17:34
Episode no = 5500; won: False; iter_time_steps = 12; Q(s,a) = -19.247728983192157; score = -511.0; mean_score/100_episodes = -501.66; reward = -511.0; mean_reward/100_episodes = -505.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.01, 2024-12-11 03:17:45
Episode no = 5600; won: False; iter_time_steps = 15; Q(s,a) = -19.193006169517076; score = -504.0; mean_score/100_episodes = -510.4; reward = -503.0; mean_reward/100_episodes = -509.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-11 03:17:55
Episode no = 5700; won: False; iter_time_steps = 28; Q(s,a) = -19.132306878630594; score = -527.0; mean_score/100_episodes = -502.53; reward = -527.0; mean_reward/100_episodes = -506.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.01, 2024-12-11 03:18:07
Episode no = 5800; won: False; iter_time_steps = 12; Q(s,a) = -18.96715229603038; score = -511.0; mean_score/100_episodes = -493.56; reward = -511.0; mean_reward/100_episodes = -501.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.02, 2024-12-11 03:18:22
Episode no = 5900; won: True; iter_time_steps = 37; Q(s,a) = -19.16281741094944; score = 484.0; mean_score/100_episodes = -492.05; reward = 75.0; mean_reward/100_episodes = -499.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.02, 2024-12-11 03:18:34
Episode no = 6000; won: False; iter_time_steps = 12; Q(s,a) = -20.204454048078567; score = -511.0; mean_score/100_episodes = -512.17; reward = -511.0; mean_reward/100_episodes = -511.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-11 03:18:45
Episode no = 6100; won: False; iter_time_steps = 9; Q(s,a) = -19.739312797294335; score = -508.0; mean_score/100_episodes = -502.41; reward = -508.0; mean_reward/100_episodes = -505.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.01, 2024-12-11 03:18:57
Episode no = 6200; won: False; iter_time_steps = 33; Q(s,a) = -19.378991140983384; score = -522.0; mean_score/100_episodes = -502.97; reward = -521.0; mean_reward/100_episodes = -506.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.01, 2024-12-11 03:19:11
Episode no = 6300; won: False; iter_time_steps = 30; Q(s,a) = -19.538661906661154; score = -519.0; mean_score/100_episodes = -510.78; reward = -518.0; mean_reward/100_episodes = -510.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-11 03:19:24
Episode no = 6400; won: False; iter_time_steps = 11; Q(s,a) = -20.48245429691684; score = -510.0; mean_score/100_episodes = -480.02; reward = -510.0; mean_reward/100_episodes = -491.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.03, 2024-12-11 03:19:37
Episode no = 6500; won: False; iter_time_steps = 19; Q(s,a) = -19.552915617568164; score = -508.0; mean_score/100_episodes = -512.12; reward = -507.0; mean_reward/100_episodes = -510.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-11 03:19:52
Episode no = 6600; won: False; iter_time_steps = 5; Q(s,a) = -19.523929777551874; score = -504.0; mean_score/100_episodes = -510.91; reward = -504.0; mean_reward/100_episodes = -510.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-11 03:20:07
Episode no = 6700; won: False; iter_time_steps = 16; Q(s,a) = -17.42299369196253; score = -505.0; mean_score/100_episodes = -511.46; reward = -504.0; mean_reward/100_episodes = -510.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-11 03:20:23
Episode no = 6800; won: False; iter_time_steps = 23; Q(s,a) = -18.334480548881274; score = -512.0; mean_score/100_episodes = -493.28; reward = -511.0; mean_reward/100_episodes = -500.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-11 03:20:44
Episode no = 6900; won: False; iter_time_steps = 15; Q(s,a) = -18.298256082795405; score = -514.0; mean_score/100_episodes = -511.63; reward = -514.0; mean_reward/100_episodes = -510.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:21:02
Episode no = 7000; won: False; iter_time_steps = 15; Q(s,a) = -17.698510534242775; score = -504.0; mean_score/100_episodes = -500.09; reward = -503.0; mean_reward/100_episodes = -503.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-11 03:21:18
Episode no = 7100; won: False; iter_time_steps = 18; Q(s,a) = -13.217759365034457; score = -507.0; mean_score/100_episodes = -488.19; reward = -506.0; mean_reward/100_episodes = -495.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-11 03:21:32
Episode no = 7200; won: False; iter_time_steps = 15; Q(s,a) = -11.880125181801956; score = -504.0; mean_score/100_episodes = -478.74; reward = -503.0; mean_reward/100_episodes = -490.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-11 03:21:47
Episode no = 7300; won: False; iter_time_steps = 19; Q(s,a) = -8.56037518913773; score = -508.0; mean_score/100_episodes = -470.19; reward = -507.0; mean_reward/100_episodes = -485.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.04, 2024-12-11 03:22:03
Episode no = 7400; won: False; iter_time_steps = 12; Q(s,a) = -17.881008011902843; score = -511.0; mean_score/100_episodes = -498.93; reward = -511.0; mean_reward/100_episodes = -501.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-11 03:22:18
Episode no = 7500; won: False; iter_time_steps = 31; Q(s,a) = -12.708047744226311; score = -520.0; mean_score/100_episodes = -502.2; reward = -519.0; mean_reward/100_episodes = -504.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-11 03:22:36
Episode no = 7600; won: False; iter_time_steps = 23; Q(s,a) = -6.886254144346795; score = -512.0; mean_score/100_episodes = -483.28; reward = -511.0; mean_reward/100_episodes = -494.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-11 03:22:56
Episode no = 7700; won: False; iter_time_steps = 14; Q(s,a) = -9.84497827241717; score = -503.0; mean_score/100_episodes = -440.67; reward = -491.0; mean_reward/100_episodes = -466.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.07, 2024-12-11 03:23:14
Episode no = 7800; won: False; iter_time_steps = 126; Q(s,a) = -9.312925334163918; score = -615.0; mean_score/100_episodes = -432.29; reward = -614.0; mean_reward/100_episodes = -463.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.08, 2024-12-11 03:23:33
Episode no = 7900; won: False; iter_time_steps = 15; Q(s,a) = -11.52288130033027; score = -504.0; mean_score/100_episodes = -433.55; reward = -492.0; mean_reward/100_episodes = -464.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.08, 2024-12-11 03:23:54
Episode no = 8000; won: True; iter_time_steps = 22; Q(s,a) = -8.894091749961845; score = 499.0; mean_score/100_episodes = -190.06; reward = 90.0; mean_reward/100_episodes = -319.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.32, 2024-12-11 03:24:15
Episode no = 8100; won: False; iter_time_steps = 108; Q(s,a) = -10.352076822609789; score = -597.0; mean_score/100_episodes = -303.72; reward = -596.0; mean_reward/100_episodes = -387.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.21, 2024-12-11 03:24:36
