Episode no = 100; won: False; iter_time_steps = 46; Q(s,a) = nan; score = -535.0; mean_score/100_episodes = -510.07; reward = -534.0; mean_reward/100_episodes = -509.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-12 13:43:37
Episode no = 1700; won: False; iter_time_steps = 8; Q(s,a) = -8.803146086482169; score = -507.0; mean_score/100_episodes = -509.98; reward = -507.0; mean_reward/100_episodes = -510.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7733333333333333, win percentage = 0.0, 2024-12-12 13:45:29
Episode no = 1800; won: False; iter_time_steps = 7; Q(s,a) = -9.40817284616335; score = -506.0; mean_score/100_episodes = -510.03; reward = -506.0; mean_reward/100_episodes = -510.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.76, win percentage = 0.0, 2024-12-12 13:45:36
Episode no = 1900; won: False; iter_time_steps = 10; Q(s,a) = -10.163540935284782; score = -509.0; mean_score/100_episodes = -509.83; reward = -509.0; mean_reward/100_episodes = -509.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7466666666666666, win percentage = 0.0, 2024-12-12 13:45:44
Episode no = 2000; won: False; iter_time_steps = 6; Q(s,a) = -10.689156416747197; score = -505.0; mean_score/100_episodes = -508.68; reward = -505.0; mean_reward/100_episodes = -508.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-12-12 13:45:50
Episode no = 2100; won: False; iter_time_steps = 11; Q(s,a) = -11.227937376307406; score = -510.0; mean_score/100_episodes = -510.05; reward = -510.0; mean_reward/100_episodes = -510.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.0, 2024-12-12 13:45:58
Episode no = 2200; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -509.4; reward = -506.0; mean_reward/100_episodes = -509.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-12 13:46:05
Episode no = 2300; won: False; iter_time_steps = 24; Q(s,a) = -12.22678099841546; score = -523.0; mean_score/100_episodes = -509.8; reward = -523.0; mean_reward/100_episodes = -509.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-12 13:46:12
Episode no = 2400; won: False; iter_time_steps = 9; Q(s,a) = -12.689364792611652; score = -508.0; mean_score/100_episodes = -509.94; reward = -508.0; mean_reward/100_episodes = -509.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-12 13:46:19
Episode no = 2500; won: False; iter_time_steps = 11; Q(s,a) = -13.10231438956702; score = -510.0; mean_score/100_episodes = -509.75; reward = -510.0; mean_reward/100_episodes = -509.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-12 13:46:26
Episode no = 2600; won: False; iter_time_steps = 13; Q(s,a) = -13.393629502843272; score = -512.0; mean_score/100_episodes = -509.51; reward = -512.0; mean_reward/100_episodes = -509.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-12 13:46:34
Episode no = 2700; won: False; iter_time_steps = 12; Q(s,a) = -13.826103559632728; score = -511.0; mean_score/100_episodes = -509.77; reward = -511.0; mean_reward/100_episodes = -509.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-12 13:46:41
Episode no = 2800; won: False; iter_time_steps = 12; Q(s,a) = -14.15131318233844; score = -511.0; mean_score/100_episodes = -510.14; reward = -511.0; mean_reward/100_episodes = -510.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-12 13:46:48
Episode no = 2900; won: False; iter_time_steps = 9; Q(s,a) = -14.645342179491177; score = -508.0; mean_score/100_episodes = -510.0; reward = -508.0; mean_reward/100_episodes = -509.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-12 13:46:56
Episode no = 3000; won: False; iter_time_steps = 10; Q(s,a) = -14.889291482152064; score = -509.0; mean_score/100_episodes = -510.85; reward = -509.0; mean_reward/100_episodes = -510.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-12 13:47:05
Episode no = 3100; won: False; iter_time_steps = 11; Q(s,a) = -15.2595055313613; score = -510.0; mean_score/100_episodes = -510.2; reward = -510.0; mean_reward/100_episodes = -510.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-12 13:47:14
Episode no = 3200; won: False; iter_time_steps = 11; Q(s,a) = -15.567132585860596; score = -510.0; mean_score/100_episodes = -510.29; reward = -510.0; mean_reward/100_episodes = -510.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-12 13:47:23
Episode no = 3300; won: False; iter_time_steps = 13; Q(s,a) = -15.870129333596772; score = -512.0; mean_score/100_episodes = -510.16; reward = -512.0; mean_reward/100_episodes = -510.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-12 13:47:32
Episode no = 3400; won: False; iter_time_steps = 24; Q(s,a) = -16.157418885142622; score = -523.0; mean_score/100_episodes = -510.78; reward = -523.0; mean_reward/100_episodes = -510.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-12 13:47:42
Episode no = 3500; won: False; iter_time_steps = 11; Q(s,a) = -16.430345235849405; score = -510.0; mean_score/100_episodes = -510.28; reward = -510.0; mean_reward/100_episodes = -510.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-12 13:47:51
Episode no = 3600; won: False; iter_time_steps = 7; Q(s,a) = -16.650500169627836; score = -506.0; mean_score/100_episodes = -509.86; reward = -506.0; mean_reward/100_episodes = -509.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-12 13:48:00
Episode no = 3700; won: False; iter_time_steps = 16; Q(s,a) = -16.91671962536576; score = -515.0; mean_score/100_episodes = -511.07; reward = -515.0; mean_reward/100_episodes = -511.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-12 13:48:09
Episode no = 3800; won: False; iter_time_steps = 13; Q(s,a) = -17.147437728014246; score = -502.0; mean_score/100_episodes = -510.12; reward = -501.0; mean_reward/100_episodes = -509.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-12 13:48:18
Episode no = 3900; won: False; iter_time_steps = 21; Q(s,a) = -17.320629755267454; score = -520.0; mean_score/100_episodes = -510.73; reward = -520.0; mean_reward/100_episodes = -510.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-12 13:48:28
Episode no = 4000; won: False; iter_time_steps = 6; Q(s,a) = nan; score = -505.0; mean_score/100_episodes = -509.35; reward = -505.0; mean_reward/100_episodes = -509.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-12 13:48:37
Episode no = 4100; won: False; iter_time_steps = 6; Q(s,a) = -17.77495691992599; score = -505.0; mean_score/100_episodes = -509.37; reward = -505.0; mean_reward/100_episodes = -509.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-12 13:48:45
Episode no = 4200; won: False; iter_time_steps = 20; Q(s,a) = -17.915145075185674; score = -509.0; mean_score/100_episodes = -509.33; reward = -508.0; mean_reward/100_episodes = -509.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-12 13:48:54
Episode no = 4300; won: False; iter_time_steps = 16; Q(s,a) = -18.12591875253768; score = -515.0; mean_score/100_episodes = -509.47; reward = -515.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-12 13:49:03
Episode no = 4400; won: False; iter_time_steps = 10; Q(s,a) = -18.2741038398114; score = -509.0; mean_score/100_episodes = -509.72; reward = -509.0; mean_reward/100_episodes = -509.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-12 13:49:12
Episode no = 4500; won: False; iter_time_steps = 10; Q(s,a) = -18.472472205259464; score = -509.0; mean_score/100_episodes = -509.54; reward = -509.0; mean_reward/100_episodes = -509.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-12 13:49:19
Episode no = 4600; won: False; iter_time_steps = 27; Q(s,a) = -18.57281258988336; score = -526.0; mean_score/100_episodes = -510.54; reward = -526.0; mean_reward/100_episodes = -510.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-12 13:49:28
Episode no = 4700; won: False; iter_time_steps = 11; Q(s,a) = -18.760770683211348; score = -510.0; mean_score/100_episodes = -510.92; reward = -510.0; mean_reward/100_episodes = -510.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-12 13:49:38
Episode no = 4800; won: False; iter_time_steps = 12; Q(s,a) = -18.872754310271343; score = -511.0; mean_score/100_episodes = -509.81; reward = -511.0; mean_reward/100_episodes = -509.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-12 13:49:47
Episode no = 4900; won: False; iter_time_steps = 9; Q(s,a) = -19.04387708361262; score = -508.0; mean_score/100_episodes = -511.19; reward = -508.0; mean_reward/100_episodes = -511.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-12 13:49:56
Episode no = 5000; won: False; iter_time_steps = 12; Q(s,a) = -19.14674718094581; score = -511.0; mean_score/100_episodes = -510.69; reward = -511.0; mean_reward/100_episodes = -510.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-12 13:50:06
Episode no = 5100; won: False; iter_time_steps = 11; Q(s,a) = -19.29475483968583; score = -510.0; mean_score/100_episodes = -509.92; reward = -510.0; mean_reward/100_episodes = -509.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-12 13:50:15
Episode no = 5200; won: False; iter_time_steps = 8; Q(s,a) = -19.42466151964518; score = -507.0; mean_score/100_episodes = -509.77; reward = -507.0; mean_reward/100_episodes = -509.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-12 13:50:23
Episode no = 5300; won: False; iter_time_steps = 13; Q(s,a) = -19.49207248471762; score = -512.0; mean_score/100_episodes = -510.33; reward = -512.0; mean_reward/100_episodes = -510.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-12 13:50:33
Episode no = 5400; won: False; iter_time_steps = 10; Q(s,a) = -19.618505942258476; score = -509.0; mean_score/100_episodes = -510.41; reward = -509.0; mean_reward/100_episodes = -510.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-12 13:50:42
Episode no = 5500; won: False; iter_time_steps = 8; Q(s,a) = -19.746786317152804; score = -507.0; mean_score/100_episodes = -510.12; reward = -507.0; mean_reward/100_episodes = -510.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-12 13:50:51
Episode no = 5600; won: False; iter_time_steps = 12; Q(s,a) = -19.840726589355533; score = -511.0; mean_score/100_episodes = -510.34; reward = -511.0; mean_reward/100_episodes = -510.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-12 13:51:01
Episode no = 5700; won: False; iter_time_steps = 7; Q(s,a) = -19.8974810819323; score = -506.0; mean_score/100_episodes = -510.28; reward = -506.0; mean_reward/100_episodes = -510.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-12 13:51:10
Episode no = 5800; won: False; iter_time_steps = 27; Q(s,a) = -19.932800852250693; score = -526.0; mean_score/100_episodes = -509.88; reward = -526.0; mean_reward/100_episodes = -509.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-12 13:51:20
Episode no = 5900; won: False; iter_time_steps = 15; Q(s,a) = -19.967508721278296; score = -504.0; mean_score/100_episodes = -509.27; reward = -492.0; mean_reward/100_episodes = -508.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-12 13:51:29
Episode no = 6000; won: False; iter_time_steps = 8; Q(s,a) = -20.120761028294993; score = -507.0; mean_score/100_episodes = -510.59; reward = -507.0; mean_reward/100_episodes = -510.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-12 13:51:38
Episode no = 6100; won: False; iter_time_steps = 8; Q(s,a) = -20.18607012994794; score = -507.0; mean_score/100_episodes = -509.4; reward = -507.0; mean_reward/100_episodes = -509.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-12 13:51:48
Episode no = 6200; won: False; iter_time_steps = 13; Q(s,a) = -20.28199071314886; score = -512.0; mean_score/100_episodes = -510.51; reward = -512.0; mean_reward/100_episodes = -510.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-12 13:51:57
Episode no = 6300; won: False; iter_time_steps = 14; Q(s,a) = -20.333062343976056; score = -513.0; mean_score/100_episodes = -509.16; reward = -513.0; mean_reward/100_episodes = -509.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-12 13:52:06
Episode no = 6400; won: False; iter_time_steps = 8; Q(s,a) = -20.377321139188716; score = -507.0; mean_score/100_episodes = -509.13; reward = -507.0; mean_reward/100_episodes = -509.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-12 13:52:14
Episode no = 6500; won: False; iter_time_steps = 8; Q(s,a) = -20.477956939981322; score = -507.0; mean_score/100_episodes = -509.59; reward = -507.0; mean_reward/100_episodes = -509.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-12 13:52:24
Episode no = 6600; won: False; iter_time_steps = 19; Q(s,a) = -20.547850088206523; score = -508.0; mean_score/100_episodes = -510.25; reward = -507.0; mean_reward/100_episodes = -510.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-12 13:52:34
Episode no = 6700; won: False; iter_time_steps = 8; Q(s,a) = -20.597239843271613; score = -507.0; mean_score/100_episodes = -510.23; reward = -507.0; mean_reward/100_episodes = -510.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-12 13:52:42
Episode no = 6800; won: False; iter_time_steps = 8; Q(s,a) = -20.631988818369592; score = -507.0; mean_score/100_episodes = -508.95; reward = -507.0; mean_reward/100_episodes = -508.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:52:50
Episode no = 6900; won: False; iter_time_steps = 14; Q(s,a) = -20.67193476018501; score = -513.0; mean_score/100_episodes = -509.68; reward = -513.0; mean_reward/100_episodes = -509.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:52:59
Episode no = 7000; won: False; iter_time_steps = 19; Q(s,a) = -19.50589539796451; score = -518.0; mean_score/100_episodes = -510.08; reward = -518.0; mean_reward/100_episodes = -510.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:09
Episode no = 7100; won: False; iter_time_steps = 8; Q(s,a) = -20.800618548339703; score = -507.0; mean_score/100_episodes = -508.51; reward = -507.0; mean_reward/100_episodes = -508.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:17
Episode no = 7200; won: False; iter_time_steps = 8; Q(s,a) = -20.864243423337562; score = -507.0; mean_score/100_episodes = -507.86; reward = -507.0; mean_reward/100_episodes = -507.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:26
Episode no = 7300; won: False; iter_time_steps = 15; Q(s,a) = -20.931217352585357; score = -504.0; mean_score/100_episodes = -508.4; reward = -503.0; mean_reward/100_episodes = -508.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:33
Episode no = 7400; won: False; iter_time_steps = 19; Q(s,a) = -20.947536811835732; score = -508.0; mean_score/100_episodes = -508.17; reward = -507.0; mean_reward/100_episodes = -508.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:41
Episode no = 7500; won: False; iter_time_steps = 9; Q(s,a) = -20.99812875109987; score = -508.0; mean_score/100_episodes = -508.09; reward = -508.0; mean_reward/100_episodes = -507.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:49
Episode no = 7600; won: False; iter_time_steps = 10; Q(s,a) = -21.015144232619235; score = -509.0; mean_score/100_episodes = -509.0; reward = -509.0; mean_reward/100_episodes = -508.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:53:58
Episode no = 7700; won: False; iter_time_steps = 15; Q(s,a) = -19.852044474899063; score = -504.0; mean_score/100_episodes = -508.47; reward = -503.0; mean_reward/100_episodes = -508.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:54:08
Episode no = 7800; won: False; iter_time_steps = 12; Q(s,a) = -19.830365339923027; score = -511.0; mean_score/100_episodes = -508.7; reward = -511.0; mean_reward/100_episodes = -508.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:54:15
Episode no = 7900; won: False; iter_time_steps = 43; Q(s,a) = -19.922563133388124; score = -542.0; mean_score/100_episodes = -511.46; reward = -542.0; mean_reward/100_episodes = -511.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:54:25
Episode no = 8000; won: False; iter_time_steps = 16; Q(s,a) = -20.047991364380856; score = -505.0; mean_score/100_episodes = -509.83; reward = -504.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:54:35
Episode no = 8100; won: False; iter_time_steps = 11; Q(s,a) = -20.03700252588147; score = -510.0; mean_score/100_episodes = -509.96; reward = -510.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 13:54:44
