Episode no = 100; won: False; iter_time_steps = 8; Q(s,a) = nan; score = -507.0; mean_score/100_episodes = -508.92; reward = -507.0; mean_reward/100_episodes = -508.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-12 14:00:13
Episode no = 1700; won: False; iter_time_steps = 9; Q(s,a) = -7.442869753584427; score = -508.0; mean_score/100_episodes = -509.35; reward = -508.0; mean_reward/100_episodes = -509.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7733333333333333, win percentage = 0.0, 2024-12-12 14:02:08
Episode no = 1800; won: False; iter_time_steps = 7; Q(s,a) = -8.143680762143976; score = -506.0; mean_score/100_episodes = -509.26; reward = -506.0; mean_reward/100_episodes = -509.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.76, win percentage = 0.0, 2024-12-12 14:02:14
Episode no = 1900; won: False; iter_time_steps = 9; Q(s,a) = -8.812734378371161; score = -508.0; mean_score/100_episodes = -509.35; reward = -508.0; mean_reward/100_episodes = -509.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7466666666666666, win percentage = 0.0, 2024-12-12 14:02:21
Episode no = 2000; won: False; iter_time_steps = 6; Q(s,a) = nan; score = -505.0; mean_score/100_episodes = -509.44; reward = -505.0; mean_reward/100_episodes = -509.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-12-12 14:02:29
Episode no = 2100; won: False; iter_time_steps = 11; Q(s,a) = -10.013350661656265; score = -510.0; mean_score/100_episodes = -510.55; reward = -510.0; mean_reward/100_episodes = -510.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.0, 2024-12-12 14:02:36
Episode no = 2200; won: False; iter_time_steps = 7; Q(s,a) = -10.591566222495576; score = -506.0; mean_score/100_episodes = -510.12; reward = -506.0; mean_reward/100_episodes = -510.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-12 14:02:44
Episode no = 2300; won: False; iter_time_steps = 7; Q(s,a) = -11.143799070459364; score = -506.0; mean_score/100_episodes = -510.06; reward = -506.0; mean_reward/100_episodes = -509.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-12 14:02:51
Episode no = 2400; won: False; iter_time_steps = 9; Q(s,a) = -11.680220634758292; score = -508.0; mean_score/100_episodes = -509.28; reward = -508.0; mean_reward/100_episodes = -509.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-12 14:02:58
Episode no = 2500; won: False; iter_time_steps = 13; Q(s,a) = -12.121117286316325; score = -512.0; mean_score/100_episodes = -509.49; reward = -512.0; mean_reward/100_episodes = -509.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-12 14:03:05
Episode no = 2600; won: False; iter_time_steps = 8; Q(s,a) = -12.615881446857674; score = -507.0; mean_score/100_episodes = -509.29; reward = -507.0; mean_reward/100_episodes = -508.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-12 14:03:12
Episode no = 2700; won: False; iter_time_steps = 11; Q(s,a) = -13.06627525830589; score = -510.0; mean_score/100_episodes = -509.86; reward = -510.0; mean_reward/100_episodes = -509.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-12 14:03:19
Episode no = 2800; won: False; iter_time_steps = 11; Q(s,a) = -13.476617754903584; score = -510.0; mean_score/100_episodes = -510.86; reward = -510.0; mean_reward/100_episodes = -510.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-12 14:03:27
Episode no = 2900; won: False; iter_time_steps = 8; Q(s,a) = -13.875950288925655; score = -507.0; mean_score/100_episodes = -509.33; reward = -507.0; mean_reward/100_episodes = -509.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-12 14:03:35
Episode no = 3000; won: False; iter_time_steps = 5; Q(s,a) = -14.259246043903264; score = -504.0; mean_score/100_episodes = -510.59; reward = -504.0; mean_reward/100_episodes = -510.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-12 14:03:44
Episode no = 3100; won: False; iter_time_steps = 10; Q(s,a) = -14.625241639553208; score = -509.0; mean_score/100_episodes = -509.09; reward = -509.0; mean_reward/100_episodes = -508.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-12 14:03:53
Episode no = 3200; won: False; iter_time_steps = 15; Q(s,a) = -14.976455241988916; score = -504.0; mean_score/100_episodes = -508.91; reward = -503.0; mean_reward/100_episodes = -508.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-12 14:04:01
Episode no = 3300; won: False; iter_time_steps = 12; Q(s,a) = -15.295822180916943; score = -511.0; mean_score/100_episodes = -509.24; reward = -511.0; mean_reward/100_episodes = -509.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-12 14:04:09
Episode no = 3400; won: False; iter_time_steps = 13; Q(s,a) = -15.60900034104263; score = -512.0; mean_score/100_episodes = -509.62; reward = -512.0; mean_reward/100_episodes = -509.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-12 14:04:17
Episode no = 3500; won: False; iter_time_steps = 11; Q(s,a) = -15.884790821752205; score = -510.0; mean_score/100_episodes = -509.27; reward = -510.0; mean_reward/100_episodes = -509.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-12 14:04:26
Episode no = 3600; won: False; iter_time_steps = 12; Q(s,a) = -16.17282501204736; score = -511.0; mean_score/100_episodes = -508.69; reward = -511.0; mean_reward/100_episodes = -508.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-12 14:04:35
Episode no = 3700; won: False; iter_time_steps = 21; Q(s,a) = -16.426318438619187; score = -520.0; mean_score/100_episodes = -509.32; reward = -520.0; mean_reward/100_episodes = -509.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-12 14:04:43
Episode no = 3800; won: False; iter_time_steps = 10; Q(s,a) = -16.66208998848277; score = -509.0; mean_score/100_episodes = -510.03; reward = -509.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-12 14:04:51
Episode no = 3900; won: False; iter_time_steps = 11; Q(s,a) = -16.920662421604828; score = -510.0; mean_score/100_episodes = -509.64; reward = -510.0; mean_reward/100_episodes = -509.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-12 14:05:01
Episode no = 4000; won: False; iter_time_steps = 6; Q(s,a) = -17.151722896498544; score = -505.0; mean_score/100_episodes = -509.11; reward = -505.0; mean_reward/100_episodes = -508.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-12 14:05:09
Episode no = 4100; won: False; iter_time_steps = 16; Q(s,a) = -17.37438990076606; score = -515.0; mean_score/100_episodes = -509.83; reward = -515.0; mean_reward/100_episodes = -509.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-12 14:05:17
Episode no = 4200; won: False; iter_time_steps = 10; Q(s,a) = -17.568973803115608; score = -509.0; mean_score/100_episodes = -509.23; reward = -509.0; mean_reward/100_episodes = -508.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-12 14:05:26
Episode no = 4300; won: False; iter_time_steps = 10; Q(s,a) = -17.749744527276757; score = -509.0; mean_score/100_episodes = -509.04; reward = -509.0; mean_reward/100_episodes = -508.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-12 14:05:34
Episode no = 4400; won: False; iter_time_steps = 33; Q(s,a) = -17.940802717875226; score = -532.0; mean_score/100_episodes = -508.78; reward = -532.0; mean_reward/100_episodes = -508.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-12 14:05:42
Episode no = 4500; won: False; iter_time_steps = 11; Q(s,a) = -18.126437869752216; score = -510.0; mean_score/100_episodes = -510.58; reward = -510.0; mean_reward/100_episodes = -510.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-12 14:05:52
Episode no = 4600; won: False; iter_time_steps = 27; Q(s,a) = -18.296665509841812; score = -526.0; mean_score/100_episodes = -508.98; reward = -526.0; mean_reward/100_episodes = -508.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-12 14:06:00
Episode no = 4700; won: False; iter_time_steps = 6; Q(s,a) = -18.467712984211563; score = -505.0; mean_score/100_episodes = -510.1; reward = -505.0; mean_reward/100_episodes = -510.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-12 14:06:09
Episode no = 4800; won: False; iter_time_steps = 12; Q(s,a) = -18.61207909687758; score = -511.0; mean_score/100_episodes = -508.28; reward = -511.0; mean_reward/100_episodes = -508.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-12 14:06:18
Episode no = 4900; won: False; iter_time_steps = 14; Q(s,a) = -18.761669484823006; score = -513.0; mean_score/100_episodes = -510.34; reward = -513.0; mean_reward/100_episodes = -510.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-12 14:06:27
Episode no = 5000; won: False; iter_time_steps = 22; Q(s,a) = -18.897454382002238; score = -521.0; mean_score/100_episodes = -509.66; reward = -521.0; mean_reward/100_episodes = -509.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-12 14:06:37
Episode no = 5100; won: False; iter_time_steps = 6; Q(s,a) = -19.047852988583706; score = -505.0; mean_score/100_episodes = -508.07; reward = -505.0; mean_reward/100_episodes = -507.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-12 14:06:45
Episode no = 5200; won: False; iter_time_steps = 23; Q(s,a) = -19.185716488681617; score = -512.0; mean_score/100_episodes = -509.55; reward = -511.0; mean_reward/100_episodes = -509.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-12 14:06:54
Episode no = 5300; won: False; iter_time_steps = 23; Q(s,a) = -19.288448797117592; score = -522.0; mean_score/100_episodes = -509.99; reward = -522.0; mean_reward/100_episodes = -509.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-12 14:07:03
Episode no = 5400; won: False; iter_time_steps = 14; Q(s,a) = -19.40259203486083; score = -513.0; mean_score/100_episodes = -509.2; reward = -513.0; mean_reward/100_episodes = -508.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-12 14:07:11
Episode no = 5500; won: False; iter_time_steps = 7; Q(s,a) = -19.506381133467585; score = -506.0; mean_score/100_episodes = -508.89; reward = -506.0; mean_reward/100_episodes = -508.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-12 14:07:20
Episode no = 5600; won: False; iter_time_steps = 8; Q(s,a) = -19.600063594046727; score = -507.0; mean_score/100_episodes = -508.79; reward = -507.0; mean_reward/100_episodes = -508.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-12 14:07:28
Episode no = 5700; won: False; iter_time_steps = 11; Q(s,a) = -19.69976447900214; score = -510.0; mean_score/100_episodes = -508.49; reward = -510.0; mean_reward/100_episodes = -508.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-12 14:07:37
Episode no = 5800; won: False; iter_time_steps = 13; Q(s,a) = -19.792842232925913; score = -512.0; mean_score/100_episodes = -510.02; reward = -512.0; mean_reward/100_episodes = -510.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-12 14:07:46
Episode no = 5900; won: False; iter_time_steps = 9; Q(s,a) = -19.86813991806835; score = -508.0; mean_score/100_episodes = -510.22; reward = -508.0; mean_reward/100_episodes = -510.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-12 14:07:56
Episode no = 6000; won: False; iter_time_steps = 9; Q(s,a) = -19.944949085727977; score = -508.0; mean_score/100_episodes = -510.36; reward = -508.0; mean_reward/100_episodes = -510.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-12 14:08:05
Episode no = 6100; won: False; iter_time_steps = 15; Q(s,a) = -20.010053197438694; score = -504.0; mean_score/100_episodes = -509.52; reward = -503.0; mean_reward/100_episodes = -509.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-12 14:08:13
Episode no = 6200; won: False; iter_time_steps = 7; Q(s,a) = -20.079055624515448; score = -506.0; mean_score/100_episodes = -508.99; reward = -506.0; mean_reward/100_episodes = -508.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-12 14:08:21
Episode no = 6300; won: False; iter_time_steps = 19; Q(s,a) = -20.148962334778275; score = -508.0; mean_score/100_episodes = -509.86; reward = -507.0; mean_reward/100_episodes = -509.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-12 14:08:30
Episode no = 6400; won: False; iter_time_steps = 8; Q(s,a) = -20.237271178226422; score = -507.0; mean_score/100_episodes = -509.57; reward = -507.0; mean_reward/100_episodes = -509.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-12 14:08:39
Episode no = 6500; won: False; iter_time_steps = 19; Q(s,a) = -20.31168529475128; score = -508.0; mean_score/100_episodes = -510.2; reward = -496.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-12 14:08:48
Episode no = 6600; won: False; iter_time_steps = 8; Q(s,a) = -20.35481044913024; score = -507.0; mean_score/100_episodes = -510.76; reward = -507.0; mean_reward/100_episodes = -510.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-12 14:08:57
Episode no = 6700; won: False; iter_time_steps = 20; Q(s,a) = -20.394706378380743; score = -519.0; mean_score/100_episodes = -509.07; reward = -519.0; mean_reward/100_episodes = -508.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-12 14:09:06
Episode no = 6800; won: False; iter_time_steps = 10; Q(s,a) = -20.445988045311626; score = -509.0; mean_score/100_episodes = -510.07; reward = -509.0; mean_reward/100_episodes = -509.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:09:13
Episode no = 6900; won: False; iter_time_steps = 11; Q(s,a) = -20.490717893372725; score = -510.0; mean_score/100_episodes = -510.24; reward = -510.0; mean_reward/100_episodes = -510.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:09:23
Episode no = 7000; won: False; iter_time_steps = 7; Q(s,a) = -20.558771597811543; score = -506.0; mean_score/100_episodes = -509.06; reward = -506.0; mean_reward/100_episodes = -508.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:09:31
Episode no = 7100; won: False; iter_time_steps = 15; Q(s,a) = -20.606875465399725; score = -514.0; mean_score/100_episodes = -509.49; reward = -514.0; mean_reward/100_episodes = -509.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:09:39
Episode no = 7200; won: False; iter_time_steps = 15; Q(s,a) = -20.65912292739645; score = -504.0; mean_score/100_episodes = -510.35; reward = -503.0; mean_reward/100_episodes = -510.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:09:49
Episode no = 7300; won: False; iter_time_steps = 11; Q(s,a) = -20.686886880233125; score = -510.0; mean_score/100_episodes = -509.03; reward = -510.0; mean_reward/100_episodes = -508.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:09:57
Episode no = 7400; won: False; iter_time_steps = 15; Q(s,a) = -20.721867464314883; score = -514.0; mean_score/100_episodes = -509.9; reward = -514.0; mean_reward/100_episodes = -509.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:10:06
Episode no = 7500; won: False; iter_time_steps = 8; Q(s,a) = -20.787858432111328; score = -507.0; mean_score/100_episodes = -509.21; reward = -507.0; mean_reward/100_episodes = -509.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:10:14
Episode no = 7600; won: False; iter_time_steps = 10; Q(s,a) = -20.822732664992508; score = -509.0; mean_score/100_episodes = -508.41; reward = -509.0; mean_reward/100_episodes = -508.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:10:21
Episode no = 7700; won: False; iter_time_steps = 7; Q(s,a) = -20.85759708679597; score = -506.0; mean_score/100_episodes = -510.9; reward = -506.0; mean_reward/100_episodes = -510.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:10:31
Episode no = 7800; won: False; iter_time_steps = 22; Q(s,a) = -20.883835315143585; score = -521.0; mean_score/100_episodes = -510.09; reward = -521.0; mean_reward/100_episodes = -509.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:10:41
Episode no = 7900; won: False; iter_time_steps = 8; Q(s,a) = -20.934212976505467; score = -507.0; mean_score/100_episodes = -509.86; reward = -507.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:10:50
Episode no = 8000; won: False; iter_time_steps = 10; Q(s,a) = -20.951139083720445; score = -509.0; mean_score/100_episodes = -510.6; reward = -509.0; mean_reward/100_episodes = -510.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:11:00
Episode no = 8100; won: False; iter_time_steps = 11; Q(s,a) = -20.98386390474995; score = -510.0; mean_score/100_episodes = -509.79; reward = -510.0; mean_reward/100_episodes = -509.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-12 14:11:10
