Episode no = 100; won: False; iter_time_steps = 11; Q(s,a) = nan; score = -510.0; mean_score/100_episodes = -509.95; reward = -510.0; mean_reward/100_episodes = -510.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-11 03:15:00
Episode no = 2900; won: False; iter_time_steps = 9; Q(s,a) = -14.277284597582845; score = -508.0; mean_score/100_episodes = -509.69; reward = -508.0; mean_reward/100_episodes = -509.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-11 03:18:18
Episode no = 3000; won: False; iter_time_steps = 8; Q(s,a) = -14.801798676782909; score = -507.0; mean_score/100_episodes = -509.81; reward = -507.0; mean_reward/100_episodes = -509.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-11 03:18:26
Episode no = 3100; won: False; iter_time_steps = 10; Q(s,a) = -15.070602814233427; score = -509.0; mean_score/100_episodes = -509.19; reward = -509.0; mean_reward/100_episodes = -509.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-11 03:18:32
Episode no = 3200; won: False; iter_time_steps = 7; Q(s,a) = -15.353128214799671; score = -506.0; mean_score/100_episodes = -510.85; reward = -506.0; mean_reward/100_episodes = -510.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-11 03:18:40
Episode no = 3300; won: False; iter_time_steps = 12; Q(s,a) = -15.811873295402641; score = -511.0; mean_score/100_episodes = -509.29; reward = -511.0; mean_reward/100_episodes = -509.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-11 03:18:47
Episode no = 3400; won: False; iter_time_steps = 9; Q(s,a) = -15.882512994582374; score = -508.0; mean_score/100_episodes = -510.55; reward = -508.0; mean_reward/100_episodes = -510.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-11 03:18:55
Episode no = 3500; won: False; iter_time_steps = 8; Q(s,a) = -16.370124829568027; score = -507.0; mean_score/100_episodes = -509.7; reward = -507.0; mean_reward/100_episodes = -509.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-11 03:19:03
Episode no = 3600; won: False; iter_time_steps = 15; Q(s,a) = -16.564680903195573; score = -504.0; mean_score/100_episodes = -509.44; reward = -503.0; mean_reward/100_episodes = -509.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-11 03:19:11
Episode no = 3700; won: False; iter_time_steps = 9; Q(s,a) = -16.85544793908997; score = -508.0; mean_score/100_episodes = -509.91; reward = -508.0; mean_reward/100_episodes = -509.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-11 03:19:20
Episode no = 3800; won: False; iter_time_steps = 6; Q(s,a) = -17.005867953858722; score = -505.0; mean_score/100_episodes = -510.95; reward = -505.0; mean_reward/100_episodes = -510.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-11 03:19:29
Episode no = 3900; won: False; iter_time_steps = 25; Q(s,a) = -16.399379580025702; score = -524.0; mean_score/100_episodes = -510.0; reward = -524.0; mean_reward/100_episodes = -510.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-11 03:19:37
Episode no = 4000; won: False; iter_time_steps = 14; Q(s,a) = -17.01798661527568; score = -513.0; mean_score/100_episodes = -510.35; reward = -513.0; mean_reward/100_episodes = -510.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-11 03:19:46
Episode no = 4100; won: False; iter_time_steps = 13; Q(s,a) = -17.56634489070985; score = -512.0; mean_score/100_episodes = -513.08; reward = -512.0; mean_reward/100_episodes = -513.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-11 03:19:57
Episode no = 4200; won: False; iter_time_steps = 15; Q(s,a) = -17.411709557816703; score = -514.0; mean_score/100_episodes = -510.21; reward = -514.0; mean_reward/100_episodes = -510.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-11 03:20:07
Episode no = 4300; won: False; iter_time_steps = 17; Q(s,a) = -17.032353317222373; score = -516.0; mean_score/100_episodes = -509.11; reward = -516.0; mean_reward/100_episodes = -508.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-11 03:20:17
Episode no = 4400; won: False; iter_time_steps = 14; Q(s,a) = -17.077261985541163; score = -513.0; mean_score/100_episodes = -508.85; reward = -513.0; mean_reward/100_episodes = -508.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-11 03:20:26
Episode no = 4500; won: False; iter_time_steps = 17; Q(s,a) = -17.39230886426214; score = -516.0; mean_score/100_episodes = -508.79; reward = -516.0; mean_reward/100_episodes = -508.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-11 03:20:37
Episode no = 4600; won: False; iter_time_steps = 7; Q(s,a) = -17.63165739635144; score = -506.0; mean_score/100_episodes = -509.13; reward = -506.0; mean_reward/100_episodes = -508.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-11 03:20:46
Episode no = 4700; won: False; iter_time_steps = 7; Q(s,a) = -18.425047575160146; score = -506.0; mean_score/100_episodes = -509.54; reward = -506.0; mean_reward/100_episodes = -509.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-11 03:20:57
Episode no = 4800; won: False; iter_time_steps = 5; Q(s,a) = -19.31860891930565; score = -504.0; mean_score/100_episodes = -510.8; reward = -504.0; mean_reward/100_episodes = -510.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-11 03:21:07
Episode no = 4900; won: False; iter_time_steps = 23; Q(s,a) = -18.341278935602368; score = -512.0; mean_score/100_episodes = -510.42; reward = -511.0; mean_reward/100_episodes = -509.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-11 03:21:17
Episode no = 5000; won: False; iter_time_steps = 8; Q(s,a) = -19.25996108765075; score = -507.0; mean_score/100_episodes = -509.93; reward = -507.0; mean_reward/100_episodes = -509.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-11 03:21:27
Episode no = 5100; won: False; iter_time_steps = 9; Q(s,a) = -19.231575432598525; score = -508.0; mean_score/100_episodes = -510.24; reward = -508.0; mean_reward/100_episodes = -509.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-11 03:21:37
Episode no = 5200; won: False; iter_time_steps = 13; Q(s,a) = -18.9382368390601; score = -512.0; mean_score/100_episodes = -510.34; reward = -512.0; mean_reward/100_episodes = -510.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-11 03:21:47
Episode no = 5300; won: False; iter_time_steps = 9; Q(s,a) = -19.034271605105594; score = -508.0; mean_score/100_episodes = -510.88; reward = -508.0; mean_reward/100_episodes = -510.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-11 03:21:58
Episode no = 5400; won: False; iter_time_steps = 10; Q(s,a) = -19.2072011185741; score = -509.0; mean_score/100_episodes = -511.15; reward = -509.0; mean_reward/100_episodes = -510.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-11 03:22:09
Episode no = 5500; won: False; iter_time_steps = 19; Q(s,a) = -18.95589667341943; score = -508.0; mean_score/100_episodes = -511.59; reward = -507.0; mean_reward/100_episodes = -510.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-11 03:22:21
Episode no = 5600; won: False; iter_time_steps = 12; Q(s,a) = -19.07344278477033; score = -511.0; mean_score/100_episodes = -511.27; reward = -511.0; mean_reward/100_episodes = -511.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-11 03:22:32
Episode no = 5700; won: False; iter_time_steps = 8; Q(s,a) = -19.482421924078785; score = -507.0; mean_score/100_episodes = -511.57; reward = -507.0; mean_reward/100_episodes = -511.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-11 03:22:44
Episode no = 5800; won: False; iter_time_steps = 7; Q(s,a) = -19.613141702936993; score = -506.0; mean_score/100_episodes = -500.74; reward = -506.0; mean_reward/100_episodes = -504.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.01, 2024-12-11 03:22:57
Episode no = 5900; won: False; iter_time_steps = 33; Q(s,a) = -19.330209247577372; score = -532.0; mean_score/100_episodes = -511.68; reward = -532.0; mean_reward/100_episodes = -511.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-11 03:23:09
Episode no = 6000; won: False; iter_time_steps = 8; Q(s,a) = -19.72145508458358; score = -507.0; mean_score/100_episodes = -500.56; reward = -507.0; mean_reward/100_episodes = -504.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.01, 2024-12-11 03:23:19
Episode no = 6100; won: False; iter_time_steps = 11; Q(s,a) = -19.796366282419555; score = -510.0; mean_score/100_episodes = -512.07; reward = -510.0; mean_reward/100_episodes = -511.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-11 03:23:33
Episode no = 6200; won: False; iter_time_steps = 15; Q(s,a) = -19.568118395452515; score = -504.0; mean_score/100_episodes = -501.64; reward = -503.0; mean_reward/100_episodes = -505.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.01, 2024-12-11 03:23:47
Episode no = 6300; won: False; iter_time_steps = 23; Q(s,a) = -19.66211522639155; score = -512.0; mean_score/100_episodes = -502.92; reward = -511.0; mean_reward/100_episodes = -506.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.01, 2024-12-11 03:24:00
Episode no = 6400; won: False; iter_time_steps = 12; Q(s,a) = -19.996635700331538; score = -511.0; mean_score/100_episodes = -512.94; reward = -511.0; mean_reward/100_episodes = -512.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-11 03:24:16
Episode no = 6500; won: False; iter_time_steps = 11; Q(s,a) = -19.971450787474456; score = -510.0; mean_score/100_episodes = -500.98; reward = -510.0; mean_reward/100_episodes = -504.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.01, 2024-12-11 03:24:30
Episode no = 6600; won: False; iter_time_steps = 18; Q(s,a) = -19.686369637190516; score = -517.0; mean_score/100_episodes = -510.55; reward = -517.0; mean_reward/100_episodes = -509.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-11 03:24:43
Episode no = 6700; won: False; iter_time_steps = 15; Q(s,a) = -19.634590610430493; score = -504.0; mean_score/100_episodes = -501.92; reward = -503.0; mean_reward/100_episodes = -505.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.01, 2024-12-11 03:24:59
Episode no = 6800; won: False; iter_time_steps = 12; Q(s,a) = -20.058973381673116; score = -511.0; mean_score/100_episodes = -512.12; reward = -511.0; mean_reward/100_episodes = -510.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:25:17
Episode no = 6900; won: False; iter_time_steps = 10; Q(s,a) = -19.893191358252352; score = -509.0; mean_score/100_episodes = -509.17; reward = -509.0; mean_reward/100_episodes = -507.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:25:31
Episode no = 7000; won: False; iter_time_steps = 14; Q(s,a) = -19.522910545465066; score = -513.0; mean_score/100_episodes = -501.03; reward = -513.0; mean_reward/100_episodes = -504.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-11 03:25:47
Episode no = 7100; won: False; iter_time_steps = 18; Q(s,a) = -19.307314639598903; score = -507.0; mean_score/100_episodes = -511.21; reward = -506.0; mean_reward/100_episodes = -510.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:26:05
Episode no = 7200; won: False; iter_time_steps = 20; Q(s,a) = -18.763014797943878; score = -519.0; mean_score/100_episodes = -500.53; reward = -519.0; mean_reward/100_episodes = -503.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-11 03:26:21
Episode no = 7300; won: False; iter_time_steps = 6; Q(s,a) = -19.64961844797056; score = -505.0; mean_score/100_episodes = -499.64; reward = -505.0; mean_reward/100_episodes = -503.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-11 03:26:36
Episode no = 7400; won: False; iter_time_steps = 17; Q(s,a) = -18.008357116713437; score = -506.0; mean_score/100_episodes = -508.18; reward = -505.0; mean_reward/100_episodes = -507.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:26:48
Episode no = 7500; won: False; iter_time_steps = 15; Q(s,a) = -18.299313554038672; score = -504.0; mean_score/100_episodes = -506.83; reward = -503.0; mean_reward/100_episodes = -506.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:26:59
Episode no = 7600; won: False; iter_time_steps = 6; Q(s,a) = -19.305996357221538; score = -505.0; mean_score/100_episodes = -506.32; reward = -505.0; mean_reward/100_episodes = -505.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:27:08
Episode no = 7700; won: False; iter_time_steps = 6; Q(s,a) = -18.736042705134796; score = -505.0; mean_score/100_episodes = -507.24; reward = -505.0; mean_reward/100_episodes = -506.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:27:18
Episode no = 7800; won: False; iter_time_steps = 21; Q(s,a) = -13.28717425293051; score = -510.0; mean_score/100_episodes = -507.23; reward = -509.0; mean_reward/100_episodes = -506.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-11 03:27:28
Episode no = 7900; won: False; iter_time_steps = 14; Q(s,a) = -15.850916262430754; score = -503.0; mean_score/100_episodes = -477.94; reward = -502.0; mean_reward/100_episodes = -489.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-11 03:27:41
Episode no = 8000; won: False; iter_time_steps = 17; Q(s,a) = -10.67211362801413; score = -506.0; mean_score/100_episodes = -478.43; reward = -505.0; mean_reward/100_episodes = -490.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.03, 2024-12-11 03:27:54
Episode no = 8100; won: False; iter_time_steps = 16; Q(s,a) = -11.55521470784384; score = -505.0; mean_score/100_episodes = -496.12; reward = -504.0; mean_reward/100_episodes = -499.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-11 03:28:03
