Episode no = 100; won: False; iter_time_steps = 9; Q(s,a) = nan; score = -508.0; mean_score/100_episodes = -508.84; reward = -508.0; mean_reward/100_episodes = -509.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-20 04:04:03
Episode no = 2400; won: False; iter_time_steps = 8; Q(s,a) = -15.487783821448899; score = -507.0; mean_score/100_episodes = -510.1; reward = -507.0; mean_reward/100_episodes = -509.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-20 04:05:34
Episode no = 2500; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -509.97; reward = -506.0; mean_reward/100_episodes = -509.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-20 04:05:38
Episode no = 2600; won: False; iter_time_steps = 21; Q(s,a) = -15.763684910838098; score = -520.0; mean_score/100_episodes = -509.53; reward = -520.0; mean_reward/100_episodes = -509.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-20 04:05:42
Episode no = 2700; won: False; iter_time_steps = 9; Q(s,a) = -15.902885849503264; score = -508.0; mean_score/100_episodes = -509.58; reward = -508.0; mean_reward/100_episodes = -509.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-20 04:05:46
Episode no = 2800; won: False; iter_time_steps = 20; Q(s,a) = -16.15476734058111; score = -519.0; mean_score/100_episodes = -509.75; reward = -519.0; mean_reward/100_episodes = -509.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-20 04:05:50
Episode no = 2900; won: False; iter_time_steps = 15; Q(s,a) = -16.419359130764757; score = -514.0; mean_score/100_episodes = -509.19; reward = -514.0; mean_reward/100_episodes = -509.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-20 04:05:54
Episode no = 3000; won: False; iter_time_steps = 19; Q(s,a) = -16.103786208040333; score = -508.0; mean_score/100_episodes = -509.71; reward = -507.0; mean_reward/100_episodes = -509.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-20 04:05:58
Episode no = 3100; won: False; iter_time_steps = 7; Q(s,a) = -17.315017851594252; score = -506.0; mean_score/100_episodes = -509.52; reward = -506.0; mean_reward/100_episodes = -509.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-20 04:06:02
Episode no = 3200; won: False; iter_time_steps = 19; Q(s,a) = -16.99699201874953; score = -518.0; mean_score/100_episodes = -509.41; reward = -518.0; mean_reward/100_episodes = -509.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-20 04:06:06
Episode no = 3300; won: False; iter_time_steps = 16; Q(s,a) = -17.058189692810167; score = -515.0; mean_score/100_episodes = -509.15; reward = -515.0; mean_reward/100_episodes = -509.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-20 04:06:10
Episode no = 3400; won: False; iter_time_steps = 6; Q(s,a) = -17.173170555184228; score = -505.0; mean_score/100_episodes = -509.59; reward = -505.0; mean_reward/100_episodes = -509.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-20 04:06:14
Episode no = 3500; won: False; iter_time_steps = 8; Q(s,a) = -17.47208415988202; score = -507.0; mean_score/100_episodes = -508.66; reward = -507.0; mean_reward/100_episodes = -508.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-20 04:06:18
Episode no = 3600; won: False; iter_time_steps = 18; Q(s,a) = -15.871385472637172; score = -507.0; mean_score/100_episodes = -508.4; reward = -506.0; mean_reward/100_episodes = -508.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-20 04:06:22
Episode no = 3700; won: False; iter_time_steps = 14; Q(s,a) = -18.39980367692644; score = -513.0; mean_score/100_episodes = -507.99; reward = -513.0; mean_reward/100_episodes = -507.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-20 04:06:26
Episode no = 3800; won: False; iter_time_steps = 14; Q(s,a) = -14.023339463282872; score = -503.0; mean_score/100_episodes = -507.26; reward = -502.0; mean_reward/100_episodes = -506.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-20 04:06:30
Episode no = 3900; won: False; iter_time_steps = 5; Q(s,a) = -14.105608835863425; score = -504.0; mean_score/100_episodes = -505.47; reward = -504.0; mean_reward/100_episodes = -504.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-20 04:06:34
Episode no = 4000; won: False; iter_time_steps = 6; Q(s,a) = -16.606486695489068; score = -505.0; mean_score/100_episodes = -505.16; reward = -505.0; mean_reward/100_episodes = -504.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-20 04:06:38
Episode no = 4100; won: False; iter_time_steps = 6; Q(s,a) = -14.86086823601984; score = -505.0; mean_score/100_episodes = -505.24; reward = -505.0; mean_reward/100_episodes = -504.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-20 04:06:42
Episode no = 4200; won: False; iter_time_steps = 15; Q(s,a) = -6.795794344323593; score = -504.0; mean_score/100_episodes = -505.48; reward = -503.0; mean_reward/100_episodes = -504.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-20 04:06:46
Episode no = 4300; won: False; iter_time_steps = 5; Q(s,a) = -7.665988815787481; score = -504.0; mean_score/100_episodes = -505.42; reward = -504.0; mean_reward/100_episodes = -504.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-20 04:06:51
Episode no = 4400; won: False; iter_time_steps = 5; Q(s,a) = -7.325534906050516; score = -504.0; mean_score/100_episodes = -504.66; reward = -504.0; mean_reward/100_episodes = -503.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-20 04:06:54
Episode no = 4500; won: False; iter_time_steps = 6; Q(s,a) = -9.39673636720636; score = -505.0; mean_score/100_episodes = -505.05; reward = -505.0; mean_reward/100_episodes = -504.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-20 04:06:58
Episode no = 4600; won: False; iter_time_steps = 7; Q(s,a) = -9.26238697486626; score = -506.0; mean_score/100_episodes = -504.82; reward = -506.0; mean_reward/100_episodes = -504.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-20 04:07:02
Episode no = 4700; won: False; iter_time_steps = 5; Q(s,a) = -6.951769646631277; score = -504.0; mean_score/100_episodes = -505.1; reward = -504.0; mean_reward/100_episodes = -504.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-20 04:07:06
Episode no = 4800; won: False; iter_time_steps = 16; Q(s,a) = -6.5317387711688735; score = -505.0; mean_score/100_episodes = -505.55; reward = -504.0; mean_reward/100_episodes = -504.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-20 04:07:11
Episode no = 4900; won: False; iter_time_steps = 19; Q(s,a) = -1.1738457941607405; score = -508.0; mean_score/100_episodes = -504.58; reward = -507.0; mean_reward/100_episodes = -503.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-20 04:07:14
Episode no = 5000; won: False; iter_time_steps = 18; Q(s,a) = 0.1564345434937382; score = -507.0; mean_score/100_episodes = -504.62; reward = -506.0; mean_reward/100_episodes = -503.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-20 04:07:19
Episode no = 5100; won: False; iter_time_steps = 7; Q(s,a) = -6.488499491691627; score = -506.0; mean_score/100_episodes = -504.54; reward = -506.0; mean_reward/100_episodes = -504.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-20 04:07:22
Episode no = 5200; won: False; iter_time_steps = 14; Q(s,a) = -0.4438290465983189; score = -503.0; mean_score/100_episodes = -504.59; reward = -502.0; mean_reward/100_episodes = -503.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-20 04:07:26
Episode no = 5300; won: False; iter_time_steps = 13; Q(s,a) = -1.3133335575715845; score = -502.0; mean_score/100_episodes = -504.26; reward = -501.0; mean_reward/100_episodes = -503.69; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-20 04:07:30
Episode no = 5400; won: False; iter_time_steps = 5; Q(s,a) = -2.0451049577859703; score = -504.0; mean_score/100_episodes = -504.65; reward = -504.0; mean_reward/100_episodes = -504.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-20 04:07:34
Episode no = 5500; won: False; iter_time_steps = 5; Q(s,a) = -3.2803281068708636; score = -504.0; mean_score/100_episodes = -504.49; reward = -504.0; mean_reward/100_episodes = -503.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-20 04:07:38
Episode no = 5600; won: False; iter_time_steps = 5; Q(s,a) = -3.183639185213385; score = -504.0; mean_score/100_episodes = -504.11; reward = -504.0; mean_reward/100_episodes = -503.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-20 04:07:41
Episode no = 5700; won: False; iter_time_steps = 16; Q(s,a) = -1.861736725839184; score = -505.0; mean_score/100_episodes = -504.76; reward = -504.0; mean_reward/100_episodes = -504.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-20 04:07:45
Episode no = 5800; won: False; iter_time_steps = 15; Q(s,a) = -1.9863350459110454; score = -504.0; mean_score/100_episodes = -504.57; reward = -503.0; mean_reward/100_episodes = -504.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-20 04:07:49
Episode no = 5900; won: False; iter_time_steps = 6; Q(s,a) = -3.327615697903327; score = -505.0; mean_score/100_episodes = -504.42; reward = -505.0; mean_reward/100_episodes = -503.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-20 04:07:53
Episode no = 6000; won: False; iter_time_steps = 15; Q(s,a) = -2.5833380221319633; score = -504.0; mean_score/100_episodes = -504.31; reward = -503.0; mean_reward/100_episodes = -503.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-20 04:07:58
Episode no = 6100; won: False; iter_time_steps = 14; Q(s,a) = -3.072263699715467; score = -503.0; mean_score/100_episodes = -504.76; reward = -502.0; mean_reward/100_episodes = -504.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-20 04:08:02
Episode no = 6200; won: False; iter_time_steps = 14; Q(s,a) = -3.741764742128938; score = -503.0; mean_score/100_episodes = -504.66; reward = -502.0; mean_reward/100_episodes = -504.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-20 04:08:06
Episode no = 6300; won: False; iter_time_steps = 15; Q(s,a) = -4.103701553100084; score = -504.0; mean_score/100_episodes = -504.55; reward = -503.0; mean_reward/100_episodes = -504.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-20 04:08:10
Episode no = 6400; won: False; iter_time_steps = 5; Q(s,a) = -5.289953370544528; score = -504.0; mean_score/100_episodes = -504.69; reward = -504.0; mean_reward/100_episodes = -504.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-20 04:08:14
Episode no = 6500; won: False; iter_time_steps = 5; Q(s,a) = -6.172873612889995; score = -504.0; mean_score/100_episodes = -504.35; reward = -504.0; mean_reward/100_episodes = -503.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-20 04:08:18
Episode no = 6600; won: False; iter_time_steps = 5; Q(s,a) = -6.800772417370451; score = -504.0; mean_score/100_episodes = -504.32; reward = -504.0; mean_reward/100_episodes = -503.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-20 04:08:22
Episode no = 6700; won: False; iter_time_steps = 16; Q(s,a) = -5.371886638845674; score = -505.0; mean_score/100_episodes = -504.45; reward = -504.0; mean_reward/100_episodes = -503.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-20 04:08:26
Episode no = 6800; won: False; iter_time_steps = 6; Q(s,a) = -6.922561324831219; score = -505.0; mean_score/100_episodes = -504.12; reward = -505.0; mean_reward/100_episodes = -503.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:30
Episode no = 6900; won: False; iter_time_steps = 5; Q(s,a) = -6.640908842816286; score = -504.0; mean_score/100_episodes = -504.31; reward = -504.0; mean_reward/100_episodes = -503.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:34
Episode no = 7000; won: False; iter_time_steps = 5; Q(s,a) = -6.8088459905700285; score = -504.0; mean_score/100_episodes = -504.54; reward = -504.0; mean_reward/100_episodes = -504.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:38
Episode no = 7100; won: False; iter_time_steps = 19; Q(s,a) = -6.685232401507564; score = -508.0; mean_score/100_episodes = -504.42; reward = -507.0; mean_reward/100_episodes = -503.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:42
Episode no = 7200; won: False; iter_time_steps = 6; Q(s,a) = -8.152558523061453; score = -505.0; mean_score/100_episodes = -504.42; reward = -505.0; mean_reward/100_episodes = -503.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:46
Episode no = 7300; won: False; iter_time_steps = 16; Q(s,a) = -7.329480227104871; score = -505.0; mean_score/100_episodes = -504.49; reward = -504.0; mean_reward/100_episodes = -503.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:50
Episode no = 7400; won: False; iter_time_steps = 15; Q(s,a) = -7.167384830351467; score = -504.0; mean_score/100_episodes = -504.29; reward = -503.0; mean_reward/100_episodes = -503.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:55
Episode no = 7500; won: False; iter_time_steps = 5; Q(s,a) = -8.04805831994744; score = -504.0; mean_score/100_episodes = -504.51; reward = -504.0; mean_reward/100_episodes = -503.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:08:59
Episode no = 7600; won: False; iter_time_steps = 18; Q(s,a) = -7.465859686785418; score = -507.0; mean_score/100_episodes = -504.45; reward = -506.0; mean_reward/100_episodes = -503.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:09:03
Episode no = 7700; won: False; iter_time_steps = 5; Q(s,a) = -8.611818429511617; score = -504.0; mean_score/100_episodes = -504.57; reward = -504.0; mean_reward/100_episodes = -504.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:09:07
Episode no = 7800; won: False; iter_time_steps = 15; Q(s,a) = -7.9200098570683455; score = -504.0; mean_score/100_episodes = -504.61; reward = -503.0; mean_reward/100_episodes = -504.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:09:11
Episode no = 7900; won: False; iter_time_steps = 5; Q(s,a) = -8.978705611243944; score = -504.0; mean_score/100_episodes = -504.64; reward = -504.0; mean_reward/100_episodes = -504.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:09:15
Episode no = 8000; won: False; iter_time_steps = 5; Q(s,a) = -8.698366717796336; score = -504.0; mean_score/100_episodes = -504.49; reward = -504.0; mean_reward/100_episodes = -504.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:09:19
Episode no = 8100; won: False; iter_time_steps = 5; Q(s,a) = -8.889225967387661; score = -504.0; mean_score/100_episodes = -504.4; reward = -504.0; mean_reward/100_episodes = -503.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-20 04:09:23
