Episode no = 100; won: False; iter_time_steps = 9; Q(s,a) = nan; score = -508.0; mean_score/100_episodes = -509.2; reward = -508.0; mean_reward/100_episodes = -509.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-16 09:43:53
Episode no = 2700; won: False; iter_time_steps = 18; Q(s,a) = -13.228572730010884; score = -507.0; mean_score/100_episodes = -509.53; reward = -495.0; mean_reward/100_episodes = -509.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-16 09:47:01
Episode no = 2800; won: False; iter_time_steps = 8; Q(s,a) = -12.601580857320936; score = -507.0; mean_score/100_episodes = -510.43; reward = -507.0; mean_reward/100_episodes = -510.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-16 09:47:09
Episode no = 2900; won: False; iter_time_steps = 13; Q(s,a) = -14.792622784163212; score = -512.0; mean_score/100_episodes = -509.85; reward = -512.0; mean_reward/100_episodes = -509.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-16 09:47:17
Episode no = 3000; won: False; iter_time_steps = 10; Q(s,a) = -15.180785699973342; score = -509.0; mean_score/100_episodes = -510.52; reward = -509.0; mean_reward/100_episodes = -510.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-16 09:47:26
Episode no = 3100; won: False; iter_time_steps = 21; Q(s,a) = -12.017863011794496; score = -520.0; mean_score/100_episodes = -510.2; reward = -520.0; mean_reward/100_episodes = -510.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-16 09:47:36
Episode no = 3200; won: False; iter_time_steps = 12; Q(s,a) = -12.485213599941053; score = -511.0; mean_score/100_episodes = -511.27; reward = -511.0; mean_reward/100_episodes = -511.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-16 09:47:45
Episode no = 3300; won: False; iter_time_steps = 10; Q(s,a) = -12.998684087723705; score = -509.0; mean_score/100_episodes = -510.51; reward = -509.0; mean_reward/100_episodes = -510.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-16 09:47:54
Episode no = 3400; won: False; iter_time_steps = 10; Q(s,a) = -13.044134501678133; score = -509.0; mean_score/100_episodes = -510.68; reward = -509.0; mean_reward/100_episodes = -510.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-16 09:48:05
Episode no = 3500; won: False; iter_time_steps = 8; Q(s,a) = -16.4325103823783; score = -507.0; mean_score/100_episodes = -510.97; reward = -507.0; mean_reward/100_episodes = -510.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-16 09:48:16
Episode no = 3600; won: False; iter_time_steps = 7; Q(s,a) = -15.548513190649116; score = -506.0; mean_score/100_episodes = -510.29; reward = -506.0; mean_reward/100_episodes = -509.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-16 09:48:26
Episode no = 3700; won: False; iter_time_steps = 20; Q(s,a) = -16.10993503393593; score = -509.0; mean_score/100_episodes = -500.82; reward = -508.0; mean_reward/100_episodes = -504.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.01, 2024-12-16 09:48:37
Episode no = 3800; won: False; iter_time_steps = 6; Q(s,a) = -15.437992176645425; score = -505.0; mean_score/100_episodes = -501.43; reward = -505.0; mean_reward/100_episodes = -505.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.01, 2024-12-16 09:48:48
Episode no = 3900; won: False; iter_time_steps = 22; Q(s,a) = -16.537926405947257; score = -521.0; mean_score/100_episodes = -511.53; reward = -521.0; mean_reward/100_episodes = -511.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-16 09:48:59
Episode no = 4000; won: False; iter_time_steps = 11; Q(s,a) = -16.439386081610735; score = -510.0; mean_score/100_episodes = -511.18; reward = -510.0; mean_reward/100_episodes = -510.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-16 09:49:10
Episode no = 4100; won: False; iter_time_steps = 8; Q(s,a) = -16.60104832383835; score = -507.0; mean_score/100_episodes = -511.47; reward = -507.0; mean_reward/100_episodes = -511.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-16 09:49:20
Episode no = 4200; won: False; iter_time_steps = 10; Q(s,a) = -15.935903493714052; score = -509.0; mean_score/100_episodes = -502.23; reward = -509.0; mean_reward/100_episodes = -506.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.01, 2024-12-16 09:49:31
Episode no = 4300; won: False; iter_time_steps = 18; Q(s,a) = -16.55478210406091; score = -517.0; mean_score/100_episodes = -510.99; reward = -517.0; mean_reward/100_episodes = -510.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-16 09:49:42
Episode no = 4400; won: False; iter_time_steps = 9; Q(s,a) = -16.397596712006226; score = -508.0; mean_score/100_episodes = -512.35; reward = -508.0; mean_reward/100_episodes = -512.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-16 09:49:54
Episode no = 4500; won: False; iter_time_steps = 18; Q(s,a) = -16.906374567347605; score = -517.0; mean_score/100_episodes = -512.48; reward = -517.0; mean_reward/100_episodes = -512.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-16 09:50:07
Episode no = 4600; won: False; iter_time_steps = 12; Q(s,a) = -16.140305025051656; score = -511.0; mean_score/100_episodes = -503.91; reward = -511.0; mean_reward/100_episodes = -507.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.01, 2024-12-16 09:50:20
Episode no = 4700; won: False; iter_time_steps = 11; Q(s,a) = -17.272662872844286; score = -510.0; mean_score/100_episodes = -511.24; reward = -510.0; mean_reward/100_episodes = -510.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-16 09:50:29
Episode no = 4800; won: False; iter_time_steps = 6; Q(s,a) = -17.931143694541284; score = -505.0; mean_score/100_episodes = -511.08; reward = -505.0; mean_reward/100_episodes = -510.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-16 09:50:42
Episode no = 4900; won: False; iter_time_steps = 14; Q(s,a) = -16.64251836610129; score = -513.0; mean_score/100_episodes = -512.47; reward = -513.0; mean_reward/100_episodes = -511.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-16 09:50:55
Episode no = 5000; won: False; iter_time_steps = 14; Q(s,a) = -17.52272710687312; score = -513.0; mean_score/100_episodes = -512.33; reward = -513.0; mean_reward/100_episodes = -511.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-16 09:51:09
Episode no = 5100; won: False; iter_time_steps = 23; Q(s,a) = -16.59543726841428; score = -512.0; mean_score/100_episodes = -501.55; reward = -511.0; mean_reward/100_episodes = -504.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.01, 2024-12-16 09:51:24
Episode no = 5200; won: False; iter_time_steps = 30; Q(s,a) = -16.48875198099082; score = -519.0; mean_score/100_episodes = -500.61; reward = -518.0; mean_reward/100_episodes = -503.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.01, 2024-12-16 09:51:40
Episode no = 5300; won: False; iter_time_steps = 47; Q(s,a) = -15.609391482914386; score = -536.0; mean_score/100_episodes = -511.6; reward = -535.0; mean_reward/100_episodes = -510.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-16 09:51:54
Episode no = 5400; won: False; iter_time_steps = 19; Q(s,a) = -15.415575049002513; score = -508.0; mean_score/100_episodes = -510.06; reward = -507.0; mean_reward/100_episodes = -509.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-16 09:52:08
Episode no = 5500; won: False; iter_time_steps = 11; Q(s,a) = -17.07288346877367; score = -510.0; mean_score/100_episodes = -489.84; reward = -510.0; mean_reward/100_episodes = -496.62; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.02, 2024-12-16 09:52:23
Episode no = 5600; won: False; iter_time_steps = 16; Q(s,a) = -11.870385623792453; score = -505.0; mean_score/100_episodes = -510.96; reward = -504.0; mean_reward/100_episodes = -509.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-16 09:52:40
Episode no = 5700; won: False; iter_time_steps = 14; Q(s,a) = -7.946225178599371; score = -503.0; mean_score/100_episodes = -502.32; reward = -502.0; mean_reward/100_episodes = -504.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.01, 2024-12-16 09:52:58
Episode no = 5800; won: False; iter_time_steps = 10; Q(s,a) = -17.275702151232853; score = -509.0; mean_score/100_episodes = -478.96; reward = -509.0; mean_reward/100_episodes = -489.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.03, 2024-12-16 09:53:12
Episode no = 5900; won: False; iter_time_steps = 15; Q(s,a) = -12.452321764166495; score = -504.0; mean_score/100_episodes = -480.1; reward = -503.0; mean_reward/100_episodes = -490.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.03, 2024-12-16 09:53:29
Episode no = 6000; won: False; iter_time_steps = 23; Q(s,a) = -7.62126052624754; score = -512.0; mean_score/100_episodes = -511.65; reward = -511.0; mean_reward/100_episodes = -509.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-16 09:53:45
Episode no = 6100; won: False; iter_time_steps = 19; Q(s,a) = -6.0985622203547765; score = -508.0; mean_score/100_episodes = -481.52; reward = -507.0; mean_reward/100_episodes = -492.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.03, 2024-12-16 09:54:04
Episode no = 6200; won: False; iter_time_steps = 15; Q(s,a) = -11.303450445944373; score = -504.0; mean_score/100_episodes = -500.74; reward = -503.0; mean_reward/100_episodes = -503.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.01, 2024-12-16 09:54:22
Episode no = 6300; won: False; iter_time_steps = 23; Q(s,a) = -4.790868405545773; score = -512.0; mean_score/100_episodes = -482.31; reward = -511.0; mean_reward/100_episodes = -492.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.03, 2024-12-16 09:54:41
Episode no = 6400; won: False; iter_time_steps = 15; Q(s,a) = -8.401272311375424; score = -504.0; mean_score/100_episodes = -441.42; reward = -492.0; mean_reward/100_episodes = -468.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.07, 2024-12-16 09:54:59
Episode no = 6500; won: False; iter_time_steps = 13; Q(s,a) = -11.408365982034478; score = -512.0; mean_score/100_episodes = -441.13; reward = -512.0; mean_reward/100_episodes = -468.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.07, 2024-12-16 09:55:18
Episode no = 6600; won: False; iter_time_steps = 47; Q(s,a) = -7.8044510732947; score = -536.0; mean_score/100_episodes = -432.31; reward = -535.0; mean_reward/100_episodes = -463.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.08, 2024-12-16 09:55:37
Episode no = 6700; won: False; iter_time_steps = 47; Q(s,a) = -5.400029027158649; score = -536.0; mean_score/100_episodes = -353.45; reward = -535.0; mean_reward/100_episodes = -417.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.16, 2024-12-16 09:55:56
Episode no = 6800; won: True; iter_time_steps = 22; Q(s,a) = -4.961899080414354; score = 499.0; mean_score/100_episodes = -250.28; reward = 90.0; mean_reward/100_episodes = -355.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.26, 2024-12-16 09:56:14
Episode no = 6900; won: True; iter_time_steps = 26; Q(s,a) = -1.6169825355918466; score = 495.0; mean_score/100_episodes = -178.89; reward = 86.0; mean_reward/100_episodes = -312.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.33, 2024-12-16 09:56:32
Episode no = 7000; won: True; iter_time_steps = 26; Q(s,a) = -0.42751072990250716; score = 495.0; mean_score/100_episodes = -130.42; reward = 86.0; mean_reward/100_episodes = -284.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.38, 2024-12-16 09:56:51
Episode no = 7100; won: True; iter_time_steps = 20; Q(s,a) = -1.7163382792182182; score = 501.0; mean_score/100_episodes = -49.68; reward = 92.0; mean_reward/100_episodes = -236.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.46, 2024-12-16 09:57:10
Episode no = 7200; won: False; iter_time_steps = 29; Q(s,a) = -2.650680984084767; score = -518.0; mean_score/100_episodes = -130.58; reward = -517.0; mean_reward/100_episodes = -284.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.38, 2024-12-16 09:57:29
Episode no = 7300; won: False; iter_time_steps = 67; Q(s,a) = -4.105354784489167; score = -556.0; mean_score/100_episodes = -133.31; reward = -555.0; mean_reward/100_episodes = -287.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.38, 2024-12-16 09:57:51
Episode no = 7400; won: False; iter_time_steps = 19; Q(s,a) = 2.25366215304317; score = -508.0; mean_score/100_episodes = -121.44; reward = -507.0; mean_reward/100_episodes = -279.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.39, 2024-12-16 09:58:11
Episode no = 7500; won: False; iter_time_steps = 20; Q(s,a) = -5.500700218522458; score = -509.0; mean_score/100_episodes = 30.81; reward = -508.0; mean_reward/100_episodes = -189.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.54, 2024-12-16 09:58:31
Episode no = 7600; won: False; iter_time_steps = 15; Q(s,a) = -1.0008656551045512; score = -504.0; mean_score/100_episodes = 51.88; reward = -492.0; mean_reward/100_episodes = -176.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.56, 2024-12-16 09:58:50
Episode no = 7700; won: True; iter_time_steps = 20; Q(s,a) = 11.295955852465918; score = 501.0; mean_score/100_episodes = 31.58; reward = 92.0; mean_reward/100_episodes = -187.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.54, 2024-12-16 09:59:08
Episode no = 7800; won: True; iter_time_steps = 19; Q(s,a) = 12.584247063893091; score = 502.0; mean_score/100_episodes = 142.53; reward = 93.0; mean_reward/100_episodes = -122.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.65, 2024-12-16 09:59:28
Episode no = 7900; won: False; iter_time_steps = 15; Q(s,a) = 1.9341658463360862; score = -504.0; mean_score/100_episodes = 83.17; reward = -492.0; mean_reward/100_episodes = -157.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.59, 2024-12-16 09:59:46
Episode no = 8000; won: True; iter_time_steps = 34; Q(s,a) = 26.082727615027075; score = 487.0; mean_score/100_episodes = -6.05; reward = 78.0; mean_reward/100_episodes = -208.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.5, 2024-12-16 10:00:02
Episode no = 8100; won: True; iter_time_steps = 22; Q(s,a) = 22.718566022267826; score = 499.0; mean_score/100_episodes = 183.28; reward = 90.0; mean_reward/100_episodes = -98.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.69, 2024-12-16 10:00:20
