Episode no = 100; won: False; iter_time_steps = 11; Q(s,a) = nan; score = -510.0; mean_score/100_episodes = -510.2; reward = -510.0; mean_reward/100_episodes = -510.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-17 10:39:08
Episode no = 4800; won: False; iter_time_steps = 15; Q(s,a) = 11.022702401711108; score = -504.0; mean_score/100_episodes = -463.61; reward = -503.0; mean_reward/100_episodes = -483.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.05, 2024-12-17 10:45:16
Episode no = 4900; won: False; iter_time_steps = 22; Q(s,a) = 2.4405602858294255; score = -511.0; mean_score/100_episodes = -496.48; reward = -510.0; mean_reward/100_episodes = -502.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.02, 2024-12-17 10:45:29
Episode no = 5000; won: False; iter_time_steps = 19; Q(s,a) = -1.44581689618397; score = -508.0; mean_score/100_episodes = -445.27; reward = -496.0; mean_reward/100_episodes = -471.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.07, 2024-12-17 10:45:41
Episode no = 5100; won: False; iter_time_steps = 48; Q(s,a) = 53.612671207741556; score = -537.0; mean_score/100_episodes = -455.53; reward = -536.0; mean_reward/100_episodes = -478.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.06, 2024-12-17 10:45:55
Episode no = 5200; won: False; iter_time_steps = 31; Q(s,a) = 9.402513044147435; score = -520.0; mean_score/100_episodes = -384.43; reward = -508.0; mean_reward/100_episodes = -436.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.13, 2024-12-17 10:46:09
Episode no = 5300; won: False; iter_time_steps = 30; Q(s,a) = 31.442817744692597; score = -519.0; mean_score/100_episodes = -406.82; reward = -518.0; mean_reward/100_episodes = -450.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.11, 2024-12-17 10:46:25
Episode no = 5400; won: True; iter_time_steps = 48; Q(s,a) = 94.89908497223581; score = 473.0; mean_score/100_episodes = -232.48; reward = 64.0; mean_reward/100_episodes = -345.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.28, 2024-12-17 10:46:39
Episode no = 5500; won: False; iter_time_steps = 35; Q(s,a) = 20.549013025945438; score = -524.0; mean_score/100_episodes = -291.97; reward = -523.0; mean_reward/100_episodes = -381.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.22, 2024-12-17 10:46:52
Episode no = 5600; won: False; iter_time_steps = 26; Q(s,a) = 56.48771536262302; score = -515.0; mean_score/100_episodes = -372.52; reward = -514.0; mean_reward/100_episodes = -428.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.14, 2024-12-17 10:47:06
Episode no = 5700; won: True; iter_time_steps = 34; Q(s,a) = 64.85772245508804; score = 487.0; mean_score/100_episodes = -331.59; reward = 78.0; mean_reward/100_episodes = -403.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.18, 2024-12-17 10:47:19
Episode no = 5800; won: True; iter_time_steps = 26; Q(s,a) = 63.034816055296375; score = 495.0; mean_score/100_episodes = -302.56; reward = 86.0; mean_reward/100_episodes = -387.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.21, 2024-12-17 10:47:32
Episode no = 5900; won: True; iter_time_steps = 26; Q(s,a) = 92.70616339440176; score = 495.0; mean_score/100_episodes = -260.74; reward = 86.0; mean_reward/100_episodes = -362.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.25, 2024-12-17 10:47:45
Episode no = 6000; won: False; iter_time_steps = 21; Q(s,a) = 52.60170707417666; score = -510.0; mean_score/100_episodes = -404.01; reward = -509.0; mean_reward/100_episodes = -447.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.11, 2024-12-17 10:47:59
Episode no = 6100; won: False; iter_time_steps = 24; Q(s,a) = 48.04705633139465; score = -513.0; mean_score/100_episodes = -341.25; reward = -512.0; mean_reward/100_episodes = -408.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.17, 2024-12-17 10:48:13
Episode no = 6200; won: False; iter_time_steps = 15; Q(s,a) = 74.65630521520741; score = -504.0; mean_score/100_episodes = -454.94; reward = -492.0; mean_reward/100_episodes = -478.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.06, 2024-12-17 10:48:27
Episode no = 6300; won: False; iter_time_steps = 19; Q(s,a) = 72.43390885373834; score = -508.0; mean_score/100_episodes = -351.24; reward = -507.0; mean_reward/100_episodes = -414.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.16, 2024-12-17 10:48:39
Episode no = 6400; won: False; iter_time_steps = 22; Q(s,a) = 160.39366766221764; score = -511.0; mean_score/100_episodes = -220.71; reward = -510.0; mean_reward/100_episodes = -337.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.29, 2024-12-17 10:48:53
Episode no = 6500; won: False; iter_time_steps = 21; Q(s,a) = 33.735791507845086; score = -510.0; mean_score/100_episodes = -382.16; reward = -509.0; mean_reward/100_episodes = -433.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.13, 2024-12-17 10:49:05
Episode no = 6600; won: False; iter_time_steps = 18; Q(s,a) = 34.948773637249005; score = -507.0; mean_score/100_episodes = -341.49; reward = -506.0; mean_reward/100_episodes = -409.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.17, 2024-12-17 10:49:18
Episode no = 6700; won: False; iter_time_steps = 19; Q(s,a) = 55.70207109042037; score = -508.0; mean_score/100_episodes = -351.27; reward = -496.0; mean_reward/100_episodes = -415.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.16, 2024-12-17 10:49:31
Episode no = 6800; won: False; iter_time_steps = 29; Q(s,a) = 137.00727446116215; score = -518.0; mean_score/100_episodes = -178.63; reward = -517.0; mean_reward/100_episodes = -312.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.33, 2024-12-17 10:49:44
Episode no = 6900; won: False; iter_time_steps = 20; Q(s,a) = 38.99476775062549; score = -509.0; mean_score/100_episodes = -106.36; reward = -508.0; mean_reward/100_episodes = -269.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.4, 2024-12-17 10:49:56
Episode no = 7000; won: False; iter_time_steps = 17; Q(s,a) = 243.21844906109132; score = -506.0; mean_score/100_episodes = -176.09; reward = -505.0; mean_reward/100_episodes = -309.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.33, 2024-12-17 10:50:07
Episode no = 7100; won: False; iter_time_steps = 15; Q(s,a) = 93.57545435581584; score = -504.0; mean_score/100_episodes = -106.1; reward = -492.0; mean_reward/100_episodes = -268.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.4, 2024-12-17 10:50:19
Episode no = 7200; won: True; iter_time_steps = 18; Q(s,a) = 254.64568209857637; score = 503.0; mean_score/100_episodes = -64.69; reward = 94.0; mean_reward/100_episodes = -242.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-17 10:50:30
Episode no = 7300; won: False; iter_time_steps = 20; Q(s,a) = 150.1466854755715; score = -509.0; mean_score/100_episodes = -147.0; reward = -508.0; mean_reward/100_episodes = -293.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.36, 2024-12-17 10:50:43
Episode no = 7400; won: True; iter_time_steps = 34; Q(s,a) = 268.26833259075585; score = 487.0; mean_score/100_episodes = 95.05; reward = 78.0; mean_reward/100_episodes = -149.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.6, 2024-12-17 10:50:56
Episode no = 7500; won: False; iter_time_steps = 19; Q(s,a) = 155.36263971389062; score = -508.0; mean_score/100_episodes = 35.83; reward = -507.0; mean_reward/100_episodes = -183.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.54, 2024-12-17 10:51:08
Episode no = 7600; won: False; iter_time_steps = 15; Q(s,a) = 109.22233370610314; score = -504.0; mean_score/100_episodes = 34.98; reward = -492.0; mean_reward/100_episodes = -184.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.54, 2024-12-17 10:51:20
Episode no = 7700; won: False; iter_time_steps = 15; Q(s,a) = 213.57945951159428; score = -504.0; mean_score/100_episodes = -56.25; reward = -503.0; mean_reward/100_episodes = -237.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.45, 2024-12-17 10:51:33
Episode no = 7800; won: True; iter_time_steps = 35; Q(s,a) = 387.131076961723; score = 486.0; mean_score/100_episodes = 14.65; reward = 77.0; mean_reward/100_episodes = -196.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.52, 2024-12-17 10:51:45
Episode no = 7900; won: True; iter_time_steps = 25; Q(s,a) = 327.80527965489364; score = 496.0; mean_score/100_episodes = 174.62; reward = 87.0; mean_reward/100_episodes = -102.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.68, 2024-12-17 10:51:59
Episode no = 8000; won: False; iter_time_steps = 15; Q(s,a) = 183.18491714338532; score = -504.0; mean_score/100_episodes = 104.56; reward = -503.0; mean_reward/100_episodes = -144.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.61, 2024-12-17 10:52:12
Episode no = 8100; won: False; iter_time_steps = 14; Q(s,a) = 159.2472820601482; score = -513.0; mean_score/100_episodes = -45.59; reward = -513.0; mean_reward/100_episodes = -232.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.46, 2024-12-17 10:52:24
