Episode no = 100; won: False; iter_time_steps = 6; Q(s,a) = nan; score = -505.0; mean_score/100_episodes = -509.49; reward = -505.0; mean_reward/100_episodes = -509.46; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-19 03:40:21
Episode no = 2200; won: False; iter_time_steps = 22; Q(s,a) = -14.272000282501082; score = -521.0; mean_score/100_episodes = -509.89; reward = -521.0; mean_reward/100_episodes = -509.8; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-19 03:41:43
Episode no = 2300; won: False; iter_time_steps = 13; Q(s,a) = -15.337199842326621; score = -512.0; mean_score/100_episodes = -510.12; reward = -512.0; mean_reward/100_episodes = -509.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-19 03:41:47
Episode no = 2400; won: False; iter_time_steps = 7; Q(s,a) = -14.958009669610371; score = -506.0; mean_score/100_episodes = -510.23; reward = -506.0; mean_reward/100_episodes = -510.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-19 03:41:51
Episode no = 2500; won: False; iter_time_steps = 10; Q(s,a) = -16.900829685039923; score = -509.0; mean_score/100_episodes = -510.78; reward = -509.0; mean_reward/100_episodes = -510.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-19 03:41:56
Episode no = 2600; won: False; iter_time_steps = 8; Q(s,a) = -16.22709016602664; score = -507.0; mean_score/100_episodes = -511.05; reward = -507.0; mean_reward/100_episodes = -510.97; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-19 03:42:01
Episode no = 2700; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -509.76; reward = -506.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-19 03:42:05
Episode no = 2800; won: False; iter_time_steps = 14; Q(s,a) = -16.750635590666192; score = -503.0; mean_score/100_episodes = -510.1; reward = -502.0; mean_reward/100_episodes = -510.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-19 03:42:10
Episode no = 2900; won: False; iter_time_steps = 10; Q(s,a) = -19.112050741169885; score = -509.0; mean_score/100_episodes = -510.92; reward = -509.0; mean_reward/100_episodes = -510.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-19 03:42:14
Episode no = 3000; won: False; iter_time_steps = 10; Q(s,a) = -17.90565743104424; score = -509.0; mean_score/100_episodes = -510.56; reward = -509.0; mean_reward/100_episodes = -510.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-19 03:42:19
Episode no = 3100; won: False; iter_time_steps = 13; Q(s,a) = -17.19073517358143; score = -512.0; mean_score/100_episodes = -510.36; reward = -512.0; mean_reward/100_episodes = -510.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-19 03:42:23
Episode no = 3200; won: False; iter_time_steps = 10; Q(s,a) = -17.78307363133241; score = -509.0; mean_score/100_episodes = -510.16; reward = -509.0; mean_reward/100_episodes = -510.05; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-19 03:42:28
Episode no = 3300; won: False; iter_time_steps = 18; Q(s,a) = -18.337705718535787; score = -517.0; mean_score/100_episodes = -511.4; reward = -517.0; mean_reward/100_episodes = -511.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-19 03:42:33
Episode no = 3400; won: False; iter_time_steps = 10; Q(s,a) = -19.07588168112821; score = -509.0; mean_score/100_episodes = -509.96; reward = -509.0; mean_reward/100_episodes = -509.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-19 03:42:38
Episode no = 3500; won: False; iter_time_steps = 12; Q(s,a) = -19.776185575273466; score = -511.0; mean_score/100_episodes = -509.81; reward = -511.0; mean_reward/100_episodes = -509.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-19 03:42:42
Episode no = 3600; won: False; iter_time_steps = 22; Q(s,a) = -19.328459333116626; score = -521.0; mean_score/100_episodes = -512.78; reward = -521.0; mean_reward/100_episodes = -512.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-19 03:42:47
Episode no = 3700; won: False; iter_time_steps = 12; Q(s,a) = -19.43026452614132; score = -511.0; mean_score/100_episodes = -500.22; reward = -511.0; mean_reward/100_episodes = -504.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.01, 2024-12-19 03:42:52
Episode no = 3800; won: False; iter_time_steps = 15; Q(s,a) = -18.363375908286084; score = -514.0; mean_score/100_episodes = -510.18; reward = -514.0; mean_reward/100_episodes = -510.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-19 03:42:57
Episode no = 3900; won: False; iter_time_steps = 11; Q(s,a) = -18.238065167453556; score = -510.0; mean_score/100_episodes = -510.69; reward = -510.0; mean_reward/100_episodes = -510.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-19 03:43:01
Episode no = 4000; won: False; iter_time_steps = 9; Q(s,a) = -20.296537214763216; score = -508.0; mean_score/100_episodes = -510.65; reward = -508.0; mean_reward/100_episodes = -510.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-19 03:43:07
Episode no = 4100; won: False; iter_time_steps = 13; Q(s,a) = -19.565647952299834; score = -512.0; mean_score/100_episodes = -510.05; reward = -512.0; mean_reward/100_episodes = -509.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-19 03:43:12
Episode no = 4200; won: False; iter_time_steps = 13; Q(s,a) = -18.6323817955254; score = -512.0; mean_score/100_episodes = -509.95; reward = -512.0; mean_reward/100_episodes = -509.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-19 03:43:17
Episode no = 4300; won: False; iter_time_steps = 7; Q(s,a) = -18.711388302064943; score = -506.0; mean_score/100_episodes = -510.56; reward = -506.0; mean_reward/100_episodes = -510.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-19 03:43:22
Episode no = 4400; won: False; iter_time_steps = 16; Q(s,a) = -18.685391181600114; score = -515.0; mean_score/100_episodes = -509.92; reward = -515.0; mean_reward/100_episodes = -509.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-19 03:43:27
Episode no = 4500; won: False; iter_time_steps = 10; Q(s,a) = -18.78855119511894; score = -509.0; mean_score/100_episodes = -510.43; reward = -509.0; mean_reward/100_episodes = -510.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-19 03:43:33
Episode no = 4600; won: False; iter_time_steps = 13; Q(s,a) = -18.864164176774462; score = -512.0; mean_score/100_episodes = -510.64; reward = -512.0; mean_reward/100_episodes = -510.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-19 03:43:38
Episode no = 4700; won: False; iter_time_steps = 13; Q(s,a) = -19.72366396334068; score = -512.0; mean_score/100_episodes = -509.93; reward = -512.0; mean_reward/100_episodes = -509.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-19 03:43:43
Episode no = 4800; won: False; iter_time_steps = 29; Q(s,a) = -19.069744914264845; score = -528.0; mean_score/100_episodes = -511.08; reward = -528.0; mean_reward/100_episodes = -510.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-19 03:43:49
Episode no = 4900; won: False; iter_time_steps = 10; Q(s,a) = -19.291927432071496; score = -509.0; mean_score/100_episodes = -510.19; reward = -509.0; mean_reward/100_episodes = -510.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-19 03:43:54
Episode no = 5000; won: False; iter_time_steps = 31; Q(s,a) = -19.071493439104785; score = -530.0; mean_score/100_episodes = -510.31; reward = -530.0; mean_reward/100_episodes = -510.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-19 03:44:00
Episode no = 5100; won: False; iter_time_steps = 9; Q(s,a) = -19.865657450920796; score = -508.0; mean_score/100_episodes = -499.93; reward = -508.0; mean_reward/100_episodes = -504.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.01, 2024-12-19 03:44:05
Episode no = 5200; won: False; iter_time_steps = 12; Q(s,a) = -19.09254960030135; score = -511.0; mean_score/100_episodes = -510.2; reward = -511.0; mean_reward/100_episodes = -510.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-19 03:44:10
Episode no = 5300; won: False; iter_time_steps = 19; Q(s,a) = -18.885706049450878; score = -518.0; mean_score/100_episodes = -509.62; reward = -518.0; mean_reward/100_episodes = -509.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-19 03:44:15
Episode no = 5400; won: False; iter_time_steps = 14; Q(s,a) = -19.073955011406134; score = -513.0; mean_score/100_episodes = -510.24; reward = -513.0; mean_reward/100_episodes = -509.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-19 03:44:21
Episode no = 5500; won: False; iter_time_steps = 11; Q(s,a) = -19.568743914405115; score = -510.0; mean_score/100_episodes = -510.95; reward = -510.0; mean_reward/100_episodes = -510.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-19 03:44:26
Episode no = 5600; won: False; iter_time_steps = 18; Q(s,a) = -18.65081810775674; score = -507.0; mean_score/100_episodes = -510.92; reward = -506.0; mean_reward/100_episodes = -510.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-19 03:44:31
Episode no = 5700; won: False; iter_time_steps = 10; Q(s,a) = -20.35051026155471; score = -509.0; mean_score/100_episodes = -510.54; reward = -509.0; mean_reward/100_episodes = -510.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-19 03:44:36
Episode no = 5800; won: False; iter_time_steps = 14; Q(s,a) = -20.834367318137435; score = -513.0; mean_score/100_episodes = -511.48; reward = -513.0; mean_reward/100_episodes = -511.42; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-19 03:44:41
Episode no = 5900; won: False; iter_time_steps = 10; Q(s,a) = -20.29263376397882; score = -509.0; mean_score/100_episodes = -511.08; reward = -509.0; mean_reward/100_episodes = -510.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-19 03:44:46
Episode no = 6000; won: False; iter_time_steps = 14; Q(s,a) = -19.68853090595048; score = -513.0; mean_score/100_episodes = -510.42; reward = -513.0; mean_reward/100_episodes = -510.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-19 03:44:50
Episode no = 6100; won: False; iter_time_steps = 19; Q(s,a) = -20.20442074567671; score = -508.0; mean_score/100_episodes = -512.09; reward = -507.0; mean_reward/100_episodes = -511.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-19 03:44:57
Episode no = 6200; won: False; iter_time_steps = 14; Q(s,a) = -20.76386138916102; score = -513.0; mean_score/100_episodes = -512.45; reward = -513.0; mean_reward/100_episodes = -512.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-19 03:45:03
Episode no = 6300; won: False; iter_time_steps = 15; Q(s,a) = -20.74271577631184; score = -514.0; mean_score/100_episodes = -511.14; reward = -514.0; mean_reward/100_episodes = -511.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-19 03:45:10
Episode no = 6400; won: False; iter_time_steps = 18; Q(s,a) = -20.10538541549902; score = -517.0; mean_score/100_episodes = -512.42; reward = -517.0; mean_reward/100_episodes = -511.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-19 03:45:17
Episode no = 6500; won: False; iter_time_steps = 8; Q(s,a) = -21.127951462530614; score = -507.0; mean_score/100_episodes = -501.81; reward = -507.0; mean_reward/100_episodes = -505.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.01, 2024-12-19 03:45:23
Episode no = 6600; won: False; iter_time_steps = 14; Q(s,a) = -20.811219750121257; score = -513.0; mean_score/100_episodes = -511.37; reward = -513.0; mean_reward/100_episodes = -511.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-19 03:45:30
Episode no = 6700; won: False; iter_time_steps = 28; Q(s,a) = -20.456550689221785; score = -527.0; mean_score/100_episodes = -502.13; reward = -527.0; mean_reward/100_episodes = -506.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.01, 2024-12-19 03:45:36
Episode no = 6800; won: False; iter_time_steps = 8; Q(s,a) = -20.845244202510777; score = -507.0; mean_score/100_episodes = -511.4; reward = -507.0; mean_reward/100_episodes = -511.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:45:43
Episode no = 6900; won: False; iter_time_steps = 20; Q(s,a) = -20.537203619102396; score = -519.0; mean_score/100_episodes = -502.41; reward = -519.0; mean_reward/100_episodes = -506.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-19 03:45:50
Episode no = 7000; won: False; iter_time_steps = 11; Q(s,a) = -20.553762243756413; score = -510.0; mean_score/100_episodes = -502.0; reward = -510.0; mean_reward/100_episodes = -505.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-19 03:45:57
Episode no = 7100; won: False; iter_time_steps = 20; Q(s,a) = -20.022685831525056; score = -519.0; mean_score/100_episodes = -494.27; reward = -519.0; mean_reward/100_episodes = -502.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-19 03:46:05
Episode no = 7200; won: False; iter_time_steps = 10; Q(s,a) = -20.782549917826774; score = -509.0; mean_score/100_episodes = -504.29; reward = -509.0; mean_reward/100_episodes = -508.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-19 03:46:13
Episode no = 7300; won: False; iter_time_steps = 20; Q(s,a) = -20.4884603051098; score = -519.0; mean_score/100_episodes = -513.8; reward = -519.0; mean_reward/100_episodes = -513.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:46:22
Episode no = 7400; won: False; iter_time_steps = 14; Q(s,a) = -20.489138255874217; score = -513.0; mean_score/100_episodes = -511.22; reward = -513.0; mean_reward/100_episodes = -510.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:46:30
Episode no = 7500; won: False; iter_time_steps = 13; Q(s,a) = -21.32005496440004; score = -512.0; mean_score/100_episodes = -504.33; reward = -512.0; mean_reward/100_episodes = -507.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-19 03:46:40
Episode no = 7600; won: False; iter_time_steps = 33; Q(s,a) = -20.942575890800416; score = -532.0; mean_score/100_episodes = -503.37; reward = -532.0; mean_reward/100_episodes = -507.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-19 03:46:49
Episode no = 7700; won: False; iter_time_steps = 14; Q(s,a) = -21.353006929124312; score = -513.0; mean_score/100_episodes = -503.65; reward = -513.0; mean_reward/100_episodes = -507.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-19 03:46:58
Episode no = 7800; won: False; iter_time_steps = 19; Q(s,a) = -21.378696503921045; score = -518.0; mean_score/100_episodes = -503.88; reward = -518.0; mean_reward/100_episodes = -507.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.01, 2024-12-19 03:47:08
Episode no = 7900; won: False; iter_time_steps = 15; Q(s,a) = -21.566423747213904; score = -514.0; mean_score/100_episodes = -494.6; reward = -514.0; mean_reward/100_episodes = -502.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.02, 2024-12-19 03:47:18
Episode no = 8000; won: False; iter_time_steps = 32; Q(s,a) = -20.753132797829224; score = -531.0; mean_score/100_episodes = -515.91; reward = -531.0; mean_reward/100_episodes = -515.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:47:28
Episode no = 8100; won: False; iter_time_steps = 14; Q(s,a) = -20.816533132695078; score = -513.0; mean_score/100_episodes = -515.36; reward = -513.0; mean_reward/100_episodes = -514.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:47:38
