Episode no = 100; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -509.01; reward = -506.0; mean_reward/100_episodes = -508.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-15 04:45:28
Episode no = 2000; won: False; iter_time_steps = 13; Q(s,a) = -9.731306595543568; score = -512.0; mean_score/100_episodes = -509.43; reward = -512.0; mean_reward/100_episodes = -509.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-12-15 04:48:56
Episode no = 2100; won: False; iter_time_steps = 7; Q(s,a) = -10.306061988090994; score = -506.0; mean_score/100_episodes = -509.96; reward = -506.0; mean_reward/100_episodes = -509.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.0, 2024-12-15 04:49:09
Episode no = 2200; won: False; iter_time_steps = 6; Q(s,a) = -10.872449859208324; score = -505.0; mean_score/100_episodes = -509.99; reward = -505.0; mean_reward/100_episodes = -509.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-15 04:49:22
Episode no = 2300; won: False; iter_time_steps = 16; Q(s,a) = -11.409951253674603; score = -505.0; mean_score/100_episodes = -509.38; reward = -504.0; mean_reward/100_episodes = -509.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-15 04:49:34
Episode no = 2400; won: False; iter_time_steps = 9; Q(s,a) = -11.924336020383885; score = -508.0; mean_score/100_episodes = -510.9; reward = -508.0; mean_reward/100_episodes = -510.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-15 04:49:47
Episode no = 2500; won: False; iter_time_steps = 8; Q(s,a) = -12.401969982390783; score = -507.0; mean_score/100_episodes = -508.72; reward = -507.0; mean_reward/100_episodes = -508.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-15 04:49:58
Episode no = 2600; won: False; iter_time_steps = 11; Q(s,a) = -12.852880462464386; score = -510.0; mean_score/100_episodes = -509.88; reward = -510.0; mean_reward/100_episodes = -509.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-15 04:50:12
Episode no = 2700; won: False; iter_time_steps = 5; Q(s,a) = -13.287300693310875; score = -504.0; mean_score/100_episodes = -508.55; reward = -504.0; mean_reward/100_episodes = -508.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-15 04:50:23
Episode no = 2800; won: False; iter_time_steps = 7; Q(s,a) = -13.708355070693761; score = -506.0; mean_score/100_episodes = -510.0; reward = -506.0; mean_reward/100_episodes = -509.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-15 04:50:37
Episode no = 2900; won: False; iter_time_steps = 15; Q(s,a) = -14.104469054913803; score = -504.0; mean_score/100_episodes = -509.52; reward = -503.0; mean_reward/100_episodes = -509.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-15 04:50:49
Episode no = 3000; won: False; iter_time_steps = 15; Q(s,a) = -14.497141442594671; score = -504.0; mean_score/100_episodes = -510.29; reward = -503.0; mean_reward/100_episodes = -510.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-15 04:51:04
Episode no = 3100; won: False; iter_time_steps = 11; Q(s,a) = -14.837395765019998; score = -510.0; mean_score/100_episodes = -509.79; reward = -510.0; mean_reward/100_episodes = -509.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-15 04:51:18
Episode no = 3200; won: False; iter_time_steps = 8; Q(s,a) = -15.197267312883735; score = -507.0; mean_score/100_episodes = -509.84; reward = -507.0; mean_reward/100_episodes = -509.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-15 04:51:30
Episode no = 3300; won: False; iter_time_steps = 8; Q(s,a) = -15.528124976948654; score = -507.0; mean_score/100_episodes = -509.55; reward = -507.0; mean_reward/100_episodes = -509.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-15 04:51:44
Episode no = 3400; won: False; iter_time_steps = 11; Q(s,a) = -15.836952252581934; score = -510.0; mean_score/100_episodes = -510.06; reward = -510.0; mean_reward/100_episodes = -510.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-15 04:51:57
Episode no = 3500; won: False; iter_time_steps = 8; Q(s,a) = -16.10226073411212; score = -507.0; mean_score/100_episodes = -509.19; reward = -507.0; mean_reward/100_episodes = -509.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-15 04:52:11
Episode no = 3600; won: False; iter_time_steps = 10; Q(s,a) = -16.368018751302444; score = -509.0; mean_score/100_episodes = -509.1; reward = -509.0; mean_reward/100_episodes = -508.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-15 04:52:24
Episode no = 3700; won: False; iter_time_steps = 8; Q(s,a) = -16.61111089668165; score = -507.0; mean_score/100_episodes = -508.82; reward = -507.0; mean_reward/100_episodes = -508.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-15 04:52:37
Episode no = 3800; won: False; iter_time_steps = 15; Q(s,a) = -16.85035645993773; score = -504.0; mean_score/100_episodes = -508.14; reward = -514.0; mean_reward/100_episodes = -507.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-15 04:52:50
Episode no = 3900; won: False; iter_time_steps = 11; Q(s,a) = -17.09921646026739; score = -510.0; mean_score/100_episodes = -508.93; reward = -510.0; mean_reward/100_episodes = -508.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-15 04:53:04
Episode no = 4000; won: False; iter_time_steps = 5; Q(s,a) = -17.326540340882083; score = -504.0; mean_score/100_episodes = -509.27; reward = -504.0; mean_reward/100_episodes = -509.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-15 04:53:18
Episode no = 4100; won: False; iter_time_steps = 30; Q(s,a) = -17.550465181178293; score = -529.0; mean_score/100_episodes = -509.29; reward = -529.0; mean_reward/100_episodes = -509.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-15 04:53:31
Episode no = 4200; won: False; iter_time_steps = 9; Q(s,a) = -17.750002766121867; score = -508.0; mean_score/100_episodes = -509.66; reward = -508.0; mean_reward/100_episodes = -509.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-15 04:53:44
Episode no = 4300; won: False; iter_time_steps = 7; Q(s,a) = -17.938491533775903; score = -506.0; mean_score/100_episodes = -509.85; reward = -506.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-15 04:53:59
Episode no = 4400; won: False; iter_time_steps = 27; Q(s,a) = -18.094369465876806; score = -526.0; mean_score/100_episodes = -510.75; reward = -526.0; mean_reward/100_episodes = -510.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-15 04:54:13
Episode no = 4500; won: False; iter_time_steps = 20; Q(s,a) = -18.2681255710331; score = -509.0; mean_score/100_episodes = -509.15; reward = -508.0; mean_reward/100_episodes = -508.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-15 04:54:27
Episode no = 4600; won: False; iter_time_steps = 7; Q(s,a) = -18.464865951157872; score = -506.0; mean_score/100_episodes = -508.33; reward = -506.0; mean_reward/100_episodes = -507.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-15 04:54:40
Episode no = 4700; won: False; iter_time_steps = 9; Q(s,a) = -18.616671262338027; score = -508.0; mean_score/100_episodes = -509.14; reward = -508.0; mean_reward/100_episodes = -509.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-15 04:54:53
Episode no = 4800; won: False; iter_time_steps = 6; Q(s,a) = -18.768161301921822; score = -505.0; mean_score/100_episodes = -509.39; reward = -505.0; mean_reward/100_episodes = -509.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-15 04:55:07
Episode no = 4900; won: False; iter_time_steps = 12; Q(s,a) = -18.923915474661356; score = -511.0; mean_score/100_episodes = -509.5; reward = -511.0; mean_reward/100_episodes = -509.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-15 04:55:22
Episode no = 5000; won: False; iter_time_steps = 9; Q(s,a) = -19.045975495631424; score = -508.0; mean_score/100_episodes = -508.52; reward = -508.0; mean_reward/100_episodes = -508.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-15 04:55:35
Episode no = 5100; won: False; iter_time_steps = 8; Q(s,a) = -19.170340145931462; score = -507.0; mean_score/100_episodes = -508.89; reward = -507.0; mean_reward/100_episodes = -508.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-15 04:55:49
Episode no = 5200; won: False; iter_time_steps = 20; Q(s,a) = -19.28243695670641; score = -519.0; mean_score/100_episodes = -508.32; reward = -519.0; mean_reward/100_episodes = -508.24; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-15 04:56:01
Episode no = 5300; won: False; iter_time_steps = 8; Q(s,a) = -19.401341322208005; score = -507.0; mean_score/100_episodes = -508.67; reward = -507.0; mean_reward/100_episodes = -508.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-15 04:56:17
Episode no = 5400; won: False; iter_time_steps = 23; Q(s,a) = -19.527184358295415; score = -522.0; mean_score/100_episodes = -508.57; reward = -522.0; mean_reward/100_episodes = -508.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-15 04:56:31
Episode no = 5500; won: False; iter_time_steps = 10; Q(s,a) = -19.62209567745633; score = -509.0; mean_score/100_episodes = -508.17; reward = -509.0; mean_reward/100_episodes = -508.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-15 04:56:44
Episode no = 5600; won: False; iter_time_steps = 5; Q(s,a) = -19.71478456333115; score = -504.0; mean_score/100_episodes = -508.99; reward = -504.0; mean_reward/100_episodes = -508.87; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-15 04:56:58
Episode no = 5700; won: False; iter_time_steps = 8; Q(s,a) = -19.772903555879658; score = -507.0; mean_score/100_episodes = -508.15; reward = -507.0; mean_reward/100_episodes = -507.65; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-15 04:57:10
Episode no = 5800; won: False; iter_time_steps = 12; Q(s,a) = -19.889743231261516; score = -511.0; mean_score/100_episodes = -509.18; reward = -511.0; mean_reward/100_episodes = -508.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-15 04:57:23
Episode no = 5900; won: False; iter_time_steps = 7; Q(s,a) = -19.969289638547792; score = -506.0; mean_score/100_episodes = -509.18; reward = -506.0; mean_reward/100_episodes = -509.06; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-15 04:57:38
Episode no = 6000; won: False; iter_time_steps = 14; Q(s,a) = -20.038224006586862; score = -513.0; mean_score/100_episodes = -509.2; reward = -513.0; mean_reward/100_episodes = -508.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-15 04:57:52
Episode no = 6100; won: False; iter_time_steps = 11; Q(s,a) = -20.121165593824273; score = -510.0; mean_score/100_episodes = -508.62; reward = -510.0; mean_reward/100_episodes = -508.44; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-15 04:58:07
Episode no = 6200; won: False; iter_time_steps = 9; Q(s,a) = -20.17611863051407; score = -508.0; mean_score/100_episodes = -509.57; reward = -508.0; mean_reward/100_episodes = -509.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-15 04:58:22
Episode no = 6300; won: False; iter_time_steps = 8; Q(s,a) = -20.261390495279585; score = -507.0; mean_score/100_episodes = -510.11; reward = -507.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-15 04:58:37
Episode no = 6400; won: False; iter_time_steps = 12; Q(s,a) = -20.323778019697265; score = -511.0; mean_score/100_episodes = -509.17; reward = -511.0; mean_reward/100_episodes = -508.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-15 04:58:51
Episode no = 6500; won: False; iter_time_steps = 15; Q(s,a) = -20.368297238253113; score = -504.0; mean_score/100_episodes = -508.4; reward = -503.0; mean_reward/100_episodes = -508.14; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-15 04:59:05
Episode no = 6600; won: False; iter_time_steps = 13; Q(s,a) = -20.451459310188987; score = -512.0; mean_score/100_episodes = -508.41; reward = -512.0; mean_reward/100_episodes = -508.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-15 04:59:18
Episode no = 6700; won: False; iter_time_steps = 20; Q(s,a) = -20.512183332573134; score = -519.0; mean_score/100_episodes = -509.58; reward = -519.0; mean_reward/100_episodes = -509.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-15 04:59:32
Episode no = 6800; won: False; iter_time_steps = 9; Q(s,a) = -20.556674936949786; score = -508.0; mean_score/100_episodes = -509.95; reward = -508.0; mean_reward/100_episodes = -509.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 04:59:45
Episode no = 6900; won: False; iter_time_steps = 10; Q(s,a) = -20.593652349698246; score = -509.0; mean_score/100_episodes = -509.86; reward = -509.0; mean_reward/100_episodes = -509.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 04:59:59
Episode no = 7000; won: False; iter_time_steps = 14; Q(s,a) = -20.679491221691016; score = -513.0; mean_score/100_episodes = -510.01; reward = -513.0; mean_reward/100_episodes = -509.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:00:13
Episode no = 7100; won: False; iter_time_steps = 11; Q(s,a) = -20.716823547284264; score = -510.0; mean_score/100_episodes = -508.82; reward = -510.0; mean_reward/100_episodes = -508.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:00:26
Episode no = 7200; won: False; iter_time_steps = 8; Q(s,a) = -20.75448069352253; score = -507.0; mean_score/100_episodes = -509.1; reward = -507.0; mean_reward/100_episodes = -509.04; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:00:40
Episode no = 7300; won: False; iter_time_steps = 21; Q(s,a) = -20.81249871291596; score = -520.0; mean_score/100_episodes = -509.81; reward = -520.0; mean_reward/100_episodes = -509.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:00:53
Episode no = 7400; won: False; iter_time_steps = 20; Q(s,a) = -20.808686986280502; score = -519.0; mean_score/100_episodes = -508.99; reward = -519.0; mean_reward/100_episodes = -508.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:01:08
Episode no = 7500; won: False; iter_time_steps = 15; Q(s,a) = -20.85676904447982; score = -514.0; mean_score/100_episodes = -509.13; reward = -514.0; mean_reward/100_episodes = -508.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:01:22
Episode no = 7600; won: False; iter_time_steps = 14; Q(s,a) = -20.879471544579822; score = -513.0; mean_score/100_episodes = -509.98; reward = -513.0; mean_reward/100_episodes = -509.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:01:36
Episode no = 7700; won: False; iter_time_steps = 9; Q(s,a) = -20.919652966004257; score = -508.0; mean_score/100_episodes = -509.1; reward = -508.0; mean_reward/100_episodes = -508.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:01:49
Episode no = 7800; won: False; iter_time_steps = 8; Q(s,a) = -20.940755980725456; score = -507.0; mean_score/100_episodes = -509.38; reward = -507.0; mean_reward/100_episodes = -509.37; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:02:03
Episode no = 7900; won: False; iter_time_steps = 11; Q(s,a) = -20.96695957278787; score = -510.0; mean_score/100_episodes = -509.24; reward = -510.0; mean_reward/100_episodes = -509.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:02:17
Episode no = 8000; won: False; iter_time_steps = 21; Q(s,a) = -21.00504742232255; score = -520.0; mean_score/100_episodes = -510.26; reward = -520.0; mean_reward/100_episodes = -510.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:02:32
Episode no = 8100; won: False; iter_time_steps = 11; Q(s,a) = -21.03801860574896; score = -510.0; mean_score/100_episodes = -509.32; reward = -510.0; mean_reward/100_episodes = -509.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-15 05:02:45
