Episode no = 100; won: False; iter_time_steps = 278; Q(s,a) = -0.8447302828915649; score = -567.0; mean_score/100_episodes = -526.07; reward = -546.0; mean_reward/100_episodes = -521.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-10 02:00:52
Episode no = 1200; won: False; iter_time_steps = 333; Q(s,a) = 10.24865573340074; score = -242.0; mean_score/100_episodes = -363.34; reward = -352.0; mean_reward/100_episodes = -384.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.84, win percentage = 0.0, 2024-12-10 03:02:10
Episode no = 1300; won: False; iter_time_steps = 226; Q(s,a) = 20.74575717876912; score = -165.0; mean_score/100_episodes = -293.3; reward = -289.0; mean_reward/100_episodes = -321.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8266666666666667, win percentage = 0.0, 2024-12-10 03:06:12
Episode no = 1400; won: False; iter_time_steps = 1658; Q(s,a) = 29.53849241068273; score = -457.0; mean_score/100_episodes = -271.08; reward = -963.0; mean_reward/100_episodes = -332.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8133333333333334, win percentage = 0.01, 2024-12-10 03:11:43
Episode no = 1500; won: False; iter_time_steps = 28; Q(s,a) = 35.44924615222652; score = -397.0; mean_score/100_episodes = -209.17; reward = -384.0; mean_reward/100_episodes = -248.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8, win percentage = 0.01, 2024-12-10 03:15:19
Episode no = 1600; won: False; iter_time_steps = 201; Q(s,a) = 45.13330335636459; score = -360.0; mean_score/100_episodes = -62.24; reward = -337.0; mean_reward/100_episodes = -162.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7866666666666666, win percentage = 0.06, 2024-12-10 03:19:40
Episode no = 1700; won: False; iter_time_steps = 360; Q(s,a) = 51.699729013669504; score = -239.0; mean_score/100_episodes = -49.75; reward = -177.0; mean_reward/100_episodes = -133.61; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7733333333333333, win percentage = 0.06, 2024-12-10 03:24:08
Episode no = 1800; won: False; iter_time_steps = 116; Q(s,a) = 60.2282283033441; score = -255.0; mean_score/100_episodes = -49.79; reward = -219.0; mean_reward/100_episodes = -139.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.76, win percentage = 0.06, 2024-12-10 03:27:48
Episode no = 1900; won: False; iter_time_steps = 415; Q(s,a) = 66.96476395350398; score = 246.0; mean_score/100_episodes = 77.79; reward = 2.0; mean_reward/100_episodes = -60.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7466666666666666, win percentage = 0.14, 2024-12-10 03:31:47
Episode no = 2000; won: False; iter_time_steps = 498; Q(s,a) = 70.55240514117115; score = 253.0; mean_score/100_episodes = 108.6; reward = 18.0; mean_reward/100_episodes = -25.58; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.15, 2024-12-10 03:35:27
Episode no = 2100; won: False; iter_time_steps = 271; Q(s,a) = 76.6560034843162; score = 250.0; mean_score/100_episodes = 214.46; reward = 172.0; mean_reward/100_episodes = 30.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.17, 2024-12-10 03:39:27
Episode no = 2200; won: True; iter_time_steps = 619; Q(s,a) = 80.28221213142615; score = 1452.0; mean_score/100_episodes = 108.38; reward = 669.0; mean_reward/100_episodes = -17.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.13, 2024-12-10 03:43:19
Episode no = 2300; won: False; iter_time_steps = 66; Q(s,a) = 83.25873825446274; score = -305.0; mean_score/100_episodes = 180.83; reward = -279.0; mean_reward/100_episodes = 27.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.19, 2024-12-10 03:46:51
Episode no = 2400; won: False; iter_time_steps = 658; Q(s,a) = 87.85286343925411; score = 133.0; mean_score/100_episodes = 207.67; reward = -76.0; mean_reward/100_episodes = 44.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.15, 2024-12-10 03:50:55
Episode no = 2500; won: False; iter_time_steps = 509; Q(s,a) = 92.87502535645433; score = 462.0; mean_score/100_episodes = 246.52; reward = 91.0; mean_reward/100_episodes = 77.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.19, 2024-12-10 03:54:58
Episode no = 2600; won: False; iter_time_steps = 50; Q(s,a) = 98.39399005420454; score = -309.0; mean_score/100_episodes = 318.43; reward = -285.0; mean_reward/100_episodes = 116.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.27, 2024-12-10 03:59:36
Episode no = 2700; won: False; iter_time_steps = 97; Q(s,a) = 99.76280637805858; score = 14.0; mean_score/100_episodes = 245.2; reward = -43.0; mean_reward/100_episodes = 75.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.21, 2024-12-10 04:03:16
Episode no = 2800; won: False; iter_time_steps = 171; Q(s,a) = 104.52822076490288; score = 190.0; mean_score/100_episodes = 351.25; reward = 85.0; mean_reward/100_episodes = 171.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.24, 2024-12-10 04:06:43
Episode no = 2900; won: False; iter_time_steps = 313; Q(s,a) = 110.48539006210098; score = 258.0; mean_score/100_episodes = 384.06; reward = 196.0; mean_reward/100_episodes = 181.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.25, 2024-12-10 04:10:24
Episode no = 3000; won: False; iter_time_steps = 72; Q(s,a) = 111.60920372578674; score = -321.0; mean_score/100_episodes = 330.11; reward = -296.0; mean_reward/100_episodes = 138.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.2, 2024-12-10 04:13:47
Episode no = 3100; won: True; iter_time_steps = 334; Q(s,a) = 116.85641509077075; score = 1137.0; mean_score/100_episodes = 407.78; reward = 823.0; mean_reward/100_episodes = 188.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.26, 2024-12-10 04:17:20
Episode no = 3200; won: False; iter_time_steps = 506; Q(s,a) = 119.4692637302483; score = 555.0; mean_score/100_episodes = 575.52; reward = 204.0; mean_reward/100_episodes = 292.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.3, 2024-12-10 04:21:00
Episode no = 3300; won: False; iter_time_steps = 123; Q(s,a) = 121.44001586815756; score = -82.0; mean_score/100_episodes = 537.52; reward = -28.0; mean_reward/100_episodes = 273.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.31, 2024-12-10 04:24:21
Episode no = 3400; won: False; iter_time_steps = 170; Q(s,a) = 124.92830531266307; score = 311.0; mean_score/100_episodes = 476.25; reward = 240.0; mean_reward/100_episodes = 232.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.24, 2024-12-10 04:27:42
Episode no = 3500; won: False; iter_time_steps = 104; Q(s,a) = 128.37808224717452; score = -303.0; mean_score/100_episodes = 623.03; reward = -273.0; mean_reward/100_episodes = 330.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.31, 2024-12-10 04:31:15
Episode no = 3600; won: False; iter_time_steps = 444; Q(s,a) = 130.0438854543272; score = 817.0; mean_score/100_episodes = 603.19; reward = 317.0; mean_reward/100_episodes = 297.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.31, 2024-12-10 04:35:13
Episode no = 3700; won: False; iter_time_steps = 156; Q(s,a) = 131.36917072756643; score = 55.0; mean_score/100_episodes = 611.3; reward = 126.0; mean_reward/100_episodes = 325.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.34, 2024-12-10 04:38:31
Episode no = 3800; won: False; iter_time_steps = 64; Q(s,a) = 134.10326598593466; score = -253.0; mean_score/100_episodes = 475.14; reward = -222.0; mean_reward/100_episodes = 235.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.22, 2024-12-10 04:42:03
Episode no = 3900; won: True; iter_time_steps = 541; Q(s,a) = 137.86160419709776; score = 1330.0; mean_score/100_episodes = 650.46; reward = 718.0; mean_reward/100_episodes = 358.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.35, 2024-12-10 04:45:25
Episode no = 4000; won: False; iter_time_steps = 122; Q(s,a) = 134.8171296062555; score = 89.0; mean_score/100_episodes = 837.55; reward = 171.0; mean_reward/100_episodes = 452.26; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.43, 2024-12-10 04:49:02
Episode no = 4100; won: True; iter_time_steps = 401; Q(s,a) = 148.25451897843; score = 1870.0; mean_score/100_episodes = 722.05; reward = 938.0; mean_reward/100_episodes = 386.95; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.36, 2024-12-10 04:52:21
Episode no = 4200; won: True; iter_time_steps = 418; Q(s,a) = 143.31787187837256; score = 1453.0; mean_score/100_episodes = 745.45; reward = 830.0; mean_reward/100_episodes = 412.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.34, 2024-12-10 04:55:30
Episode no = 4300; won: True; iter_time_steps = 251; Q(s,a) = 146.52355935765195; score = 1820.0; mean_score/100_episodes = 847.14; reward = 1059.0; mean_reward/100_episodes = 471.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.38, 2024-12-10 04:58:44
Episode no = 4400; won: False; iter_time_steps = 106; Q(s,a) = 147.6566368214675; score = -75.0; mean_score/100_episodes = 832.9; reward = -22.0; mean_reward/100_episodes = 468.51; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.37, 2024-12-10 05:02:04
Episode no = 4500; won: False; iter_time_steps = 56; Q(s,a) = 146.20352433373532; score = -185.0; mean_score/100_episodes = 753.62; reward = -159.0; mean_reward/100_episodes = 423.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.34, 2024-12-10 05:05:04
Episode no = 4600; won: False; iter_time_steps = 250; Q(s,a) = 147.34726439253487; score = 611.0; mean_score/100_episodes = 711.61; reward = 409.0; mean_reward/100_episodes = 377.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.27, 2024-12-10 05:08:09
Episode no = 4700; won: False; iter_time_steps = 219; Q(s,a) = 150.86527688328144; score = 1042.0; mean_score/100_episodes = 931.32; reward = 480.0; mean_reward/100_episodes = 519.84; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.36, 2024-12-10 05:11:38
Episode no = 4800; won: False; iter_time_steps = 96; Q(s,a) = 152.7112864677169; score = -15.0; mean_score/100_episodes = 850.74; reward = 43.0; mean_reward/100_episodes = 478.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.4, 2024-12-10 05:14:38
Episode no = 4900; won: True; iter_time_steps = 258; Q(s,a) = 151.87273344097457; score = 1413.0; mean_score/100_episodes = 1045.43; reward = 961.0; mean_reward/100_episodes = 597.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.48, 2024-12-10 05:17:58
Episode no = 5000; won: False; iter_time_steps = 48; Q(s,a) = 154.28488588776162; score = -257.0; mean_score/100_episodes = 1036.93; reward = -239.0; mean_reward/100_episodes = 584.6; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.45, 2024-12-10 05:21:10
Episode no = 5100; won: False; iter_time_steps = 285; Q(s,a) = 154.24303430505273; score = 776.0; mean_score/100_episodes = 1012.17; reward = 414.0; mean_reward/100_episodes = 574.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.45, 2024-12-10 05:24:02
Episode no = 5200; won: False; iter_time_steps = 48; Q(s,a) = 155.0771210876333; score = -237.0; mean_score/100_episodes = 949.31; reward = -217.0; mean_reward/100_episodes = 531.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.4, 2024-12-10 05:27:34
Episode no = 5300; won: True; iter_time_steps = 228; Q(s,a) = 158.43602166379404; score = 1843.0; mean_score/100_episodes = 987.41; reward = 1082.0; mean_reward/100_episodes = 554.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.41, 2024-12-10 05:30:43
Episode no = 5400; won: False; iter_time_steps = 113; Q(s,a) = 158.3842638239054; score = 478.0; mean_score/100_episodes = 1005.35; reward = 238.0; mean_reward/100_episodes = 577.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.44, 2024-12-10 05:33:33
Episode no = 5500; won: False; iter_time_steps = 68; Q(s,a) = 163.27565850347398; score = -97.0; mean_score/100_episodes = 1018.72; reward = -61.0; mean_reward/100_episodes = 569.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.47, 2024-12-10 05:36:41
Episode no = 5600; won: False; iter_time_steps = 447; Q(s,a) = 158.81075421187217; score = 814.0; mean_score/100_episodes = 1033.09; reward = 314.0; mean_reward/100_episodes = 594.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.46, 2024-12-10 05:39:55
Episode no = 5700; won: True; iter_time_steps = 312; Q(s,a) = 160.7828953416397; score = 1759.0; mean_score/100_episodes = 1093.66; reward = 1009.0; mean_reward/100_episodes = 601.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.45, 2024-12-10 05:43:29
Episode no = 5800; won: False; iter_time_steps = 49; Q(s,a) = 159.39343983858524; score = -198.0; mean_score/100_episodes = 969.87; reward = -174.0; mean_reward/100_episodes = 547.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.42, 2024-12-10 05:46:18
Episode no = 5900; won: False; iter_time_steps = 238; Q(s,a) = 163.5380425485357; score = 623.0; mean_score/100_episodes = 1018.05; reward = 410.0; mean_reward/100_episodes = 570.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.41, 2024-12-10 05:49:37
Episode no = 6000; won: True; iter_time_steps = 461; Q(s,a) = 164.10374644043043; score = 1610.0; mean_score/100_episodes = 1156.8; reward = 838.0; mean_reward/100_episodes = 647.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.47, 2024-12-10 05:52:47
Episode no = 6100; won: True; iter_time_steps = 187; Q(s,a) = 170.38483772913136; score = 1884.0; mean_score/100_episodes = 1174.37; reward = 1112.0; mean_reward/100_episodes = 657.96; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.48, 2024-12-10 05:56:08
Episode no = 6200; won: False; iter_time_steps = 180; Q(s,a) = 167.17680123944712; score = 681.0; mean_score/100_episodes = 1167.44; reward = 457.0; mean_reward/100_episodes = 674.71; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.49, 2024-12-10 05:59:14
Episode no = 6300; won: True; iter_time_steps = 198; Q(s,a) = 167.44580172274644; score = 2073.0; mean_score/100_episodes = 1212.89; reward = 1163.0; mean_reward/100_episodes = 689.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.5, 2024-12-10 06:02:34
Episode no = 6400; won: False; iter_time_steps = 166; Q(s,a) = 165.1475210324249; score = 845.0; mean_score/100_episodes = 1139.58; reward = 489.0; mean_reward/100_episodes = 606.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.46, 2024-12-10 06:06:38
Episode no = 6500; won: True; iter_time_steps = 247; Q(s,a) = 165.81527674240925; score = 2024.0; mean_score/100_episodes = 1113.52; reward = 1114.0; mean_reward/100_episodes = 635.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.45, 2024-12-10 06:09:47
Episode no = 6600; won: False; iter_time_steps = 850; Q(s,a) = 164.002325460603; score = 401.0; mean_score/100_episodes = 1197.58; reward = -111.0; mean_reward/100_episodes = 667.57; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.45, 2024-12-10 06:13:14
Episode no = 6700; won: True; iter_time_steps = 199; Q(s,a) = 169.2541902207146; score = 1672.0; mean_score/100_episodes = 1180.16; reward = 1060.0; mean_reward/100_episodes = 656.78; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.45, 2024-12-10 06:16:24
Episode no = 6800; won: True; iter_time_steps = 262; Q(s,a) = 168.2882773413517; score = 1809.0; mean_score/100_episodes = 1216.34; reward = 1037.0; mean_reward/100_episodes = 696.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.5, 2024-12-10 06:19:36
Episode no = 6900; won: False; iter_time_steps = 86; Q(s,a) = 166.15093770299785; score = 115.0; mean_score/100_episodes = 1228.91; reward = 196.0; mean_reward/100_episodes = 683.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.49, 2024-12-10 06:23:23
Episode no = 7000; won: False; iter_time_steps = 193; Q(s,a) = 180.07538495048468; score = 1058.0; mean_score/100_episodes = 1204.85; reward = 535.0; mean_reward/100_episodes = 660.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.47, 2024-12-10 06:27:13
Episode no = 7100; won: False; iter_time_steps = 436; Q(s,a) = 171.6111475461605; score = 375.0; mean_score/100_episodes = 1159.77; reward = 157.0; mean_reward/100_episodes = 638.83; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-10 06:30:37
Episode no = 7200; won: False; iter_time_steps = 479; Q(s,a) = 179.35174096903472; score = 582.0; mean_score/100_episodes = 1289.6; reward = 220.0; mean_reward/100_episodes = 723.77; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.53, 2024-12-10 06:33:49
Episode no = 7300; won: True; iter_time_steps = 191; Q(s,a) = 173.74438216671936; score = 1880.0; mean_score/100_episodes = 1247.36; reward = 1108.0; mean_reward/100_episodes = 675.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.47, 2024-12-10 06:37:19
Episode no = 7400; won: False; iter_time_steps = 202; Q(s,a) = 173.91507436342417; score = 1049.0; mean_score/100_episodes = 1186.29; reward = 537.0; mean_reward/100_episodes = 617.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.52, 2024-12-10 06:41:22
Episode no = 7500; won: False; iter_time_steps = 206; Q(s,a) = 171.8974706167327; score = 1045.0; mean_score/100_episodes = 1196.23; reward = 544.0; mean_reward/100_episodes = 628.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.46, 2024-12-10 06:45:35
Episode no = 7600; won: True; iter_time_steps = 199; Q(s,a) = 172.18816535253495; score = 1472.0; mean_score/100_episodes = 1119.6; reward = 1020.0; mean_reward/100_episodes = 563.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.43, 2024-12-10 06:50:12
Episode no = 7700; won: False; iter_time_steps = 371; Q(s,a) = 192.34376846541807; score = 660.0; mean_score/100_episodes = 999.83; reward = 295.0; mean_reward/100_episodes = 501.43; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.31, 2024-12-10 06:54:25
Episode no = 7800; won: False; iter_time_steps = 154; Q(s,a) = 190.84551729067144; score = 1057.0; mean_score/100_episodes = 1157.0; reward = 552.0; mean_reward/100_episodes = 621.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.44, 2024-12-10 06:57:36
Episode no = 7900; won: True; iter_time_steps = 177; Q(s,a) = 174.8212737468416; score = 1494.0; mean_score/100_episodes = 1218.7; reward = 1031.0; mean_reward/100_episodes = 647.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.47, 2024-12-10 07:01:30
Episode no = 8000; won: False; iter_time_steps = 479; Q(s,a) = 181.3857941512486; score = 542.0; mean_score/100_episodes = 1085.25; reward = 187.0; mean_reward/100_episodes = 547.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.4, 2024-12-10 07:06:02
