Episode no = 100; won: False; iter_time_steps = 8; Q(s,a) = nan; score = -507.0; mean_score/100_episodes = -509.78; reward = -507.0; mean_reward/100_episodes = -509.86; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-22 09:23:15
Episode no = 3000; won: False; iter_time_steps = 14; Q(s,a) = -28.50318372835185; score = -513.0; mean_score/100_episodes = -509.22; reward = -513.0; mean_reward/100_episodes = -509.08; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-22 09:26:12
Episode no = 3100; won: False; iter_time_steps = 9; Q(s,a) = -16.526200221724302; score = -508.0; mean_score/100_episodes = -509.31; reward = -508.0; mean_reward/100_episodes = -509.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-22 09:26:17
Episode no = 3200; won: False; iter_time_steps = 13; Q(s,a) = -26.035930223700937; score = -502.0; mean_score/100_episodes = -510.51; reward = -501.0; mean_reward/100_episodes = -510.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-22 09:26:22
Episode no = 3300; won: False; iter_time_steps = 10; Q(s,a) = -23.75067829725428; score = -509.0; mean_score/100_episodes = -509.24; reward = -509.0; mean_reward/100_episodes = -509.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-22 09:26:28
Episode no = 3400; won: False; iter_time_steps = 13; Q(s,a) = -23.319235094169894; score = -512.0; mean_score/100_episodes = -510.56; reward = -512.0; mean_reward/100_episodes = -510.55; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-22 09:26:35
Episode no = 3500; won: False; iter_time_steps = 7; Q(s,a) = -27.11229585863024; score = -506.0; mean_score/100_episodes = -509.91; reward = -506.0; mean_reward/100_episodes = -509.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-22 09:26:40
Episode no = 3600; won: False; iter_time_steps = 13; Q(s,a) = -23.589618437994996; score = -512.0; mean_score/100_episodes = -510.25; reward = -512.0; mean_reward/100_episodes = -510.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-22 09:26:47
Episode no = 3700; won: False; iter_time_steps = 15; Q(s,a) = -26.90744757879667; score = -514.0; mean_score/100_episodes = -510.04; reward = -514.0; mean_reward/100_episodes = -510.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-22 09:26:53
Episode no = 3800; won: False; iter_time_steps = 7; Q(s,a) = -27.598780870832616; score = -506.0; mean_score/100_episodes = -510.02; reward = -506.0; mean_reward/100_episodes = -510.02; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-22 09:26:59
Episode no = 3900; won: False; iter_time_steps = 8; Q(s,a) = -16.978747280079926; score = -507.0; mean_score/100_episodes = -509.77; reward = -507.0; mean_reward/100_episodes = -509.76; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-22 09:27:05
Episode no = 4000; won: False; iter_time_steps = 10; Q(s,a) = -16.705142652558322; score = -509.0; mean_score/100_episodes = -510.53; reward = -509.0; mean_reward/100_episodes = -510.53; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-22 09:27:11
Episode no = 4100; won: False; iter_time_steps = 7; Q(s,a) = -25.3168363492831; score = -506.0; mean_score/100_episodes = -510.2; reward = -506.0; mean_reward/100_episodes = -510.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-22 09:27:17
Episode no = 4200; won: False; iter_time_steps = 8; Q(s,a) = -17.180627594776; score = -507.0; mean_score/100_episodes = -510.19; reward = -507.0; mean_reward/100_episodes = -510.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-22 09:27:24
Episode no = 4300; won: False; iter_time_steps = 11; Q(s,a) = -17.66398547110787; score = -510.0; mean_score/100_episodes = -509.75; reward = -510.0; mean_reward/100_episodes = -509.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-22 09:27:30
Episode no = 4400; won: False; iter_time_steps = 7; Q(s,a) = -17.938768884777286; score = -506.0; mean_score/100_episodes = -510.16; reward = -506.0; mean_reward/100_episodes = -510.16; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-22 09:27:36
Episode no = 4500; won: False; iter_time_steps = 8; Q(s,a) = -18.61454202584136; score = -507.0; mean_score/100_episodes = -510.14; reward = -507.0; mean_reward/100_episodes = -510.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-22 09:27:43
Episode no = 4600; won: False; iter_time_steps = 11; Q(s,a) = -18.493050343796583; score = -510.0; mean_score/100_episodes = -509.99; reward = -510.0; mean_reward/100_episodes = -509.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-22 09:27:49
Episode no = 4700; won: False; iter_time_steps = 8; Q(s,a) = -18.6161424989436; score = -507.0; mean_score/100_episodes = -510.65; reward = -507.0; mean_reward/100_episodes = -510.47; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-22 09:27:56
Episode no = 4800; won: False; iter_time_steps = 7; Q(s,a) = -27.150428846410747; score = -506.0; mean_score/100_episodes = -509.67; reward = -506.0; mean_reward/100_episodes = -509.45; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-22 09:28:02
Episode no = 4900; won: False; iter_time_steps = 11; Q(s,a) = -18.50932466189424; score = -510.0; mean_score/100_episodes = -510.11; reward = -510.0; mean_reward/100_episodes = -509.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-22 09:28:09
Episode no = 5000; won: False; iter_time_steps = 32; Q(s,a) = -18.94882162121156; score = -531.0; mean_score/100_episodes = -511.09; reward = -531.0; mean_reward/100_episodes = -510.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-22 09:28:17
Episode no = 5100; won: False; iter_time_steps = 19; Q(s,a) = -19.018070283120867; score = -508.0; mean_score/100_episodes = -508.73; reward = -507.0; mean_reward/100_episodes = -508.12; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-22 09:28:24
Episode no = 5200; won: False; iter_time_steps = 5; Q(s,a) = -18.918519408428512; score = -504.0; mean_score/100_episodes = -506.38; reward = -504.0; mean_reward/100_episodes = -505.67; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-22 09:28:31
Episode no = 5300; won: False; iter_time_steps = 15; Q(s,a) = -18.93853784476316; score = -504.0; mean_score/100_episodes = -505.81; reward = -503.0; mean_reward/100_episodes = -505.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-22 09:28:38
Episode no = 5400; won: False; iter_time_steps = 22; Q(s,a) = -18.540434017552283; score = -511.0; mean_score/100_episodes = -506.31; reward = -510.0; mean_reward/100_episodes = -505.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-22 09:28:45
Episode no = 5500; won: False; iter_time_steps = 15; Q(s,a) = -24.115365534466605; score = -504.0; mean_score/100_episodes = -505.56; reward = -514.0; mean_reward/100_episodes = -505.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-22 09:28:51
Episode no = 5600; won: False; iter_time_steps = 20; Q(s,a) = -17.459087790562588; score = -509.0; mean_score/100_episodes = -505.57; reward = -508.0; mean_reward/100_episodes = -505.01; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-22 09:28:58
Episode no = 5700; won: False; iter_time_steps = 17; Q(s,a) = -16.48540402319779; score = -506.0; mean_score/100_episodes = -505.51; reward = -505.0; mean_reward/100_episodes = -504.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-22 09:29:05
Episode no = 5800; won: False; iter_time_steps = 16; Q(s,a) = -15.68968276254545; score = -505.0; mean_score/100_episodes = -506.01; reward = -504.0; mean_reward/100_episodes = -505.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-22 09:29:12
Episode no = 5900; won: False; iter_time_steps = 5; Q(s,a) = -13.849276186563259; score = -504.0; mean_score/100_episodes = -505.85; reward = -504.0; mean_reward/100_episodes = -505.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-22 09:29:19
Episode no = 6000; won: False; iter_time_steps = 23; Q(s,a) = -12.594376910904865; score = -512.0; mean_score/100_episodes = -505.98; reward = -511.0; mean_reward/100_episodes = -505.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-22 09:29:25
Episode no = 6100; won: False; iter_time_steps = 5; Q(s,a) = -16.36076893399158; score = -504.0; mean_score/100_episodes = -505.68; reward = -504.0; mean_reward/100_episodes = -505.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-22 09:29:32
Episode no = 6200; won: False; iter_time_steps = 21; Q(s,a) = -10.683080969485204; score = -510.0; mean_score/100_episodes = -506.27; reward = -509.0; mean_reward/100_episodes = -505.73; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-22 09:29:39
Episode no = 6300; won: False; iter_time_steps = 10; Q(s,a) = -16.64527243502567; score = -509.0; mean_score/100_episodes = -505.65; reward = -509.0; mean_reward/100_episodes = -505.25; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-22 09:29:45
Episode no = 6400; won: False; iter_time_steps = 5; Q(s,a) = -10.568052683909372; score = -504.0; mean_score/100_episodes = -505.23; reward = -504.0; mean_reward/100_episodes = -504.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-22 09:29:51
Episode no = 6500; won: False; iter_time_steps = 19; Q(s,a) = -7.860069705939847; score = -508.0; mean_score/100_episodes = -505.51; reward = -507.0; mean_reward/100_episodes = -505.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-22 09:29:57
Episode no = 6600; won: False; iter_time_steps = 6; Q(s,a) = -17.035206584018916; score = -505.0; mean_score/100_episodes = -506.01; reward = -505.0; mean_reward/100_episodes = -505.49; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-22 09:30:04
Episode no = 6700; won: False; iter_time_steps = 16; Q(s,a) = -6.048616480618154; score = -505.0; mean_score/100_episodes = -505.9; reward = -504.0; mean_reward/100_episodes = -505.4; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-22 09:30:11
Episode no = 6800; won: False; iter_time_steps = 5; Q(s,a) = -8.742819447489865; score = -504.0; mean_score/100_episodes = -505.78; reward = -504.0; mean_reward/100_episodes = -505.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:30:17
Episode no = 6900; won: False; iter_time_steps = 5; Q(s,a) = -7.648824418029098; score = -504.0; mean_score/100_episodes = -505.56; reward = -504.0; mean_reward/100_episodes = -505.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:30:23
Episode no = 7000; won: False; iter_time_steps = 6; Q(s,a) = -6.501620057673072; score = -505.0; mean_score/100_episodes = -505.59; reward = -505.0; mean_reward/100_episodes = -505.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:30:29
Episode no = 7100; won: False; iter_time_steps = 13; Q(s,a) = -3.5966623755476546; score = -502.0; mean_score/100_episodes = -505.58; reward = -501.0; mean_reward/100_episodes = -505.0; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:30:36
Episode no = 7200; won: False; iter_time_steps = 20; Q(s,a) = -10.905923860450374; score = -519.0; mean_score/100_episodes = -506.27; reward = -519.0; mean_reward/100_episodes = -505.79; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:30:43
Episode no = 7300; won: False; iter_time_steps = 19; Q(s,a) = -3.481727679311083; score = -508.0; mean_score/100_episodes = -505.65; reward = -507.0; mean_reward/100_episodes = -505.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:30:51
Episode no = 7400; won: False; iter_time_steps = 19; Q(s,a) = -4.133259083516331; score = -508.0; mean_score/100_episodes = -505.64; reward = -507.0; mean_reward/100_episodes = -505.21; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:30:57
Episode no = 7500; won: False; iter_time_steps = 5; Q(s,a) = -5.146133791926329; score = -504.0; mean_score/100_episodes = -505.45; reward = -504.0; mean_reward/100_episodes = -504.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:31:03
Episode no = 7600; won: False; iter_time_steps = 6; Q(s,a) = -5.524975934400155; score = -505.0; mean_score/100_episodes = -505.86; reward = -505.0; mean_reward/100_episodes = -505.41; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:31:09
Episode no = 7700; won: False; iter_time_steps = 14; Q(s,a) = -4.328101492472353; score = -503.0; mean_score/100_episodes = -505.8; reward = -502.0; mean_reward/100_episodes = -505.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:31:16
Episode no = 7800; won: False; iter_time_steps = 5; Q(s,a) = -6.345475329648661; score = -504.0; mean_score/100_episodes = -505.06; reward = -504.0; mean_reward/100_episodes = -504.63; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:31:21
Episode no = 7900; won: False; iter_time_steps = 5; Q(s,a) = -6.012573904959238; score = -504.0; mean_score/100_episodes = -505.24; reward = -504.0; mean_reward/100_episodes = -504.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:31:27
Episode no = 8000; won: False; iter_time_steps = 5; Q(s,a) = -6.215527342010789; score = -504.0; mean_score/100_episodes = -505.86; reward = -504.0; mean_reward/100_episodes = -505.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:31:34
Episode no = 8100; won: False; iter_time_steps = 5; Q(s,a) = -5.981262927573473; score = -504.0; mean_score/100_episodes = -505.71; reward = -504.0; mean_reward/100_episodes = -505.2; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-22 09:31:41
