Episode no = 100; won: False; iter_time_steps = 10; Q(s,a) = nan; score = -509.0; mean_score/100_episodes = -509.26; reward = -509.0; mean_reward/100_episodes = -509.34; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.9866666666666667, win percentage = 0.0, 2024-12-19 03:44:56
Episode no = 1400; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -510.0; reward = -506.0; mean_reward/100_episodes = -509.72; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8133333333333334, win percentage = 0.0, 2024-12-19 03:46:24
Episode no = 1500; won: False; iter_time_steps = 7; Q(s,a) = nan; score = -506.0; mean_score/100_episodes = -509.59; reward = -506.0; mean_reward/100_episodes = -509.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.8, win percentage = 0.0, 2024-12-19 03:46:32
Episode no = 1600; won: False; iter_time_steps = 12; Q(s,a) = -7.927401382278813; score = -511.0; mean_score/100_episodes = -509.57; reward = -511.0; mean_reward/100_episodes = -509.56; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7866666666666666, win percentage = 0.0, 2024-12-19 03:46:39
Episode no = 1700; won: False; iter_time_steps = 6; Q(s,a) = nan; score = -505.0; mean_score/100_episodes = -509.74; reward = -505.0; mean_reward/100_episodes = -509.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7733333333333333, win percentage = 0.0, 2024-12-19 03:46:47
Episode no = 1800; won: False; iter_time_steps = 8; Q(s,a) = -9.669379697759336; score = -507.0; mean_score/100_episodes = -509.15; reward = -507.0; mean_reward/100_episodes = -509.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.76, win percentage = 0.0, 2024-12-19 03:46:55
Episode no = 1900; won: False; iter_time_steps = 7; Q(s,a) = -10.087607184135228; score = -506.0; mean_score/100_episodes = -508.93; reward = -506.0; mean_reward/100_episodes = -508.89; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7466666666666666, win percentage = 0.0, 2024-12-19 03:47:03
Episode no = 2000; won: False; iter_time_steps = 7; Q(s,a) = -10.514403819624842; score = -506.0; mean_score/100_episodes = -508.45; reward = -506.0; mean_reward/100_episodes = -508.15; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7333333333333334, win percentage = 0.0, 2024-12-19 03:47:11
Episode no = 2100; won: False; iter_time_steps = 6; Q(s,a) = nan; score = -505.0; mean_score/100_episodes = -509.31; reward = -505.0; mean_reward/100_episodes = -509.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.72, win percentage = 0.0, 2024-12-19 03:47:19
Episode no = 2200; won: False; iter_time_steps = 11; Q(s,a) = -10.732589455902051; score = -510.0; mean_score/100_episodes = -509.49; reward = -510.0; mean_reward/100_episodes = -509.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.7066666666666667, win percentage = 0.0, 2024-12-19 03:47:27
Episode no = 2300; won: False; iter_time_steps = 12; Q(s,a) = -12.195144085031965; score = -511.0; mean_score/100_episodes = -509.24; reward = -511.0; mean_reward/100_episodes = -509.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6933333333333334, win percentage = 0.0, 2024-12-19 03:47:36
Episode no = 2400; won: False; iter_time_steps = 10; Q(s,a) = -11.486585724838566; score = -509.0; mean_score/100_episodes = -510.77; reward = -509.0; mean_reward/100_episodes = -510.75; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6799999999999999, win percentage = 0.0, 2024-12-19 03:47:46
Episode no = 2500; won: False; iter_time_steps = 10; Q(s,a) = -11.947549693972753; score = -509.0; mean_score/100_episodes = -510.27; reward = -509.0; mean_reward/100_episodes = -510.23; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6666666666666667, win percentage = 0.0, 2024-12-19 03:47:55
Episode no = 2600; won: False; iter_time_steps = 20; Q(s,a) = -12.580969563432307; score = -519.0; mean_score/100_episodes = -508.91; reward = -519.0; mean_reward/100_episodes = -508.81; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6533333333333333, win percentage = 0.0, 2024-12-19 03:48:03
Episode no = 2700; won: False; iter_time_steps = 10; Q(s,a) = -13.863881466630547; score = -509.0; mean_score/100_episodes = -509.58; reward = -509.0; mean_reward/100_episodes = -509.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.64, win percentage = 0.0, 2024-12-19 03:48:11
Episode no = 2800; won: False; iter_time_steps = 21; Q(s,a) = -13.291227386325335; score = -520.0; mean_score/100_episodes = -508.72; reward = -520.0; mean_reward/100_episodes = -508.54; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6266666666666667, win percentage = 0.0, 2024-12-19 03:48:20
Episode no = 2900; won: False; iter_time_steps = 7; Q(s,a) = -13.86409885614814; score = -506.0; mean_score/100_episodes = -509.68; reward = -506.0; mean_reward/100_episodes = -509.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6133333333333333, win percentage = 0.0, 2024-12-19 03:48:28
Episode no = 3000; won: False; iter_time_steps = 14; Q(s,a) = -14.057157137820159; score = -513.0; mean_score/100_episodes = -509.35; reward = -513.0; mean_reward/100_episodes = -509.31; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.6, win percentage = 0.0, 2024-12-19 03:48:37
Episode no = 3100; won: False; iter_time_steps = 8; Q(s,a) = -15.252693554337426; score = -507.0; mean_score/100_episodes = -510.4; reward = -507.0; mean_reward/100_episodes = -510.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5866666666666667, win percentage = 0.0, 2024-12-19 03:48:46
Episode no = 3200; won: False; iter_time_steps = 15; Q(s,a) = -14.431274102345107; score = -504.0; mean_score/100_episodes = -509.47; reward = -514.0; mean_reward/100_episodes = -509.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5733333333333333, win percentage = 0.0, 2024-12-19 03:48:56
Episode no = 3300; won: False; iter_time_steps = 8; Q(s,a) = -15.870848588996612; score = -507.0; mean_score/100_episodes = -509.62; reward = -507.0; mean_reward/100_episodes = -509.59; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.56, win percentage = 0.0, 2024-12-19 03:49:05
Episode no = 3400; won: False; iter_time_steps = 7; Q(s,a) = -14.836318054785371; score = -506.0; mean_score/100_episodes = -511.15; reward = -506.0; mean_reward/100_episodes = -510.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5466666666666666, win percentage = 0.0, 2024-12-19 03:49:15
Episode no = 3500; won: False; iter_time_steps = 10; Q(s,a) = -15.885493868486776; score = -509.0; mean_score/100_episodes = -509.65; reward = -509.0; mean_reward/100_episodes = -509.68; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5333333333333333, win percentage = 0.0, 2024-12-19 03:49:25
Episode no = 3600; won: False; iter_time_steps = 17; Q(s,a) = -16.09197326266438; score = -516.0; mean_score/100_episodes = -510.12; reward = -516.0; mean_reward/100_episodes = -510.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.52, win percentage = 0.0, 2024-12-19 03:49:35
Episode no = 3700; won: False; iter_time_steps = 8; Q(s,a) = -16.946256774914865; score = -507.0; mean_score/100_episodes = -510.38; reward = -507.0; mean_reward/100_episodes = -510.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.5066666666666666, win percentage = 0.0, 2024-12-19 03:49:46
Episode no = 3800; won: False; iter_time_steps = 9; Q(s,a) = -17.11949042565202; score = -508.0; mean_score/100_episodes = -511.01; reward = -508.0; mean_reward/100_episodes = -510.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4933333333333333, win percentage = 0.0, 2024-12-19 03:49:57
Episode no = 3900; won: False; iter_time_steps = 9; Q(s,a) = -15.778855158545257; score = -508.0; mean_score/100_episodes = -509.55; reward = -508.0; mean_reward/100_episodes = -509.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.48, win percentage = 0.0, 2024-12-19 03:50:08
Episode no = 4000; won: False; iter_time_steps = 15; Q(s,a) = -16.125850663262547; score = -514.0; mean_score/100_episodes = -509.07; reward = -514.0; mean_reward/100_episodes = -508.92; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4666666666666667, win percentage = 0.0, 2024-12-19 03:50:17
Episode no = 4100; won: False; iter_time_steps = 14; Q(s,a) = -17.737157833397134; score = -503.0; mean_score/100_episodes = -509.53; reward = -502.0; mean_reward/100_episodes = -509.48; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.45333333333333337, win percentage = 0.0, 2024-12-19 03:50:26
Episode no = 4200; won: False; iter_time_steps = 7; Q(s,a) = -17.363198234914456; score = -506.0; mean_score/100_episodes = -510.46; reward = -506.0; mean_reward/100_episodes = -510.52; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.43999999999999995, win percentage = 0.0, 2024-12-19 03:50:37
Episode no = 4300; won: False; iter_time_steps = 6; Q(s,a) = -17.656039428965293; score = -505.0; mean_score/100_episodes = -509.94; reward = -505.0; mean_reward/100_episodes = -509.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.42666666666666664, win percentage = 0.0, 2024-12-19 03:50:48
Episode no = 4400; won: False; iter_time_steps = 9; Q(s,a) = -17.305429124841414; score = -508.0; mean_score/100_episodes = -510.59; reward = -508.0; mean_reward/100_episodes = -510.38; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.41333333333333333, win percentage = 0.0, 2024-12-19 03:51:01
Episode no = 4500; won: False; iter_time_steps = 9; Q(s,a) = -17.13331393276631; score = -508.0; mean_score/100_episodes = -509.49; reward = -508.0; mean_reward/100_episodes = -509.28; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.4, win percentage = 0.0, 2024-12-19 03:51:10
Episode no = 4600; won: False; iter_time_steps = 8; Q(s,a) = -18.561317689798983; score = -507.0; mean_score/100_episodes = -510.13; reward = -507.0; mean_reward/100_episodes = -510.1; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3866666666666667, win percentage = 0.0, 2024-12-19 03:51:20
Episode no = 4700; won: False; iter_time_steps = 11; Q(s,a) = -18.459626467113697; score = -510.0; mean_score/100_episodes = -509.33; reward = -510.0; mean_reward/100_episodes = -509.33; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3733333333333333, win percentage = 0.0, 2024-12-19 03:51:29
Episode no = 4800; won: False; iter_time_steps = 12; Q(s,a) = -16.9962961752591; score = -511.0; mean_score/100_episodes = -510.75; reward = -511.0; mean_reward/100_episodes = -510.74; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.36, win percentage = 0.0, 2024-12-19 03:51:39
Episode no = 4900; won: False; iter_time_steps = 10; Q(s,a) = -17.21696986825766; score = -509.0; mean_score/100_episodes = -508.93; reward = -509.0; mean_reward/100_episodes = -508.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.3466666666666667, win percentage = 0.0, 2024-12-19 03:51:49
Episode no = 5000; won: False; iter_time_steps = 23; Q(s,a) = -19.086306172440693; score = -512.0; mean_score/100_episodes = -510.3; reward = -511.0; mean_reward/100_episodes = -510.27; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.33333333333333337, win percentage = 0.0, 2024-12-19 03:51:59
Episode no = 5100; won: False; iter_time_steps = 7; Q(s,a) = -17.70676975096403; score = -506.0; mean_score/100_episodes = -510.08; reward = -506.0; mean_reward/100_episodes = -509.99; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.31999999999999995, win percentage = 0.0, 2024-12-19 03:52:10
Episode no = 5200; won: False; iter_time_steps = 13; Q(s,a) = -19.335023154061787; score = -512.0; mean_score/100_episodes = -510.43; reward = -512.0; mean_reward/100_episodes = -510.29; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.30666666666666664, win percentage = 0.0, 2024-12-19 03:52:20
Episode no = 5300; won: False; iter_time_steps = 10; Q(s,a) = -18.220621785027802; score = -509.0; mean_score/100_episodes = -510.32; reward = -509.0; mean_reward/100_episodes = -510.13; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.29333333333333333, win percentage = 0.0, 2024-12-19 03:52:29
Episode no = 5400; won: False; iter_time_steps = 17; Q(s,a) = -19.07404756732758; score = -516.0; mean_score/100_episodes = -510.58; reward = -516.0; mean_reward/100_episodes = -510.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.28, win percentage = 0.0, 2024-12-19 03:52:40
Episode no = 5500; won: False; iter_time_steps = 24; Q(s,a) = -17.931543155239364; score = -523.0; mean_score/100_episodes = -509.93; reward = -523.0; mean_reward/100_episodes = -509.85; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2666666666666667, win percentage = 0.0, 2024-12-19 03:52:51
Episode no = 5600; won: False; iter_time_steps = 12; Q(s,a) = -18.340950883865073; score = -511.0; mean_score/100_episodes = -510.82; reward = -511.0; mean_reward/100_episodes = -510.9; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.2533333333333333, win percentage = 0.0, 2024-12-19 03:53:02
Episode no = 5700; won: False; iter_time_steps = 8; Q(s,a) = -18.32283180096954; score = -507.0; mean_score/100_episodes = -510.32; reward = -507.0; mean_reward/100_episodes = -510.3; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.24, win percentage = 0.0, 2024-12-19 03:53:13
Episode no = 5800; won: False; iter_time_steps = 8; Q(s,a) = -18.77031107755568; score = -507.0; mean_score/100_episodes = -510.11; reward = -507.0; mean_reward/100_episodes = -509.98; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.22666666666666668, win percentage = 0.0, 2024-12-19 03:53:23
Episode no = 5900; won: False; iter_time_steps = 12; Q(s,a) = -18.85464455469152; score = -511.0; mean_score/100_episodes = -508.95; reward = -511.0; mean_reward/100_episodes = -508.82; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.21333333333333337, win percentage = 0.0, 2024-12-19 03:53:32
Episode no = 6000; won: False; iter_time_steps = 9; Q(s,a) = -18.354922681484204; score = -508.0; mean_score/100_episodes = -507.17; reward = -508.0; mean_reward/100_episodes = -506.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.19999999999999996, win percentage = 0.0, 2024-12-19 03:53:42
Episode no = 6100; won: False; iter_time_steps = 6; Q(s,a) = -18.25325637096497; score = -505.0; mean_score/100_episodes = -506.77; reward = -505.0; mean_reward/100_episodes = -506.39; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.18666666666666665, win percentage = 0.0, 2024-12-19 03:53:51
Episode no = 6200; won: False; iter_time_steps = 14; Q(s,a) = -17.187096448285008; score = -513.0; mean_score/100_episodes = -506.42; reward = -513.0; mean_reward/100_episodes = -506.35; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.17333333333333334, win percentage = 0.0, 2024-12-19 03:54:00
Episode no = 6300; won: False; iter_time_steps = 15; Q(s,a) = -16.168168950005224; score = -504.0; mean_score/100_episodes = -508.11; reward = -503.0; mean_reward/100_episodes = -507.94; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.16000000000000003, win percentage = 0.0, 2024-12-19 03:54:09
Episode no = 6400; won: False; iter_time_steps = 9; Q(s,a) = -16.090270483659484; score = -508.0; mean_score/100_episodes = -507.35; reward = -508.0; mean_reward/100_episodes = -506.88; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1466666666666666, win percentage = 0.0, 2024-12-19 03:54:17
Episode no = 6500; won: False; iter_time_steps = 8; Q(s,a) = -15.448165706524385; score = -507.0; mean_score/100_episodes = -509.05; reward = -507.0; mean_reward/100_episodes = -508.93; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1333333333333333, win percentage = 0.0, 2024-12-19 03:54:26
Episode no = 6600; won: False; iter_time_steps = 8; Q(s,a) = -19.8857563651771; score = -507.0; mean_score/100_episodes = -509.2; reward = -507.0; mean_reward/100_episodes = -508.91; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.12, win percentage = 0.0, 2024-12-19 03:54:34
Episode no = 6700; won: False; iter_time_steps = 9; Q(s,a) = -16.436937833040723; score = -508.0; mean_score/100_episodes = -510.21; reward = -508.0; mean_reward/100_episodes = -510.17; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.10666666666666669, win percentage = 0.0, 2024-12-19 03:54:43
Episode no = 6800; won: False; iter_time_steps = 10; Q(s,a) = -16.855713652035433; score = -509.0; mean_score/100_episodes = -511.74; reward = -509.0; mean_reward/100_episodes = -511.7; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:54:54
Episode no = 6900; won: False; iter_time_steps = 8; Q(s,a) = -19.57278020761848; score = -507.0; mean_score/100_episodes = -510.37; reward = -507.0; mean_reward/100_episodes = -510.32; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:55:04
Episode no = 7000; won: False; iter_time_steps = 8; Q(s,a) = -17.161599442481563; score = -507.0; mean_score/100_episodes = -511.28; reward = -507.0; mean_reward/100_episodes = -511.09; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:55:15
Episode no = 7100; won: False; iter_time_steps = 10; Q(s,a) = -17.2627534108811; score = -509.0; mean_score/100_episodes = -509.68; reward = -509.0; mean_reward/100_episodes = -509.64; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:55:24
Episode no = 7200; won: False; iter_time_steps = 9; Q(s,a) = -17.692602129958292; score = -508.0; mean_score/100_episodes = -510.57; reward = -508.0; mean_reward/100_episodes = -510.5; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:55:34
Episode no = 7300; won: False; iter_time_steps = 10; Q(s,a) = -17.00141758203234; score = -509.0; mean_score/100_episodes = -510.12; reward = -509.0; mean_reward/100_episodes = -510.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:55:44
Episode no = 7400; won: False; iter_time_steps = 14; Q(s,a) = -17.183521620428778; score = -513.0; mean_score/100_episodes = -508.66; reward = -513.0; mean_reward/100_episodes = -508.66; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:55:53
Episode no = 7500; won: False; iter_time_steps = 9; Q(s,a) = -17.01893130238739; score = -508.0; mean_score/100_episodes = -507.53; reward = -508.0; mean_reward/100_episodes = -507.22; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:56:02
Episode no = 7600; won: False; iter_time_steps = 7; Q(s,a) = -17.661999566235178; score = -506.0; mean_score/100_episodes = -505.81; reward = -506.0; mean_reward/100_episodes = -505.36; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:56:09
Episode no = 7700; won: False; iter_time_steps = 6; Q(s,a) = -17.49407584036723; score = -505.0; mean_score/100_episodes = -504.57; reward = -505.0; mean_reward/100_episodes = -504.07; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:56:18
Episode no = 7800; won: False; iter_time_steps = 15; Q(s,a) = -15.908302505557941; score = -504.0; mean_score/100_episodes = -504.44; reward = -503.0; mean_reward/100_episodes = -504.03; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:56:25
Episode no = 7900; won: False; iter_time_steps = 16; Q(s,a) = -13.124695880107993; score = -505.0; mean_score/100_episodes = -504.66; reward = -504.0; mean_reward/100_episodes = -504.18; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:56:33
Episode no = 8000; won: False; iter_time_steps = 6; Q(s,a) = -10.404464226661716; score = -505.0; mean_score/100_episodes = -504.75; reward = -505.0; mean_reward/100_episodes = -504.11; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:56:41
Episode no = 8100; won: False; iter_time_steps = 5; Q(s,a) = -12.855510859353771; score = -504.0; mean_score/100_episodes = -504.94; reward = -504.0; mean_reward/100_episodes = -504.19; snn_single_energy = 0; snn_total_energy = 0; ann_single_energy = 0; ann_total_energy = 0; and epsilon = 0.1, win percentage = 0.0, 2024-12-19 03:56:50
